P,Chris Sale,"$12,900",27.99,BOS @ MIA
P,Chris Archer,"$8,100",19.96,TB @ NYY
P,Luis Castillo,"$6,000",18.91,CHC @ CIN
P,Jordan Montgomery,"$8,300",14.18,TB @ NYY
P,Kyle Hendricks,"$9,900",13.72,CHC @ CIN
P,Jose Urena,"$4,900",11.89,BOS @ MIA
P,Marco Gonzales,"$6,500",11.75,SEA @ SF
OF,Aaron Judge,"$5,200",10.41,TB @ NYY
OF,Giancarlo Stanton,"$5,400",10.10,TB @ NYY
P,Ty Blach,"$6,300",9.95,SEA @ SF
OF,J.D. Martinez,"$4,700",9.15,BOS @ MIA
OF,Andrew McCutchen,"$3,400",8.92,SEA @ SF
OF,Dee Gordon,"$3,500",8.64,SEA @ SF
1B,Joey Votto,"$4,300",8.63,CHC @ CIN
2B/SS,Eduardo Nunez,"$2,800",8.60,BOS @ MIA
3B,Kris Bryant,"$5,300",8.60,CHC @ CIN
1B,Anthony Rizzo,"$5,100",8.51,CHC @ CIN
1B/C,Buster Posey,"$3,600",8.50,SEA @ SF
SS,Jean Segura,"$3,300",8.47,SEA @ SF
OF,Austin Jackson,"$2,900",8.38,SEA @ SF
OF,Kyle Schwarber,"$4,500",8.37,CHC @ CIN
OF,Andrew Benintendi,"$4,300",8.30,BOS @ MIA
OF,Mitch Haniger,"$3,400",8.03,SEA @ SF
2B,Scooter Gennett,"$3,500",8.03,CHC @ CIN
OF,Brett Gardner,"$3,900",7.95,TB @ NYY
1B,Hanley Ramirez,"$3,500",7.83,BOS @ MIA
2B,Javier Baez,"$4,000",7.77,CHC @ CIN
3B,Eugenio Suarez,"$3,400",7.70,CHC @ CIN
C,Gary Sanchez,"$4,800",7.47,TB @ NYY
SS,Didi Gregorius,"$4,100",7.44,TB @ NYY
OF,Jesse Winker,"$2,900",7.43,CHC @ CIN
3B,Evan Longoria,"$3,400",7.42,SEA @ SF
OF,Scott Schebler,"$3,100",7.38,CHC @ CIN
SS,Xander Bogaerts,"$4,400",7.37,BOS @ MIA
1B,C.J. Cron,"$2,900",7.36,TB @ NYY
C,Wilson Ramos,"$2,600",7.35,TB @ NYY
OF,Kevin Kiermaier,"$3,100",7.29,TB @ NYY
OF,Ian Happ,"$4,900",7.26,CHC @ CIN
3B,Matt Duffy,"$3,200",7.21,TB @ NYY
3B,Kyle Seager,"$3,400",7.15,SEA @ SF
OF,Hunter Pence,"$2,900",7.14,SEA @ SF
OF,Albert Almora Jr.,"$3,200",7.14,CHC @ CIN
OF,Carlos Gomez,"$3,100",7.05,TB @ NYY
3B,Rafael Devers,"$3,900",6.97,BOS @ MIA
2B,Robinson Cano,"$3,700",6.95,SEA @ SF
1B,Ryon Healy,"$3,900",6.85,SEA @ SF
2B,Joe Panik,"$3,400",6.84,SEA @ SF
SS,Addison Russell,"$4,200",6.83,CHC @ CIN
2B,Neil Walker,"$3,300",6.80,TB @ NYY
SS,Adeiny Hechavarria,"$2,400",6.68,TB @ NYY
3B,Brandon Drury,"$3,400",6.68,TB @ NYY
SS,Jose Peraza,"$3,000",6.60,CHC @ CIN
C,Nick Hundley,"$2,700",6.60,SEA @ SF
OF,Jackie Bradley Jr.,"$3,200",6.55,BOS @ MIA
C,Victor Caratini,"$2,300",6.47,CHC @ CIN
C,Christian Vazquez,"$2,800",6.35,BOS @ MIA
C,Jesus Sucre,"$2,300",6.17,TB @ NYY
OF,Lewis Brinson,"$2,900",6.16,BOS @ MIA
OF,Billy Hamilton,"$3,100",6.11,CHC @ CIN
C,David Freitas,"$2,300",6.10,SEA @ SF
SS,Brandon Crawford,"$2,900",6.09,SEA @ SF
1B,Tyler Austin,"$3,000",6.08,TB @ NYY
C,Tucker Barnhart,"$2,600",6.06,CHC @ CIN
OF,Guillermo Heredia,"$2,700",5.76,SEA @ SF
2B/OF,Derek Dietrich,"$3,200",5.76,BOS @ MIA
2B,Starlin Castro,"$3,800",5.57,BOS @ MIA
3B,Brian Anderson,"$2,600",5.57,BOS @ MIA
2B/SS,Daniel Robertson,"$2,700",5.54,TB @ NYY
OF,Cameron Maybin,"$2,700",5.49,BOS @ MIA
1B,Justin Bour,"$2,800",5.44,BOS @ MIA
2B,Tyler Wade,"$3,000",5.17,TB @ NYY
OF,Rob Refsnyder,"$2,300",4.91,TB @ NYY
C,Chad Wallach,"$2,100",4.52,BOS @ MIA
2B/SS,Miguel Rojas,"$2,800",4.42,BOS @ MIA
