P,Carlos Carrasco,"$12,800",23.57,KC @ CLE
P,Danny Duffy,"$6,600",13.71,KC @ CLE
OF,Charlie Blackmon,"$5,800",12.10,ATL @ COL
1B,Freddie Freeman,"$5,700",11.59,ATL @ COL
P,German Marquez,"$6,800",11.44,ATL @ COL
OF,Ender Inciarte,"$4,200",10.11,ATL @ COL
3B,Nolan Arenado,"$5,600",10.03,ATL @ COL
2B,Ozzie Albies,"$4,300",9.82,ATL @ COL
P,Brandon McCarthy,"$6,000",9.71,ATL @ COL
OF,Carlos Gonzalez,"$4,600",9.22,ATL @ COL
SS,Francisco Lindor,"$4,800",9.16,KC @ CLE
2B/3B,Jose Ramirez,"$4,700",9.01,KC @ CLE
OF,Preston Tucker,"$3,600",8.74,ATL @ COL
C,Kurt Suzuki,"$3,200",8.56,ATL @ COL
2B,DJ LeMahieu,"$4,900",8.48,ATL @ COL
OF,Nick Markakis,"$3,800",8.48,ATL @ COL
1B/OF,Ian Desmond,"$5,200",8.40,ATL @ COL
SS,Trevor Story,"$4,500",8.09,ATL @ COL
OF,Gerardo Parra,"$3,600",7.97,ATL @ COL
1B,Edwin Encarnacion,"$5,000",7.91,KC @ CLE
C,Chris Iannetta,"$3,900",7.90,ATL @ COL
2B,Jason Kipnis,"$4,100",7.82,KC @ CLE
OF,Michael Brantley,"$3,500",7.56,KC @ CLE
1B,Lucas Duda,"$3,300",7.33,KC @ CLE
3B,Mike Moustakas,"$3,600",7.31,KC @ CLE
2B,Whit Merrifield,"$3,500",7.27,KC @ CLE
SS,Dansby Swanson,"$3,400",7.15,ATL @ COL
1B,Yonder Alonso,"$4,600",7.13,KC @ CLE
2B/3B,Ryan Flaherty,"$3,700",6.94,ATL @ COL
OF,Rajai Davis,"$2,800",6.90,KC @ CLE
OF,Jon Jay,"$3,200",6.45,KC @ CLE
OF,Brandon Guyer,"$3,400",6.25,KC @ CLE
C,Yan Gomes,"$3,300",6.21,KC @ CLE
3B,Cheslor Cuthbert,"$3,200",5.13,KC @ CLE
OF,Alex Gordon,"$2,900",5.06,KC @ CLE
OF,Jorge Soler,"$3,100",4.95,KC @ CLE
SS,Alcides Escobar,"$2,900",4.51,KC @ CLE
C,Drew Butera,"$2,700",4.04,KC @ CLE
