P,Charlie Morton,"$12,800",24.05,TEX @ HOU
P,Noah Syndergaard,"$11,500",21.65,NYM @ PHI
P,Tyson Ross,"$9,000",17.51,STL @ SD
P,Nick Tropeano,"$7,200",15.16,MIN @ LAA
P,Zach Eflin,"$8,800",14.78,NYM @ PHI
P,Michael Wacha,"$8,000",14.71,STL @ SD
P,Kyle Gibson,"$8,200",13.64,MIN @ LAA
P,Jarlin Garcia,"$5,300",13.53,ATL @ MIA
P,Ross Stripling,"$4,400",13.43,CIN @ LAD
P,Chad Kuhl,"$7,700",12.46,SF @ PIT
P,Mike Soroka,"$7,500",12.04,ATL @ MIA
P,Jeff Samardzija,"$6,400",11.83,SF @ PIT
P,Doug Fister,"$4,500",11.21,TEX @ HOU
P,Homer Bailey,"$4,000",11.08,CIN @ LAD
3B,Nolan Arenado,"$5,500",10.62,MIL @ COL
OF,Lorenzo Cain,"$4,700",10.32,MIL @ COL
OF,Charlie Blackmon,"$5,600",10.24,MIL @ COL
OF,Mike Trout,"$5,800",10.14,MIN @ LAA
P,Kyle Freeland,"$7,000",10.09,MIL @ COL
OF,Tommy Pham,"$4,800",9.88,STL @ SD
1B/OF,Ryan Braun,"$4,700",9.81,MIL @ COL
SS,Trevor Story,"$4,600",9.77,MIL @ COL
2B,DJ LeMahieu,"$4,400",9.44,MIL @ COL
OF,Christian Yelich,"$4,700",9.42,MIL @ COL
OF,Starling Marte,"$4,200",9.19,SF @ PIT
1B,Cody Bellinger,"$4,500",8.97,CIN @ LAD
1B,Jesus Aguilar,"$3,800",8.95,MIL @ COL
1B,Brandon Belt,"$3,800",8.89,SF @ PIT
OF,Brandon Nimmo,"$3,100",8.81,NYM @ PHI
1B,Freddie Freeman,"$5,300",8.69,ATL @ MIA
SS,Paul DeJong,"$3,700",8.67,STL @ SD
OF,Marcell Ozuna,"$3,500",8.66,STL @ SD
OF,Domingo Santana,"$4,000",8.64,MIL @ COL
OF,Yoenis Cespedes,"$4,100",8.47,NYM @ PHI
2B,Ozzie Albies,"$5,200",8.45,ATL @ MIA
2B,Jose Altuve,"$5,000",8.39,TEX @ HOU
OF,Andrew McCutchen,"$3,800",8.39,SF @ PIT
OF,Corey Dickerson,"$4,000",8.30,SF @ PIT
OF,Joc Pederson,"$4,000",8.30,CIN @ LAD
OF,Gregory Polanco,"$3,800",8.27,SF @ PIT
1B,Joey Votto,"$4,600",8.26,CIN @ LAD
1B/OF,Ian Desmond,"$3,900",8.25,MIL @ COL
SS,Carlos Correa,"$4,900",8.22,TEX @ HOU
OF,Rhys Hoskins,"$4,400",8.22,NYM @ PHI
2B/OF,Adam Frazier,"$3,000",8.21,SF @ PIT
OF,Justin Upton,"$4,500",8.20,MIN @ LAA
2B,Brian Dozier,"$4,300",8.19,MIN @ LAA
2B/3B,Zack Cozart,"$3,600",8.17,MIN @ LAA
2B,Asdrubal Cabrera,"$4,000",8.12,NYM @ PHI
OF,Eddie Rosario,"$4,400",8.06,MIN @ LAA
2B/OF,Hernan Perez,"$3,300",8.03,MIL @ COL
1B,Josh Bell,"$3,600",8.01,SF @ PIT
OF,Gregor Blanco,"$3,000",7.98,SF @ PIT
C,Buster Posey,"$3,800",7.97,SF @ PIT
OF/SS,Chris Taylor,"$4,000",7.94,CIN @ LAD
2B,Cesar Hernandez,"$3,800",7.91,NYM @ PHI
OF,Matt Kemp,"$4,000",7.91,CIN @ LAD
1B,Eric Hosmer,"$4,000",7.89,STL @ SD
1B,Justin Bour,"$3,300",7.83,ATL @ MIA
3B,Evan Longoria,"$3,700",7.71,SF @ PIT
1B,Jose Martinez,"$3,300",7.67,STL @ SD
C,J.T. Realmuto,"$3,700",7.64,ATL @ MIA
3B,Jedd Gyorko,"$3,800",7.57,STL @ SD
OF,Odubel Herrera,"$3,800",7.56,NYM @ PHI
OF,Dexter Fowler,"$3,800",7.55,STL @ SD
OF,Aaron Altherr,"$3,400",7.54,NYM @ PHI
2B,Scooter Gennett,"$4,200",7.51,CIN @ LAD
OF,Travis Jankowski,"$3,200",7.48,STL @ SD
3B,Alex Bregman,"$4,000",7.48,TEX @ HOU
1B,Wilmer Flores,"$3,000",7.42,NYM @ PHI
3B/SS,Eduardo Escobar,"$4,500",7.42,MIN @ LAA
2B,Chase Utley,"$3,200",7.40,CIN @ LAD
C,Chris Iannetta,"$3,500",7.35,MIL @ COL
OF,Franchy Cordero,"$3,800",7.29,STL @ SD
OF,Jesse Winker,"$3,200",7.29,CIN @ LAD
SS,Orlando Arcia,"$3,100",7.21,MIL @ COL
