P,Gerrit Cole,"$12,600",23.42,OAK @ HOU
P,J.A. Happ,"$9,200",23.02,TEX @ TOR
P,Robbie Ray,"$10,600",20.64,ARI @ WSH
P,Kevin Gausman,"$6,800",18.42,DET @ BAL
P,Vince Velasquez,"$7,100",17.16,ATL @ PHI
P,Caleb Smith,"$5,500",16.76,COL @ MIA
P,Gio Gonzalez,"$9,400",16.73,ARI @ WSH
P,Rick Porcello,"$10,300",16.24,TB @ BOS
P,Tyler Chatwood,"$7,300",15.91,MIL @ CHC
P,Jose Berrios,"$11,900",15.64,CIN @ MIN
P,Luke Weaver,"$8,300",14.99,STL @ PIT
P,Brandon McCarthy,"$5,300",13.83,ATL @ PHI
P,Zach Davies,"$6,300",13.36,MIL @ CHC
P,Ian Kennedy,"$6,600",13.14,CWS @ KC
P,Marco Gonzales,"$5,200",12.53,SEA @ CLE
P,Chad Bettis,"$8,000",12.51,COL @ MIA
P,Nick Kingham,"$4,600",11.61,STL @ PIT
P,Tyler Mahle,"$7,200",11.35,CIN @ MIN
P,Daniel Norris,"$4,500",10.80,DET @ BAL
P,Josh Tomlin,"$5,400",10.45,SEA @ CLE
OF,J.D. Martinez,"$5,100",10.40,TB @ BOS
OF,Tommy Pham,"$5,000",9.81,STL @ PIT
P,Trevor Cahill,"$6,400",9.73,OAK @ HOU
2B/OF,Whit Merrifield,"$3,800",9.72,CWS @ KC
2B,Brian Dozier,"$4,500",9.67,CIN @ MIN
SS,Manny Machado,"$5,200",9.52,DET @ BAL
2B,Yoan Moncada,"$4,800",9.46,CWS @ KC
2B/SS,Eduardo Nunez,"$3,800",9.43,TB @ BOS
OF,Andrew Benintendi,"$4,600",9.36,TB @ BOS
OF,Charlie Blackmon,"$5,400",9.10,COL @ MIA
SS,Carlos Correa,"$5,000",9.09,OAK @ HOU
2B,Jose Altuve,"$5,100",9.06,OAK @ HOU
1B,Paul Goldschmidt,"$4,900",9.04,ARI @ WSH
1B,Jose Abreu,"$4,100",9.01,CWS @ KC
3B,Mike Moustakas,"$4,200",8.96,CWS @ KC
3B,Nolan Arenado,"$5,300",8.92,COL @ MIA
OF,Marcell Ozuna,"$3,900",8.83,STL @ PIT
SS,Trea Turner,"$4,400",8.80,ARI @ WSH
1B,Hanley Ramirez,"$4,500",8.79,TB @ BOS
OF,Eddie Rosario,"$3,500",8.76,CIN @ MIN
SS,Paul DeJong,"$4,300",8.76,STL @ PIT
C,Salvador Perez,"$3,300",8.75,CWS @ KC
P,Matt Andriese,"$5,100",8.73,TB @ BOS
OF,Denard Span,"$4,000",8.69,TB @ BOS
1B/OF,Trey Mancini,"$3,700",8.69,DET @ BAL
1B/OF,Steve Pearce,"$3,200",8.68,TEX @ TOR
OF,George Springer,"$4,900",8.64,OAK @ HOU
1B,Justin Smoak,"$3,500",8.64,TEX @ TOR
OF,Teoscar Hernandez,"$4,200",8.56,TEX @ TOR
2B/3B,Matt Carpenter,"$3,500",8.52,STL @ PIT
P,Hector Santiago,"$5,100",8.50,CWS @ KC
SS,Francisco Lindor,"$4,900",8.46,SEA @ CLE
3B,Yolmer Sanchez,"$3,100",8.45,CWS @ KC
1B,Ryan Zimmerman,"$3,900",8.45,ARI @ WSH
OF,A.J. Pollock,"$4,800",8.41,ARI @ WSH
OF,Dee Gordon,"$3,900",8.39,SEA @ CLE
3B,Danny Valencia,"$2,900",8.36,DET @ BAL
