P,Charlie Morton,"$11,500",22.72,SD @ HOU
P,Luke Weaver,"$6,800",19.23,ARI @ STL
P,Jake Arrieta,"$9,700",18.16,MIA @ PHI
P,Eduardo Rodriguez,"$8,100",17.87,TB @ BOS
P,Jordan Montgomery,"$7,000",17.23,BAL @ NYY
P,Chase Anderson,"$8,500",16.54,CHC @ MIL
P,Mike Clevinger,"$10,900",16.35,KC @ CLE
P,Jameson Taillon,"$9,500",15.59,CIN @ PIT
P,Jose Quintana,"$8,900",15.31,CHC @ MIL
P,Taijuan Walker,"$7,900",13.24,ARI @ STL
P,Mike Fiers,"$6,500",12.58,DET @ CWS
P,Mike Wright,"$5,800",12.51,BAL @ NYY
P,Tyler Mahle,"$7,700",12.37,CIN @ PIT
P,Jason Hammel,"$6,000",11.76,KC @ CLE
OF,Aaron Judge,"$5,400",10.16,BAL @ NYY
OF,Mookie Betts,"$5,300",10.05,TB @ BOS
SS,Francisco Lindor,"$4,900",9.80,KC @ CLE
OF,J.D. Martinez,"$5,100",9.72,TB @ BOS
OF,Rhys Hoskins,"$5,600",9.58,MIA @ PHI
P,Tyson Ross,"$5,600",9.53,SD @ HOU
2B/3B,Jose Ramirez,"$4,700",9.50,KC @ CLE
OF,Starling Marte,"$4,700",9.45,CIN @ PIT
OF,Giancarlo Stanton,"$5,700",9.43,BAL @ NYY
1B,Jose Abreu,"$4,400",9.38,DET @ CWS
2B,Yoan Moncada,"$4,200",9.18,DET @ CWS
OF,Tommy Pham,"$3,600",9.07,ARI @ STL
1B,Joey Votto,"$4,500",9.03,CIN @ PIT
OF,Andrew Benintendi,"$4,900",8.87,TB @ BOS
2B,Jose Altuve,"$5,500",8.85,SD @ HOU
3B,Kris Bryant,"$5,100",8.71,CHC @ MIL
1B,Edwin Encarnacion,"$4,900",8.71,KC @ CLE
OF,Dexter Fowler,"$3,100",8.69,ARI @ STL
OF,Michael Brantley,"$3,600",8.67,KC @ CLE
OF,Avisail Garcia,"$3,600",8.65,DET @ CWS
1B,Carlos Santana,"$4,500",8.65,MIA @ PHI
OF,Jesse Winker,"$2,900",8.63,CIN @ PIT
2B,Cesar Hernandez,"$4,000",8.56,MIA @ PHI
1B/OF,Ryan Braun,"$4,400",8.54,CHC @ MIL
OF,Gregory Polanco,"$4,500",8.43,CIN @ PIT
OF,Domingo Santana,"$3,400",8.42,CHC @ MIL
1B,Hanley Ramirez,"$4,700",8.37,TB @ BOS
OF,Marcell Ozuna,"$3,700",8.32,ARI @ STL
2B,Jason Kipnis,"$3,900",8.30,KC @ CLE
P,Andrew Kittredge,"$4,000",8.30,TB @ BOS
1B/3B,Matt Davidson,"$4,600",8.29,DET @ CWS
OF,George Springer,"$5,200",8.28,SD @ HOU
OF,Kyle Schwarber,"$5,000",8.28,CHC @ MIL
1B,Matt Carpenter,"$3,300",8.28,ARI @ STL
OF,Lorenzo Cain,"$4,100",8.26,CHC @ MIL
3B,Eugenio Suarez,"$3,900",8.26,CIN @ PIT
2B,Josh Harrison,"$4,000",8.25,CIN @ PIT
OF,Odubel Herrera,"$3,400",8.24,MIA @ PHI
SS,Carlos Correa,"$5,000",8.22,SD @ HOU
OF,Brett Gardner,"$4,000",8.21,BAL @ NYY
1B,Yonder Alonso,"$4,200",8.14,KC @ CLE
