P,Chris Sale,"$12,400",27.74,BAL @ BOS
P,Stephen Strasburg,"$11,300",27.63,COL @ WSH
P,Noah Syndergaard,"$10,500",26.11,MIL @ NYM
P,Carlos Martinez,"$9,900",18.57,STL @ CIN
P,Dylan Bundy,"$7,400",16.52,BAL @ BOS
P,Lance Lynn,"$7,200",15.18,CWS @ MIN
P,Tyler Anderson,"$6,200",14.04,COL @ WSH
P,Jose Urena,"$5,800",13.34,PIT @ MIA
P,Ivan Nova,"$8,800",13.02,PIT @ MIA
P,Ben Lively,"$6,000",12.52,PHI @ TB
P,Jhoulys Chacin,"$5,700",12.19,MIL @ NYM
P,Homer Bailey,"$5,400",11.55,STL @ CIN
OF,Tommy Pham,"$4,800",10.71,STL @ CIN
OF,Dexter Fowler,"$3,700",10.09,STL @ CIN
2B/3B,Matt Carpenter,"$3,500",9.60,STL @ CIN
OF,J.D. Martinez,"$4,900",9.51,BAL @ BOS
OF,Starling Marte,"$4,200",9.10,PIT @ MIA
OF,Rhys Hoskins,"$5,000",9.09,PHI @ TB
1B,Jose Martinez,"$3,700",8.94,STL @ CIN
SS,Trea Turner,"$4,300",8.93,COL @ WSH
C,Yadier Molina,"$3,900",8.62,STL @ CIN
OF,Eddie Rosario,"$2,900",8.44,CWS @ MIN
OF,Denard Span,"$2,900",8.43,PHI @ TB
OF,Michael Conforto,"$4,600",8.41,MIL @ NYM
OF,Gregory Polanco,"$4,700",8.36,PIT @ MIA
1B,Joey Votto,"$4,000",8.32,STL @ CIN
OF,Andrew Benintendi,"$4,200",8.31,BAL @ BOS
2B,Josh Harrison,"$4,000",8.27,PIT @ MIA
1B,Ryan Zimmerman,"$3,900",8.19,COL @ WSH
OF,Bryce Harper,"$5,700",8.12,COL @ WSH
1B,Josh Bell,"$4,200",8.10,PIT @ MIA
2B,Cesar Hernandez,"$4,100",8.09,PHI @ TB
2B,Brian Dozier,"$5,200",8.09,CWS @ MIN
OF,Corey Dickerson,"$4,000",8.07,PIT @ MIA
1B,Hanley Ramirez,"$4,700",8.06,BAL @ BOS
OF,Kevin Kiermaier,"$3,000",7.99,PHI @ TB
SS,Eduardo Escobar,"$3,100",7.95,CWS @ MIN
OF,Yoenis Cespedes,"$4,400",7.90,MIL @ NYM
OF,Derek Dietrich,"$3,000",7.80,PIT @ MIA
2B,Scooter Gennett,"$3,000",7.75,STL @ CIN
OF,Billy Hamilton,"$3,200",7.74,STL @ CIN
2B,Yoan Moncada,"$3,200",7.74,CWS @ MIN
1B,Carlos Santana,"$4,100",7.72,PHI @ TB
OF,Brandon Nimmo,"$3,000",7.71,MIL @ NYM
OF,Odubel Herrera,"$3,600",7.49,PHI @ TB
OF,Cameron Maybin,"$2,900",7.48,PIT @ MIA
OF,Carlos Gomez,"$3,400",7.43,PHI @ TB
SS,Miguel Rojas,"$2,700",7.41,PIT @ MIA
OF,Harrison Bader,"$2,800",7.40,STL @ CIN
SS,Manny Machado,"$5,000",7.35,BAL @ BOS
3B,Yolmer Sanchez,"$3,100",7.31,CWS @ MIN
3B,Maikel Franco,"$3,900",7.31,PHI @ TB
2B/3B,Wilmer Flores,"$3,200",7.31,MIL @ NYM
1B,C.J. Cron,"$3,000",7.28,PHI @ TB
OF,Charlie Blackmon,"$5,200",7.27,COL @ WSH
OF,Jackie Bradley Jr.,"$3,400",7.27,BAL @ BOS
1B,Eric Thames,"$4,900",7.27,MIL @ NYM
3B,Todd Frazier,"$4,000",7.27,MIL @ NYM
2B/SS,Wilmer Difo,"$2,900",7.25,COL @ WSH
1B,Logan Morrison,"$3,000",7.25,CWS @ MIN
OF,Aaron Altherr,"$3,000",7.24,PHI @ TB
3B/SS,Greg Garcia,"$2,800",7.22,STL @ CIN
1B,Jose Abreu,"$4,300",7.14,CWS @ MIN
OF,J.B. Shuck,"$2,100",7.13,PIT @ MIA
2B/OF,Howie Kendrick,"$3,500",7.13,COL @ WSH
1B,Mitch Moreland,"$3,100",7.13,BAL @ BOS
3B,Colin Moran,"$3,300",7.10,PIT @ MIA
2B,Kolten Wong,"$2,800",7.08,STL @ CIN
2B,Starlin Castro,"$3,500",7.02,PIT @ MIA
3B/SS,Jose Reyes,"$2,800",7.02,MIL @ NYM
1B,Joe Mauer,"$3,600",6.97,CWS @ MIN
OF,Mallex Smith,"$3,000",6.93,PHI @ TB
OF,Michael A. Taylor,"$3,100",6.90,COL @ WSH
3B,Rafael Devers,"$3,900",6.89,BAL @ BOS
SS,Jose Peraza,"$2,900",6.82,STL @ CIN
OF,Avisail Garcia,"$3,300",6.79,CWS @ MIN
3B,Brian Anderson,"$3,400",6.79,PIT @ MIA
OF,Adam Duvall,"$3,100",6.77,STL @ CIN
3B,Matt Duffy,"$3,000",6.71,PHI @ TB
C,Francisco Cervelli,"$3,600",6.71,PIT @ MIA
C,Tucker Barnhart,"$2,800",6.65,STL @ CIN
OF,Craig Gentry,"$2,300",6.61,BAL @ BOS
1B/OF,Trey Mancini,"$3,500",6.50,BAL @ BOS
1B/3B,Matt Davidson,"$4,100",6.50,CWS @ MIN
OF,Nicky Delmonico,"$3,300",6.41,CWS @ MIN
OF,Domingo Santana,"$3,000",6.38,MIL @ NYM
2B,Jonathan Villar,"$3,000",6.27,MIL @ NYM
2B,DJ LeMahieu,"$4,300",6.26,COL @ WSH
SS,Amed Rosario,"$3,200",6.21,MIL @ NYM
OF,Max Kepler,"$3,500",6.18,CWS @ MIN
3B,Danny Valencia,"$2,700",6.17,BAL @ BOS
C,Chris Iannetta,"$3,500",6.15,COL @ WSH
OF,Lewis Brinson,"$2,800",6.14,PIT @ MIA
1B/2B,Sean Rodriguez,"$2,400",6.13,PIT @ MIA
OF,Phillip Ervin,"$2,700",6.12,STL @ CIN
3B,Travis Shaw,"$4,000",6.11,MIL @ NYM
OF,Lorenzo Cain,"$3,800",6.10,MIL @ NYM
OF,Carlos Gonzalez,"$3,900",6.07,COL @ WSH
C,Matt Wieters,"$2,800",6.05,COL @ WSH
2B,Joey Wendle,"$2,600",6.04,PHI @ TB
C,Christian Vazquez,"$3,300",6.02,BAL @ BOS
OF,Robbie Grossman,"$2,700",5.99,CWS @ MIN
C,Chad Wallach,"$2,100",5.97,PIT @ MIA
C,Andrew Knapp,"$2,900",5.88,PHI @ TB
3B,Tim Beckham,"$3,000",5.76,BAL @ BOS
OF,Adam Jones,"$3,900",5.75,BAL @ BOS
SS,Pedro Florimon,"$2,300",5.75,PHI @ TB
1B/C,Mitch Garver,"$2,800",5.69,CWS @ MIN
2B/SS,Daniel Robertson,"$2,800",5.60,PHI @ TB
OF,Gerardo Parra,"$2,900",5.54,COL @ WSH
3B/SS,Tzu-Wei Lin,"$2,800",5.51,BAL @ BOS
SS,Ehire Adrianza,"$2,500",5.44,CWS @ MIN
1B/OF,Ian Desmond,"$3,900",5.43,COL @ WSH
OF,Hernan Perez,"$2,900",5.42,MIL @ NYM
2B/OF,Brock Holt,"$3,100",5.39,BAL @ BOS
C,Jesus Sucre,"$2,400",5.37,PHI @ TB
C,Tomas Nido,"$2,500",5.37,MIL @ NYM
