P,Jon Lester,"$10,400",18.34,CHC @ NYM
P,Michael Wacha,"$9,700",16.68,PIT @ STL
P,Steven Matz,"$6,900",15.73,CHC @ NYM
P,Mike Clevinger,"$11,100",15.24,CLE @ MIN
P,Jakob Junis,"$9,000",14.93,OAK @ KC
P,Kyle Gibson,"$7,800",14.66,CLE @ MIN
P,Nick Kingham,"$8,200",14.55,PIT @ STL
P,Brent Suter,"$7,700",14.04,MIL @ CWS
P,Anibal Sanchez,"$5,500",14.03,WSH @ ATL
P,Michael Fulmer,"$7,200",13.59,TOR @ DET
P,Aaron Sanchez,"$8,000",12.45,TOR @ DET
P,Dylan Covey,"$4,600",11.42,MIL @ CWS
P,Alex Wood,"$7,300",11.31,LAD @ COL
OF/SS,Chris Taylor,"$4,400",10.48,LAD @ COL
3B,Nolan Arenado,"$5,400",10.05,LAD @ COL
OF,Christian Yelich,"$4,800",9.84,MIL @ CWS
3B,Justin Turner,"$4,500",9.81,LAD @ COL
SS,Trea Turner,"$4,800",9.66,WSH @ ATL
P,Daniel Gossett,"$5,100",9.55,OAK @ KC
C,Yasmani Grandal,"$4,500",9.52,LAD @ COL
OF,Matt Kemp,"$4,600",9.44,LAD @ COL
1B,Jesus Aguilar,"$4,400",9.41,MIL @ CWS
SS,Francisco Lindor,"$5,200",9.37,CLE @ MIN
SS,Trevor Story,"$4,600",9.29,LAD @ COL
OF,Charlie Blackmon,"$5,700",9.27,LAD @ COL
OF,Eddie Rosario,"$4,100",9.02,CLE @ MIN
1B,Freddie Freeman,"$5,400",9.02,WSH @ ATL
3B,Travis Shaw,"$4,700",9.02,MIL @ CWS
2B,Brian Dozier,"$3,900",8.93,CLE @ MIN
3B,Jose Ramirez,"$5,300",8.91,CLE @ MIN
OF,Ender Inciarte,"$4,100",8.89,WSH @ ATL
OF,Yasiel Puig,"$4,700",8.86,LAD @ COL
OF,Lorenzo Cain,"$4,500",8.85,MIL @ CWS
2B,Ozzie Albies,"$5,500",8.83,WSH @ ATL
OF,Tommy Pham,"$4,500",8.81,PIT @ STL
OF,Curtis Granderson,"$3,600",8.77,TOR @ DET
2B,DJ LeMahieu,"$4,500",8.71,LAD @ COL
OF,Nicholas Castellanos,"$4,400",8.66,TOR @ DET
1B/3B,Miguel Sano,"$4,000",8.64,CLE @ MIN
2B/SS,Javier Baez,"$4,900",8.62,CHC @ NYM
2B/OF,Whit Merrifield,"$4,400",8.57,OAK @ KC
1B,Edwin Encarnacion,"$4,800",8.53,CLE @ MIN
SS,Tim Anderson,"$4,200",8.52,MIL @ CWS
OF,Leonys Martin,"$3,900",8.51,TOR @ DET
1B,Jose Abreu,"$4,300",8.48,MIL @ CWS
OF,Starling Marte,"$4,300",8.45,PIT @ STL
OF,Joc Pederson,"$4,100",8.44,LAD @ COL
OF,Khris Davis,"$5,000",8.43,OAK @ KC
