mlb_id,Name,Team,Opponent,Position,Batting Order,Projection,Actual,Price,Value,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,PA,Singles,Doubles,Triples,HR,R,RBI,BB,SB,CS,AVG,OBP,SLG,OPS,wOBA,ISO,IP,Wins,QS,K,CG,CGSO,ERA,FIP
605164,Dylan Bundy,bal,cha,P,,18.7615,46.35,8100,2.3162345679012346,18.7615,10.3,19.3,27.55,31.55,38.0025,45.1,34.7158,21,36,49,54,62,70.01,20.1092,11,21,30,34,41,48,25.42,3.4974,1.0554,0.196,0.9068,2.9158,0,2.115,0,0,,,,,,,6.07193,0.4788,0.501,6.5646,0.0226,0.0162,3.9874965620486402,3.9811531111195286
592518,Manny Machado,bal,cha,SS,3,10.1582,11,5500,1.8469454545454547,10.1582,3,8,16,19,27,37,13.4809,3.2,9.4,21.7,25.7,37.4,50.9,8.6384,2,6,14,16,24,32,4.7358,0.6818,0.224,0.0078,0.2754,0.696,0.7682,0.505,0.0476,0.029,0.28103431975040183,0.35770091642383545,0.5329488512810815,0.890649767704917,0.3804183453693145,0.25191453153067966,0,0,0,0.6968,0,0,,
608337,Lucas Giolito,cha,bal,P,,12.0092,-17.52,5000,2.40184,12.0092,3.45,11.8,20.25,24.7,31.955,39.85,25.376,12,24,39,45,55,64,12.5686,3,12,22,27,35,42,25.4194,3.3284,1.0602,0.0812,1.1522,3.6684,0,3.4066,0,0,,,,,,,5.6564,0.2408,0.3662,5.2212,0.0168,0.011,5.391980765150979,5.7657263984159535
547989,Jose Abreu,cha,bal,1B,3,9.2172,0,4300,2.1435348837209305,9.2172,3,7,14,18,25,35,12.1068,3,9.2,18.7,24.7,34.4,47.4,7.7708,2,6,12,16,22,30,4.3364,0.665,0.2582,0.0212,0.235,0.6052,0.6592,0.4144,0.0108,0.0058,0.30071392146863846,0.3675398948436491,0.557113717491076,0.9246536123347251,0.39339470528549025,0.2563997960224375,0,0,0,0.801,0,0,,
660162,Yoan Moncada,cha,bal,2B,1,8.4106,0,4000,2.10265,8.4106,2,7,14,17,23,32,11.0878,3,9,18.4,22.2,31.1,43.4,7.1596,2,6,12,14,20,28,4.5476,0.5246,0.1508,0.0302,0.2004,0.5824,0.4638,0.5864,0.1144,0.0766,0.22871857013026356,0.3281731022957164,0.4338079369887913,0.7619810392845077,0.3321353681062539,0.20508936685852772,0,0,0,1.5396,0,0,,
594953,Daniel Palka,cha,bal,OF,4,8.2126,2,3800,2.1612105263157897,8.2126,2,5,14,17,24,33,10.8723,3,6.5,18.7,22.2,31.7,44.4,6.9636,2,4,12,14,20,28,4.25,0.5088,0.1532,0.0346,0.2408,0.508,0.6506,0.3686,0.0362,0.0306,0.24151079507394238,0.30729411764705883,0.4849281187200495,0.7922222363671083,0.3385375529411765,0.2434173236461071,0,0,0,1.272,0,0,,
476883,Pedro Alvarez,bal,cha,1B,6,8.972,14,3700,2.424864864864865,8.972,2,6,14,18,25,36,12.1139,3,9,18.7,25.2,34.71,50.103,7.7568,2,6,12,16,22,32,4.4116,0.4414,0.1706,0.0054,0.2898,0.6034,0.716,0.5754,0.0128,0.0078,0.2364840206454304,0.3360685465590716,0.5104009175746833,0.8464694641337549,0.3620924381176897,0.2739168969292529,0,0,0,1.15,0,0,,
641820,Trey Mancini,bal,cha,1B,1,9.6012,18,3700,2.594918918918919,9.6012,3,7,14,18,25,34,12.7318,3.5,9.2,18.7,24.9,33.9,46.103,8.1672,2,6,12,16,22,30,4.9686,0.736,0.2088,0.025,0.2126,0.7106,0.6778,0.5882,0.014,0.0092,0.26992968678659474,0.35635792778649916,0.47461419048488707,0.8309721182713863,0.35961486132914705,0.20468450369829233,0,0,0,1.1186,0,0,,
430945,Adam Jones,bal,cha,OF,2,9.2248,24,3600,2.562444444444444,9.2248,3,7,14,18,25,34,12.1596,3,9.2,18.7,24.9,34.1,46.9,7.7772,2,6,12,16,22,30,4.8576,0.7696,0.202,0.0104,0.2196,0.6914,0.711,0.371,0.016,0.0106,0.26781972986225655,0.32374011857707513,0.4643159630900905,0.7880560816671656,0.3395467308959157,0.19649623322783394,0,0,0,0.8586,0,0,,
570731,Jonathan Schoop,bal,cha,2B,4,9.0556,7,3600,2.5154444444444444,9.0556,3,7,14,18,24,34,11.9999,3,9.2,18.7,24.7,32.2,47.1,7.678,2,6,12,16,20,30,4.6284,0.6698,0.2146,0.0058,0.2326,0.622,0.717,0.4204,0.0164,0.0124,0.2668250950570342,0.33341975628726994,0.4864068441064639,0.8198266003937338,0.35229496154178547,0.21958174904942968,0,0,0,1.0264,0,0,,
