mlb_id,Name,Team,Opponent,Position,Batting Order,Projection,Actual,Price,Value,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,PA,Singles,Doubles,Triples,HR,R,RBI,BB,SB,CS,AVG,OBP,SLG,OPS,wOBA,ISO,IP,Wins,QS,K,CG,CGSO,ERA,FIP
605498,Andrew Suarez,sfn,chn,P,,16.15,17.3,8000,2.01875,16.15,8,16.25,24.55,28.3,35.05,41.5505,30.994,18,32,44,50,58,65,17.4614,8,18,27,31,38,44,25.7956,4.1036,1.3382,0.222,0.6606,2.9178,0,1.639,0,0,,,,,,,6.12107,0.3024,0.5096,5.6192,0.0206,0.0162,3.959895900553335,3.527262062025103
543294,Kyle Hendricks,chn,sfn,P,,19.5073,30.62,7300,2.6722328767123287,19.5073,11.1875,19.75,27.9,32.15,39.95,45.45,36.0544,23,38,49,54,61,69,20.8106,12,22,30,35,41,47,28.44,4.3124,1.3172,0.2296,0.6088,2.8694,0,1.9398,0,0,,,,,,,6.88453,0.4574,0.6384,6.006,0.1362,0.0614,3.44912434109518,3.40709695650974
595879,Javier Baez,chn,sfn,2B,3,8.8856,7,5500,1.6155636363636365,8.8856,3,7,13.25,17,25,33,11.4174,3,9,18.2,22.2,31.915,44.1,7.3324,2,6,12,14,20,28,4.5668,0.7604,0.2646,0.0654,0.1574,0.5658,0.6112,0.2086,0.0826,0.0446,0.28631086228259367,0.31891039677673644,0.4853838740764536,0.80429427085319,0.3432960059560305,0.19907301179385994,0,0,0,1.0922,0,0,,
519203,Anthony Rizzo,chn,sfn,1B,4,7.7272,0,4700,1.6440851063829787,7.7272,2,6,11,15,21,30,10.1767,3,6.7,15.2,19.2,28.4,40.9,6.522,2,4,10,12,18,26,4.4652,0.6822,0.2064,0.0216,0.1212,0.5402,0.5714,0.4428,0.031,0.0262,0.2564140811455847,0.33015318462778825,0.4088603818615752,0.7390135664893634,0.3235055092717012,0.15244630071599047,0,0,0,0.6356,0,0,,
474832,Brandon Belt,sfn,chn,1B,4,8.2268,8,4600,1.788434782608696,8.2268,3,7,12,16,22,32,10.8779,3,9,15.7,21.7,28.7,43.9,6.9808,2,6,10,14,18,28,4.2122,0.6058,0.2382,0.036,0.1544,0.5414,0.5968,0.502,0.0212,0.0154,0.278798986577543,0.36475001187028155,0.4872513611126084,0.8520013729828899,0.3675673994587151,0.20845237453506543,0,0,0,0.789,0,0,,
575929,Willson Contreras,chn,sfn,C,5,8.077,4,4300,1.878372093023256,8.077,3,6,12,16,22,31,10.5237,3,9,15.5,21.7,28.7,41.402,6.7548,2,6,10,14,18,26,4.3578,0.712,0.2444,0.0432,0.1268,0.523,0.5738,0.3914,0.0258,0.0234,0.2839854780153287,0.34829501124420575,0.46329164985881405,0.8115866611030198,0.350722336959016,0.17930617184348535,0,0,0,0.8378,0,0,,
543063,Brandon Crawford,sfn,chn,SS,5,7.1728,2,4200,1.7078095238095237,7.1728,2,5,10,14,20,28,9.3398,3,6.5,12.7,18.7,27.7,37.9,5.9892,2,4,8,12,18,24,4.1098,0.646,0.2288,0.0374,0.1008,0.443,0.5348,0.333,0.0324,0.0252,0.26821647955941536,0.32750985449413594,0.42866977335310325,0.7561796278472392,0.3280904666893767,0.1604532937936879,0,0,0,0.7164,0,0,,
450314,Ben Zobrist,chn,sfn,2B,6,6.9218,7,4100,1.6882439024390243,6.9218,2,5,10,13,19,26,9.013,3,6.2,12.5,18.2,25.605,35.002,5.7888,2,4,8,12,16,22,4.2542,0.6926,0.2008,0.0296,0.0752,0.437,0.4848,0.4288,0.03,0.018,0.2609400324149108,0.33543321893658035,0.3878810059078789,0.7233142248444593,0.31871806685158205,0.12694097349296807,0,0,0,0.572,0,0,,
457763,Buster Posey,sfn,chn,C,2,7.3168,0,4000,1.8292,7.3168,3,6,10,14,19,27,9.35256,3,6.5,12.7,18.4,25.4,37.4,6.0396,2,4,8,12,16,24,4.403,0.8264,0.2374,0.0086,0.0818,0.5598,0.3624,0.3782,0.0326,0.023,0.2867720135161996,0.3480354303883716,0.4110017889087657,0.7590372192971373,0.3326640472405179,0.12422977539256613,0,0,0,0.5118,0,0,,
546991,Albert Almora Jr.,chn,sfn,OF,1,8.1022,3,3900,2.0774871794871794,8.1022,3,7,12,15,21,29,10.147,3,9,15.2,18.9,27.7,38.2,6.5512,2,6,10,12,18,24,4.7824,0.949,0.3088,0.047,0.0794,0.5588,0.4168,0.194,0.0404,0.025,0.301673786069218,0.3300016728002676,0.4413738993984831,0.7713755721987507,0.3326212361993978,0.13970011332926507,0,0,0,0.7008,0,0,,
608365,Addison Russell,chn,sfn,SS,2,8.1006,7,3900,2.0770769230769233,8.1006,3,7,12,16,22,30,10.4455,3,9,15.4,19.5,28.6,40.6,6.7324,2,6,10,12,18,26,4.6702,0.7702,0.2616,0.0324,0.1144,0.638,0.4386,0.3558,0.0428,0.027,0.27317819395512705,0.32855123977559847,0.42837938067865755,0.7569306204542561,0.32850391846173616,0.1552011867235305,0,0,0,0.9186,0,0,,
457705,Andrew McCutchen,sfn,chn,OF,3,7.3002,5,3800,1.9211052631578946,7.3002,2,5,10,14,21,29,9.51722,3,6.5,12.7,18.7,27.9,38.202,6.1256,2,4,8,12,18,24,4.3122,0.6456,0.21,0.0284,0.109,0.5136,0.4522,0.4218,0.0442,0.03,0.2552436767427514,0.328092389035759,0.4078757968332305,0.7359681858689895,0.32192801818097494,0.1526321200904791,0,0,0,0.9046,0,0,,
