DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,@ PHI,W 7-6,4.2,7,5,5,3,0,6,3,12,99,21,36,-,-,2.43
Jul 12,@ SD,W 3-2,6.0,6,0,0,0,1,5,9,10,90,25,64,W(8-2),-,2.08
Jul 7,@ LAA,W 3-1,6.0,3,1,1,1,0,7,7,8,90,23,69,W(7-2),-,2.22
Jul 1,vs COL,W 6-4,6.0,9,4,4,1,1,7,13,6,92,27,-,-,-,2.27
Jun 26,vs CHC,L 9-4,5.0,7,1,1,1,1,4,11,6,86,22,52,-,-,1.98
Jun 20,@ CHC,L 4-0,6.0,8,3,3,1,0,7,7,11,84,25,51,L(6-2),-,1.99
Jun 15,vs SF,W 3-2,6.1,4,2,2,1,0,6,10,7,89,23,63,W(6-1),-,1.76
Jun 10,vs ATL,W 7-2,6.2,4,2,2,2,0,6,8,10,96,24,64,W(5-1),-,1.65
Jun 5,@ PIT,W 5-0,5.0,4,0,0,0,0,7,7,5,89,19,-,W(4-1),-,1.52
May 30,vs PHI,W 8-2,7.0,4,1,1,1,2,9,8,8,92,27,72,W(3-1),-,1.68
May 25,vs SD,W 4-1,6.2,6,1,0,0,0,10,12,3,105,25,70,W(2-1),-,1.74
May 19,@ WSH,W 4-1,6.0,4,1,1,0,0,9,6,7,96,22,69,W(1-1),-,2.08
May 12,vs CIN,L 5-3,5.1,6,2,2,0,0,7,8,7,79,22,55,-,-,2.20
May 6,@ SD,L 3-0,4.0,4,0,0,0,2,5,5,5,68,17,-,-,-,1.93
May 3,@ ARI,W 5-2,1.0,0,0,0,0,0,1,2,0,11,3,-,-,H(2),2.33
Apr 30,@ ARI,L 8-5,4.0,8,4,4,2,1,2,8,9,66,20,-,L(0-1),-,2.45
Apr 28,@ SF,W 15-6,1.0,0,0,0,0,0,1,1,1,16,3,-,-,-,0.63
Apr 23,vs MIA,W 2-1,2.0,0,0,0,0,1,3,1,2,31,7,-,-,H(1),0.68
Apr 17,@ SD,W 7-3,1.0,0,0,0,0,3,2,0,1,27,6,-,-,-,0.79
Apr 15,vs ARI,W 7-2,1.0,2,1,1,0,1,0,2,3,18,6,-,-,-,0.87
Apr 13,vs ARI,L 8-7,1.1,1,0,0,0,0,3,1,1,21,5,-,-,-,0.00
Apr 10,vs OAK,W 4-0,1.1,3,0,0,0,1,1,0,6,37,8,-,-,-,0.00
Apr 7,@ SF,L 7-5,1.2,1,0,0,0,0,4,2,0,32,6,-,-,-,0.00
Apr 4,@ ARI,L 3-0,2.0,1,0,0,0,0,2,3,1,22,6,-,-,-,0.00
Apr 2,@ ARI,L 8-7,1.0,1,0,0,0,0,0,1,3,9,4,-,-,-,0.00
Mar 31,vs SF,W 5-0,2.0,3,0,0,0,0,0,3,6,29,9,-,-,-,0.00
