DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 22,@ SEA,L 8-2,5.0,5,5,5,1,4,1,4,14,89,23,34,L(4-8),-,4.13
Jul 14,vs KC,L 5-0,7.2,9,5,5,2,0,7,5,19,108,31,48,L(4-7),-,3.91
Jul 6,@ HOU,L 11-4,4.2,6,3,3,0,5,2,8,8,97,24,-,L(4-6),-,3.77
Jul 1,@ TEX,W 10-5,6.1,7,2,2,0,3,6,10,10,114,29,54,W(4-5),-,3.68
Jun 26,vs MIN,W 8-4,6.1,6,4,4,2,1,4,3,17,98,25,-,W(3-5),-,3.73
Jun 20,@ CLE,L 12-0,4.1,6,5,4,1,4,6,5,8,97,23,35,L(2-5),-,3.59
Jun 15,vs DET,L 4-3,6.0,9,3,3,1,0,3,7,16,97,27,45,-,-,3.35
Jun 10,@ BOS,W 5-2,6.1,6,2,1,0,3,6,8,10,96,28,-,W(2-4),-,3.26
Jun 5,@ MIN,L 4-2,7.0,1,0,0,0,4,4,5,12,106,25,-,-,-,3.42
May 30,@ CLE,L 9-1,2.2,8,7,7,0,1,2,6,8,73,18,15,L(1-4),-,3.80
May 25,@ DET,L 5-4,7.0,5,2,2,0,3,3,10,9,96,25,59,-,-,2.93
May 20,vs TEX,W 3-0,8.0,2,0,0,0,2,8,10,9,107,29,84,W(1-3),-,2.98
May 15,@ PIT,L 7-0,2.0,7,6,6,1,2,0,6,7,61,16,-,L(0-3),-,3.50
May 9,vs PIT,L 6-5,7.1,3,2,2,2,2,6,4,15,100,27,68,-,-,2.44
May 3,vs MIN,W 6-5,6.2,6,5,4,1,2,0,6,20,83,28,-,-,-,2.43
Apr 27,@ KC,W 7-4,6.1,10,4,2,1,0,2,7,19,96,30,43,-,-,1.78
Apr 22,vs HOU,L 7-1,5.0,4,1,1,0,4,2,7,10,100,23,53,-,-,1.50
Apr 16,@ OAK,L 8-1,6.0,4,2,2,1,4,10,3,9,106,26,62,L(0-2),-,1.42
Apr 8,vs DET,L 1-0,7.0,2,1,0,0,5,5,5,12,91,27,71,L(0-1),-,0.69
Apr 2,@ TOR,L 4-2,6.0,2,1,1,1,2,6,6,7,100,21,68,-,-,1.50
