DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,@ DET,W 1-0,6.1,4,0,0,0,1,5,5,13,96,25,69,W(11-6),-,4.17
Jul 12,vs TOR,W 6-4,6.2,6,3,3,2,0,8,7,10,103,25,58,W(10-6),-,4.42
Jul 7,@ KC,W 15-4,4.2,6,4,4,1,1,9,3,8,102,24,44,-,-,4.44
Jul 1,@ NYY,L 11-1,3.1,9,8,8,5,0,3,8,8,71,19,13,L(9-6),-,4.28
Jun 26,vs LAA,W 9-1,6.0,5,1,1,1,2,7,8,8,99,25,63,W(9-5),-,3.66
Jun 20,@ MIN,L 4-1,6.0,7,3,3,2,1,3,7,14,100,25,48,L(8-5),-,3.81
Jun 14,@ SEA,W 2-1,7.0,5,1,1,0,0,7,6,11,106,25,-,W(8-4),-,3.76
Jun 9,vs CHW,W 4-2,6.0,5,2,2,0,3,6,9,6,86,24,57,W(7-4),-,4.00
Jun 2,@ HOU,W 5-4,6.0,5,3,3,1,1,7,6,10,109,24,56,W(6-4),-,4.08
May 28,vs TOR,W 8-3,5.0,4,2,2,0,4,4,2,13,95,23,51,W(5-4),-,4.04
May 23,@ TB,W 4-1,6.0,3,1,1,0,3,9,7,4,90,23,-,-,-,4.08
May 17,vs BAL,W 6-2,9.0,5,2,2,1,0,8,8,15,95,31,77,W(4-4),-,4.38
May 12,@ TOR,W 5-2,5.1,5,2,2,1,3,6,6,8,93,23,53,W(3-4),-,4.89
May 3,@ TEX,L 11-5,3.2,6,9,7,0,2,4,5,9,86,21,19,L(2-4),-,5.11
Apr 28,vs TB,L 12-6,5.2,8,6,5,2,4,5,7,11,85,27,32,L(2-3),-,3.78
Apr 22,@ OAK,L 4-1,7.2,9,4,4,1,1,6,12,12,96,31,50,L(2-2),-,2.93
Apr 17,@ LAA,W 10-1,5.0,3,1,1,0,4,6,7,5,78,22,-,W(2-1),-,2.25
Apr 11,vs NYY,L 10-7,1.0,3,4,4,1,2,1,2,3,35,8,30,L(1-1),-,2.40
Apr 5,vs TB,W 3-2,7.0,3,0,0,0,3,5,7,11,91,26,73,-,-,0.00
Mar 30,@ TB,W 1-0,7.0,4,0,0,0,0,5,7,12,76,24,74,W(1-0),-,0.00
