DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 22,@ KC,L 5-3,6.0,2,2,1,0,1,8,4,9,100,22,69,-,-,4.37
Jul 13,vs TB,W 11-8,4.1,8,6,5,1,1,3,6,12,77,23,27,-,-,4.54
Jul 8,vs BAL,W 10-1,6.0,5,0,0,0,1,5,9,8,101,23,-,W(4-6),-,4.28
Jul 3,@ MIL,L 2-0,5.0,4,2,2,1,4,9,0,10,109,23,56,L(3-6),-,4.57
Jun 28,@ CHW,W 2-1,6.0,3,0,0,0,3,8,5,7,112,23,71,-,-,4.62
Jun 23,vs TEX,L 9-6,1.2,6,6,6,0,1,3,3,5,60,13,21,L(3-5),-,4.97
Jun 17,@ CLE,L 4-1,5.0,6,4,4,0,4,5,6,9,106,24,40,L(3-4),-,4.38
Jun 12,@ DET,W 6-4,5.0,4,2,2,0,4,4,3,12,102,24,51,-,-,4.19
Jun 6,vs CHW,L 5-2,5.0,6,3,3,0,1,7,6,7,99,21,49,L(3-3),-,4.24
May 31,vs CLE,L 9-8,3.2,7,8,7,2,2,3,2,14,92,23,18,-,-,4.14
May 26,@ SEA,L 4-3,5.1,7,3,3,2,1,3,4,14,89,22,46,-,-,3.34
May 20,vs MIL,W 3-1,5.2,5,1,1,1,2,10,0,11,108,23,63,-,-,3.17
May 14,vs SEA,L 1-0,6.0,4,0,0,0,1,7,7,8,97,24,-,-,-,3.35
May 8,@ STL,W 7-1,5.0,2,1,1,1,2,3,4,9,93,18,60,W(3-2),-,3.83
May 3,@ CHW,L 6-5,5.1,6,5,3,1,2,8,4,9,106,23,-,-,-,4.10
Apr 28,vs CIN,W 3-1,6.0,5,1,1,1,2,3,4,16,91,25,59,W(2-2),-,3.94
Apr 23,@ NYY,L 14-1,4.2,5,5,5,2,3,5,3,11,106,22,36,L(1-2),-,4.50
Apr 17,vs CLE,L 6-1,5.0,6,4,4,3,1,6,4,11,97,22,44,L(1-1),-,3.38
Apr 10,vs HOU,W 4-1,6.0,5,1,1,0,5,4,6,10,99,25,57,W(1-0),-,2.20
Apr 4,@ PIT,W 7-3,4.1,5,3,3,1,3,2,6,10,87,21,40,-,-,2.61
Mar 29,@ BAL,L 3-2,6.0,2,0,0,0,2,7,5,8,93,22,73,-,-,0.00
