DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,vs CHW,L 5-3,5.0,4,4,4,1,3,2,6,9,71,20,42,L(5-7),-,3.80
Jul 11,vs SEA,L 3-0,5.0,5,3,3,1,0,5,5,9,78,21,50,L(5-6),-,3.55
Jul 5,@ SEA,L 4-1,5.1,5,2,2,0,3,1,10,8,87,22,48,L(5-5),-,3.39
Jun 28,@ BOS,L 4-2,5.1,4,2,2,1,2,4,6,9,98,21,54,L(5-4),-,3.40
Jun 23,vs TOR,L 4-1,5.0,4,1,1,1,4,5,4,8,93,21,56,-,-,3.40
Jun 18,vs ARI,L 7-4,4.0,6,6,6,2,1,5,5,8,77,19,30,L(5-3),-,3.57
Jun 12,@ SEA,L 6-3,5.0,8,3,2,2,0,2,6,13,82,22,43,L(5-2),-,2.61
Jun 1,vs TEX,W 6-0,6.0,4,0,0,0,1,6,7,9,89,23,69,W(5-1),-,2.48
May 26,@ NYY,W 11-4,5.0,6,4,4,3,1,4,5,11,89,21,42,W(4-1),-,2.97
May 15,vs HOU,L 5-3,7.0,4,1,1,0,0,7,7,10,96,25,72,-,-,2.13
May 9,@ COL,W 8-0,5.1,5,0,0,0,1,7,4,9,89,22,64,W(3-1),-,2.45
May 3,vs BAL,W 12-3,6.0,4,2,2,0,2,2,13,7,85,24,-,W(2-1),-,3.46
Apr 22,vs SF,L 4-2,2.0,5,2,2,0,1,1,3,7,77,12,38,L(1-1),-,3.86
Apr 11,@ TEX,W 7-2,5.0,1,1,1,1,3,3,3,10,71,20,61,W(1-0),-,1.80
