DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs SF,L 4-3,0.1,1,0,0,0,0,0,1,1,7,2,-,-,-,2.41
Jul 22,vs CHW,W 8-2,0.1,0,0,0,0,0,0,0,1,4,1,-,-,H(16),2.43
Jul 21,vs CHW,L 5-0,1.0,0,0,0,0,0,2,1,0,12,3,-,-,-,2.45
Jul 13,@ COL,L 10-7,0.2,4,3,3,0,0,1,4,1,15,6,-,-,-,2.53
Jul 8,vs COL,W 6-4,1.0,0,0,0,0,0,0,3,0,15,3,-,-,H(15),1.72
Jul 5,vs LAA,W 4-1,1.0,0,0,0,0,1,0,1,2,19,4,-,-,H(14),1.78
Jun 30,vs KC,W 6-4,1.0,1,0,0,0,0,1,3,0,9,4,-,-,H(13),1.84
Jun 28,@ BAL,W 4-2,1.0,0,0,0,0,1,1,1,1,23,4,-,W(2-1),-,1.91
Jun 27,@ BAL,W 8-7,0.1,0,0,0,0,0,0,0,1,1,1,-,-,H(12),1.98
Jun 25,@ BAL,W 5-3,1.0,0,0,0,0,0,0,2,1,7,3,-,-,H(11),2.00
Jun 22,@ BOS,L 14-10,1.0,0,1,1,0,1,0,0,3,22,4,-,-,-,2.08
Jun 20,@ NYY,L 7-5,0.2,2,1,1,0,0,1,0,3,17,4,-,-,H(10),1.80
Jun 14,vs BOS,L 2-1,1.0,1,0,0,0,1,0,1,3,18,5,-,-,-,1.48
Jun 12,vs LAA,W 6-3,0.1,0,0,0,0,0,0,1,0,1,1,-,-,H(9),1.54
Jun 11,vs LAA,W 5-3,1.0,1,0,0,0,0,2,0,2,15,4,-,-,H(8),1.57
Jun 10,@ TB,W 5-4,0.1,1,1,1,0,0,1,1,0,11,2,-,-,H(7),1.64
Jun 6,@ HOU,L 7-5,1.0,1,0,0,0,0,0,2,1,10,3,-,-,-,1.25
Jun 2,vs TB,W 3-1,0.1,0,0,0,0,0,0,1,0,1,1,-,-,H(6),1.31
May 31,vs TEX,W 6-1,1.0,2,0,0,0,0,1,1,2,20,4,-,-,-,1.33
May 29,vs TEX,L 9-5,0.1,1,0,0,0,0,1,0,1,5,2,-,-,BlSv(2),1.40
May 28,vs TEX,W 2-1,0.1,0,0,0,0,0,0,0,1,2,1,-,-,H(5),1.42
May 26,vs MIN,W 4-3,0.1,2,0,0,0,0,0,1,1,11,2,-,-,BlSv(1),1.45
May 22,@ OAK,W 3-2,1.0,1,0,0,0,0,1,1,2,16,4,-,-,-,1.47
May 20,vs DET,W 3-2,1.0,0,0,0,0,0,1,0,2,18,3,-,-,-,1.56
May 16,vs TEX,L 5-1,0.1,2,1,1,0,0,1,1,1,6,3,-,L(1-1),-,1.65
May 15,vs TEX,W 9-8,0.2,0,0,0,0,0,1,1,0,8,2,-,-,-,1.13
May 14,@ MIN,W 1-0,1.0,1,0,0,0,0,0,2,2,14,4,-,W(1-0),-,1.17
May 12,@ DET,W 9-5,1.0,0,0,0,0,0,0,2,1,17,3,-,-,H(4),1.26
May 10,@ TOR,W 9-3,1.0,0,0,0,0,0,1,1,0,9,2,-,-,-,1.35
May 6,vs LAA,L 8-2,1.0,1,0,0,0,0,1,1,2,24,5,-,-,-,1.46
May 3,vs OAK,W 4-1,0.2,0,0,0,0,0,0,1,1,9,2,-,-,H(3),1.59
Apr 29,@ CLE,W 10-4,0.2,1,0,0,0,0,1,1,1,15,3,-,-,H(2),1.69
Apr 28,@ CLE,W 12-4,1.0,0,0,0,0,0,2,0,1,11,3,-,-,-,1.80
Apr 25,@ CHW,W 4-3,1.0,0,0,0,0,0,1,1,1,10,3,-,-,H(1),2.00
Apr 22,@ TEX,L 7-4,2.2,1,0,0,0,0,2,4,3,30,10,-,-,-,2.25
Apr 18,vs HOU,L 7-1,1.2,1,0,0,0,0,2,1,3,21,6,-,-,-,3.38
Apr 15,vs OAK,L 2-1,0.2,0,0,0,0,0,0,1,0,3,2,-,-,-,4.91
Apr 10,@ KC,W 8-3,1.0,0,0,0,0,0,1,1,1,11,4,-,-,-,6.00
Apr 7,@ MIN,W 11-4,1.0,2,1,1,0,0,2,3,0,24,5,-,-,-,9.00
Apr 4,@ SF,L 10-1,1.0,3,1,1,1,1,2,0,4,30,7,-,-,-,9.00
