DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jun 5,vs ATL,L 14-1,2.2,5,5,5,1,2,1,6,7,67,17,-,-,-,7.08
Jun 1,vs CIN,L 7-2,4.0,3,2,1,0,2,2,6,6,51,16,-,-,-,6.50
May 28,vs MIA,L 7-2,1.0,4,2,2,0,0,1,0,6,30,7,-,-,-,6.91
May 21,@ WSH,L 10-2,3.0,7,4,4,2,2,1,6,8,62,17,-,-,-,6.64
May 11,vs STL,L 9-5,5.2,6,3,3,1,3,2,9,12,80,26,-,-,-,6.21
May 5,vs LAD,W 7-4,2.1,5,3,3,1,3,2,4,5,55,14,34,-,-,6.47
Apr 29,vs NYM,L 14-2,4.2,5,4,4,0,4,5,7,7,93,23,39,L(0-3),-,6.07
Apr 23,@ COL,W 13-5,5.1,8,5,5,2,2,2,12,8,91,24,32,-,-,5.76
Apr 17,vs LAD,L 7-3,6.0,5,3,3,1,3,4,9,10,86,27,51,-,-,5.03
Apr 12,vs SF,L 7-0,3.0,4,3,3,0,5,2,4,6,61,17,36,L(0-2),-,5.27
Apr 7,@ HOU,L 1-0,5.2,3,0,0,0,6,1,11,6,94,24,58,-,-,4.22
Apr 2,vs COL,L 7-4,5.0,8,5,5,1,3,0,11,11,94,25,28,L(0-1),-,9.00
