DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,vs PIT,L 6-2,4.1,6,3,3,2,2,6,3,9,64,20,43,L(4-3),-,5.40
Jul 15,@ STL,L 6-4,3.1,5,6,6,2,1,3,4,8,57,17,28,L(4-2),-,5.32
Jul 9,@ CLE,W 7-5,7.0,5,1,1,1,2,3,7,15,98,27,64,W(4-1),-,4.43
Jul 3,vs CHW,L 12-8,5.1,6,5,5,3,1,5,9,8,82,23,40,-,-,5.08
Jun 28,vs MIL,L 6-4,6.1,5,4,4,1,1,6,10,9,88,26,-,-,-,4.45
Jun 23,vs CHC,W 11-2,6.1,3,2,2,2,4,3,10,9,97,26,58,W(3-1),-,4.09
Jun 17,@ PIT,W 8-6,5.2,3,2,2,2,1,4,4,12,81,21,58,W(2-1),-,4.60
Jun 10,vs STL,W 6-3,5.0,10,3,2,0,2,6,5,12,85,25,41,W(1-1),-,5.40
Jun 5,vs COL,L 9-6,5.0,6,4,4,1,1,5,7,7,91,20,43,L(0-1),-,7.20
