DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs DET,W 5-4,1.0,1,1,1,0,0,1,1,2,21,4,-,-,Sv(5),3.65
Jul 22,vs MIN,W 5-3,1.0,0,0,0,0,1,1,0,2,16,4,-,-,Sv(4),3.18
Jul 21,vs MIN,W 4-2,1.0,0,0,0,0,0,1,2,0,11,3,-,-,Sv(3),3.48
Jul 20,vs MIN,W 6-5,0.2,2,3,3,0,2,0,2,2,35,6,-,-,-,3.86
Jul 14,@ CHW,W 5-0,1.0,0,0,0,0,0,2,1,0,18,3,-,-,-,1.04
Jul 8,vs BOS,L 7-4,1.0,0,0,0,0,2,1,1,0,17,4,-,-,-,1.17
Jul 4,vs CLE,L 3-2,1.0,2,0,0,0,0,0,2,3,15,5,-,-,-,1.35
Jul 3,vs CLE,L 6-4,1.0,1,0,0,0,0,1,2,1,16,4,-,-,-,1.59
Jun 27,@ MIL,W 5-4,1.0,1,0,0,0,0,1,2,0,9,3,-,-,Sv(2),1.93
Jun 25,vs LAA,W 2-0,1.0,1,0,0,0,0,2,0,2,19,4,-,-,Sv(1),2.45
Jun 23,@ HOU,L 4-3,1.0,0,0,0,0,1,0,1,2,21,4,-,-,H(1),3.38
Jun 20,vs TEX,L 3-2,0.1,0,0,0,0,0,1,0,0,4,1,-,-,-,5.40
Jun 18,vs TEX,L 6-3,1.1,1,1,1,0,3,2,2,1,32,8,-,-,-,6.75
