DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 25,@ SEA,L 3-2,0.1,0,1,1,0,1,0,1,0,7,2,-,L(3-4),-,2.17
Jul 24,@ SEA,W 4-3,1.0,0,0,0,0,0,0,3,0,11,3,-,W(3-3),-,1.99
Jul 21,@ OAK,L 4-3,0.0,2,0,0,0,0,0,1,1,9,2,-,-,-,2.03
Jul 20,@ OAK,W 5-1,1.0,0,0,0,0,0,1,1,1,7,3,-,-,-,2.03
Jul 14,vs OAK,L 4-3,0.1,3,2,2,1,1,1,1,2,24,5,-,L(2-3),BlSv(3),2.08
Jul 11,vs CHC,W 5-4,1.0,2,1,1,1,0,2,1,2,22,5,-,-,BlSv(2),1.67
Jul 9,vs CHC,W 2-1,1.0,0,0,0,0,0,0,3,0,8,3,-,-,-,1.50
Jul 8,vs STL,W 13-8,0.2,0,0,0,0,0,1,0,1,10,2,-,-,H(22),1.54
Jul 6,vs STL,W 3-2,1.0,0,0,0,0,0,0,1,2,10,3,-,-,H(21),1.56
Jul 4,@ COL,L 1-0,1.0,2,0,0,0,1,0,2,3,22,6,-,-,-,1.60
Jul 1,@ ARI,W 9-6,1.0,0,0,0,0,0,1,1,1,7,3,-,-,H(20),1.64
Jun 29,@ ARI,W 2-1,1.0,0,0,0,0,0,0,2,1,14,3,-,-,H(19),1.69
Jun 26,vs COL,W 3-2,0.1,0,0,0,0,0,0,1,0,2,1,-,W(2-2),-,1.73
Jun 23,vs SD,W 5-3,1.1,0,0,0,0,1,0,2,1,18,4,-,-,H(18),1.75
Jun 20,vs MIA,W 6-5,1.0,2,0,0,0,0,0,1,4,12,5,-,-,H(17),1.82
Jun 18,vs MIA,L 5-4,0.2,0,0,0,0,0,1,1,0,5,2,-,-,-,1.87
Jun 17,@ LAD,W 4-1,0.2,0,0,0,0,0,1,1,0,8,2,-,-,H(16),1.91
Jun 14,@ MIA,W 6-3,1.1,0,0,0,0,0,1,2,1,16,4,-,-,H(15),1.95
Jun 13,@ MIA,L 5-4,1.0,0,0,0,0,1,3,0,0,17,4,-,-,H(14),2.03
Jun 10,@ WSH,W 2-0,1.0,0,0,0,0,0,1,1,1,11,3,-,-,H(13),2.10
Jun 8,@ WSH,W 9-5,1.0,1,0,0,0,0,2,1,1,10,4,-,-,-,2.17
Jun 6,vs ARI,W 5-4,1.0,0,0,0,0,0,2,1,0,16,3,-,-,-,2.25
Jun 2,vs PHI,W 2-0,1.0,0,0,0,0,0,0,0,3,6,3,-,-,H(12),2.33
Jun 1,vs PHI,W 4-0,1.0,0,0,0,0,0,2,1,0,15,3,-,-,H(11),2.42
May 30,@ COL,W 7-4,1.0,0,0,0,0,0,2,1,0,12,3,-,-,H(10),2.52
May 28,@ COL,L 6-5,2.0,3,1,1,0,0,1,2,5,35,8,-,-,BlSv(1),2.63
May 26,@ CHC,W 5-4,1.0,2,1,1,0,0,0,1,3,11,4,-,-,H(9),2.45
May 20,vs COL,W 9-5,1.0,2,0,0,0,0,2,0,3,17,5,-,-,-,2.14
May 19,vs COL,W 9-4,1.0,0,0,0,0,0,0,1,2,9,3,-,-,-,2.25
May 17,vs COL,L 5-3,1.0,2,0,0,0,0,1,4,0,14,5,-,-,-,2.37
May 15,vs CIN,W 5-3,1.0,1,0,0,0,0,2,0,2,13,4,-,-,H(8),2.50
May 12,@ PIT,L 6-5,1.0,2,1,1,0,1,2,2,1,17,7,-,L(1-2),-,2.65
May 11,@ PIT,L 11-2,0.1,2,3,3,1,1,0,1,2,23,4,-,-,-,2.25
May 6,@ ATL,W 4-3,1.0,0,0,0,0,0,0,1,2,6,3,-,-,H(7),0.57
May 4,@ ATL,W 9-4,1.0,1,0,0,0,0,2,1,1,15,4,-,-,-,0.61
May 1,vs SD,L 3-2,1.0,0,0,0,0,0,1,2,0,11,3,-,-,-,0.66
Apr 29,vs LAD,W 4-2,1.0,1,0,0,0,0,0,2,1,10,3,-,-,H(6),0.71
Apr 27,vs LAD,W 6-4,1.0,2,0,0,0,0,0,2,3,24,5,-,-,H(5),0.77
Apr 23,vs WSH,W 4-2,1.0,1,0,0,0,0,1,0,3,18,4,-,-,H(4),0.84
Apr 22,@ LAA,W 4-2,1.0,0,0,0,0,0,2,1,0,17,3,-,-,H(3),0.93
Apr 18,@ ARI,W 4-3,1.0,1,0,0,0,0,0,2,1,11,3,-,-,H(2),1.04
Apr 17,@ ARI,L 1-0,1.0,1,1,1,0,1,1,3,0,14,5,-,L(1-1),-,1.17
Apr 14,@ SD,L 5-4,1.0,2,0,0,0,0,2,2,1,13,5,-,-,-,0.00
Apr 10,vs ARI,W 5-4,1.0,0,0,0,0,0,1,1,1,17,3,-,-,-,0.00
Apr 7,vs LAD,W 7-5,1.2,2,0,0,0,1,1,1,5,25,8,-,-,-,0.00
Apr 4,vs SEA,W 10-1,1.0,0,0,0,0,0,1,2,0,12,3,-,-,-,0.00
Mar 30,@ LAD,W 1-0,1.0,0,0,0,0,0,2,1,0,12,3,-,W(1-0),-,0.00
Mar 29,@ LAD,W 1-0,1.0,0,0,0,0,1,3,0,0,17,4,-,-,H(1),0.00
