DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,vs HOU,L 7-0,5.0,2,2,1,0,4,5,6,7,75,22,58,L(3-5),-,4.58
Jun 10,@ MIN,L 7-5,4.1,4,5,5,1,3,2,3,11,66,19,34,L(3-4),-,4.83
Jun 4,vs KC,W 9-6,4.2,9,5,5,0,1,5,8,10,91,24,30,-,-,4.35
May 29,@ DET,W 9-2,5.1,7,2,2,2,0,5,6,11,99,22,51,W(3-3),-,3.80
May 24,@ TOR,W 8-1,7.1,4,1,1,1,1,6,6,12,92,25,71,W(2-3),-,3.86
May 18,vs TB,L 8-3,2.2,6,4,4,2,3,4,3,7,72,17,31,L(1-3),-,4.45
May 12,vs MIN,L 5-3,6.0,5,3,3,0,3,2,6,13,87,24,49,-,-,3.64
May 1,vs BAL,W 3-2,6.1,1,0,0,0,2,5,7,8,88,22,-,-,-,3.42
Apr 25,@ HOU,L 5-2,5.1,4,4,4,1,3,6,3,10,91,23,47,L(1-2),-,4.67
Apr 19,vs BOS,L 8-2,5.1,7,5,5,2,2,3,8,9,89,22,35,L(1-1),-,3.75
Apr 12,@ KC,W 7-1,6.2,6,0,0,0,2,6,7,11,88,26,66,W(1-0),-,0.00
