DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,@ WSH,W 8-5,6.0,6,3,3,2,3,8,6,10,112,27,53,W(5-2),-,2.76
Jul 13,vs ARI,L 2-1,6.0,5,1,1,0,0,6,6,10,86,22,64,-,-,2.60
Jul 7,@ MIL,W 5-1,6.2,2,1,1,0,1,8,7,7,82,24,73,W(4-2),-,2.72
Jul 2,@ NYY,W 5-3,6.0,6,3,3,1,2,4,8,12,98,26,50,-,-,2.89
Jun 26,vs CIN,L 5-3,4.2,5,2,2,0,1,5,3,11,73,20,50,L(3-2),-,2.68
Jun 20,@ TOR,L 5-4,5.0,5,4,4,1,4,7,4,8,97,23,44,L(3-1),-,2.55
Jun 14,vs SD,W 4-2,7.0,4,0,0,0,0,6,8,11,85,25,75,W(3-0),-,1.93
Jun 9,@ LAD,W 5-3,5.1,3,2,2,1,2,5,5,8,81,20,57,W(2-0),-,2.37
Jun 3,vs WSH,W 4-2,7.0,2,2,0,1,1,5,11,8,94,25,73,-,-,2.16
May 29,vs NYM,W 7-6,4.0,5,4,4,2,2,2,8,6,64,19,-,-,-,3.00
Apr 13,@ CHC,W 4-0,6.0,3,0,0,0,1,6,7,7,94,22,71,W(1-0),-,1.29
Apr 7,@ COL,L 3-2,5.0,7,2,2,1,2,6,8,7,90,23,49,-,-,2.25
Apr 2,vs WSH,L 8-1,3.0,1,0,0,0,3,2,2,6,58,13,-,-,-,0.00
