DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,vs CHW,W 3-1,7.1,4,1,1,0,1,10,4,11,84,26,75,W(6-1),-,3.44
Jul 14,@ COL,L 4-1,4.1,6,4,4,1,2,3,4,10,87,20,36,L(5-1),-,3.63
Jul 8,vs COL,W 6-4,6.0,5,4,4,3,0,3,7,13,80,23,49,W(5-0),-,3.39
Jul 3,vs LAA,W 4-1,7.0,3,1,1,1,1,4,12,8,95,25,-,W(4-0),-,3.19
Jun 27,@ BAL,W 8-7,5.2,7,4,3,1,0,2,11,11,66,24,43,-,-,3.38
Jun 22,@ BOS,L 14-10,4.2,11,6,6,0,1,2,5,17,76,25,-,-,-,3.26
Jun 16,vs BOS,W 1-0,7.2,2,0,0,0,0,9,9,6,98,24,-,W(3-0),-,2.63
Jun 11,vs LAA,W 5-3,5.0,4,2,2,2,2,5,4,10,92,21,54,W(2-0),-,3.00
Jun 6,@ HOU,L 7-5,4.0,7,3,3,1,3,3,3,11,83,20,36,-,-,2.94
May 31,vs TEX,W 6-1,5.0,4,1,1,1,2,4,4,11,84,21,57,W(1-0),-,2.60
May 26,vs MIN,W 4-3,6.0,4,2,2,0,2,4,8,10,77,24,58,-,-,2.70
May 20,vs DET,W 3-2,5.1,7,2,2,1,1,5,7,11,78,24,-,-,-,2.65
May 14,@ MIN,W 1-0,6.0,3,0,0,0,0,4,4,13,90,21,-,-,-,2.51
May 9,@ TOR,L 5-2,5.0,4,1,1,1,0,3,7,8,58,18,58,-,-,3.18
May 3,vs OAK,W 4-1,4.0,3,0,0,0,1,3,4,7,70,15,58,-,-,3.57
Apr 27,@ CLE,L 6-5,2.0,2,0,0,0,0,2,2,4,26,8,-,-,-,4.61
Apr 23,@ CHW,L 10-4,4.2,6,2,2,1,0,6,6,8,71,20,-,-,-,5.40
Apr 19,vs HOU,L 9-2,2.0,5,4,4,1,2,2,2,6,46,12,-,-,-,6.43
Apr 17,vs HOU,L 4-1,2.0,0,0,0,0,0,1,1,4,23,7,-,-,-,1.80
Apr 4,@ SF,L 10-1,3.0,3,1,1,0,1,1,5,6,43,13,-,-,-,3.00
