DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 25,vs MIN,L 12-6,1.0,1,0,0,0,1,1,0,2,22,5,-,-,-,3.54
Jul 22,vs BAL,W 5-4,1.0,0,0,0,0,0,1,0,2,12,4,-,-,Sv(7),3.61
Jul 20,vs BAL,W 8-7,0.2,3,3,3,2,0,1,0,4,22,5,-,-,BlSv(6),3.69
Jul 14,@ BOS,L 6-2,1.0,2,1,1,0,0,1,1,3,26,5,-,-,BlSv(5),3.15
Jul 13,@ BOS,W 13-7,1.0,1,0,0,0,0,2,1,1,10,4,-,-,-,3.02
Jul 10,@ ATL,W 6-2,1.0,0,0,0,0,0,2,0,1,16,3,-,-,-,3.09
Jul 8,vs NYY,L 2-1,1.0,1,1,1,0,0,2,1,1,20,5,-,L(4-3),-,3.16
Jul 6,vs NYY,W 6-2,1.0,0,0,0,0,0,0,1,2,16,3,-,-,-,3.02
Jul 3,vs NYM,W 8-6,0.1,0,0,0,0,0,0,1,0,3,1,-,-,Sv(6),3.10
Jul 2,vs DET,L 3-2,1.0,1,0,0,0,0,1,1,1,22,3,-,-,-,3.12
Jun 29,vs DET,W 3-2,1.0,1,0,0,0,0,2,1,1,17,4,-,-,Sv(5),3.20
Jun 27,@ HOU,L 7-6,1.0,1,1,1,1,0,3,0,1,20,4,-,-,H(8),3.29
Jun 24,@ LAA,W 7-6,1.0,1,0,0,0,0,0,1,3,13,4,-,-,Sv(4),3.13
Jun 23,@ LAA,W 4-1,1.1,1,0,0,0,0,0,1,3,12,4,-,-,H(7),3.22
Jun 22,@ LAA,L 2-1,1.0,0,0,0,0,0,0,2,1,5,3,-,-,-,3.34
Jun 17,vs WSH,W 8-6,0.2,2,1,1,0,0,2,1,1,25,4,-,-,BlSv(4),3.44
Jun 16,vs WSH,W 2-0,1.0,0,0,0,0,0,1,0,2,14,3,-,-,Sv(3),3.24
Jun 12,@ TB,L 4-1,1.0,0,0,0,0,0,0,0,3,7,3,-,-,-,3.34
Jun 9,vs BAL,W 4-3,0.2,0,0,0,0,1,2,0,0,16,3,-,-,BlSv(3),3.45
Jun 7,vs BAL,W 5-4,1.0,1,1,1,1,0,3,0,1,15,4,-,-,-,3.52
Jun 6,vs NYY,L 3-0,0.2,1,0,0,0,0,1,0,2,7,3,-,-,-,3.34
Jun 3,@ DET,W 8-4,1.0,1,0,0,0,0,2,0,2,18,4,-,-,-,3.41
Jun 1,@ DET,L 5-2,1.0,1,1,1,1,0,1,1,2,15,4,-,-,-,3.54
May 29,@ BOS,L 8-3,1.0,1,0,0,0,0,0,1,3,10,4,-,-,-,3.33
May 25,@ PHI,W 6-5,1.0,2,1,1,0,0,1,0,4,15,5,-,-,H(6),3.46
May 23,vs LAA,L 5-4,0.1,2,4,4,0,3,0,1,2,28,6,-,L(4-2),BlSv(2),3.24
May 22,vs LAA,W 5-3,1.0,0,0,0,0,0,1,0,2,10,3,-,-,Sv(2),1.82
May 19,vs OAK,L 5-4,0.2,2,2,2,1,1,1,0,3,21,5,-,L(4-1),BlSv(1),1.90
May 17,vs OAK,L 10-5,1.0,1,0,0,0,1,2,1,1,23,5,-,-,-,1.17
May 13,vs BOS,L 5-3,1.2,2,0,0,0,1,0,2,4,28,7,-,-,-,1.23
May 11,vs BOS,W 5-3,1.0,0,0,0,0,0,2,0,1,12,3,-,-,-,1.33
May 9,vs SEA,W 5-2,1.0,1,0,0,0,0,2,0,2,20,4,-,-,Sv(1),1.40
May 6,@ TB,W 2-1,1.0,1,0,0,0,0,2,1,1,12,4,-,-,H(5),1.47
May 5,@ TB,L 5-3,1.0,1,1,0,0,0,1,1,3,14,5,-,-,-,1.56
May 3,@ CLE,W 13-11,1.0,1,0,0,0,1,2,0,2,23,5,-,-,H(4),1.65
May 1,@ MIN,W 7-4,1.0,0,0,0,0,0,0,2,1,9,3,-,W(4-0),-,1.76
Apr 30,@ MIN,W 7-5,1.0,0,0,0,0,0,3,0,0,20,3,-,-,H(3),1.88
Apr 27,vs TEX,L 6-4,0.2,0,0,0,0,1,0,0,2,16,3,-,-,-,2.03
Apr 25,vs BOS,L 4-3,1.0,0,0,0,0,1,1,1,1,16,4,-,-,-,2.13
Apr 24,vs BOS,W 4-3,1.0,0,0,0,0,1,0,1,1,15,3,-,W(3-0),-,2.31
Apr 21,@ NYY,L 9-1,1.0,1,0,0,0,2,2,0,2,27,6,-,-,-,2.53
Apr 19,@ NYY,L 4-3,1.0,1,1,1,1,1,0,0,3,26,4,-,-,-,2.79
Apr 17,vs KC,W 5-4,1.0,1,0,0,0,0,0,2,2,16,4,-,W(2-0),-,2.08
Apr 13,@ CLE,W 8-4,1.0,0,0,0,0,0,1,1,1,10,3,-,-,H(2),2.35
Apr 11,@ BAL,L 5-3,1.0,0,0,0,0,0,1,0,2,11,3,-,-,-,2.70
Apr 8,@ TEX,W 7-4,0.2,0,0,0,0,1,1,0,1,15,3,-,-,-,3.18
Apr 7,@ TEX,L 5-1,1.0,0,0,0,0,0,0,0,3,10,3,-,-,-,3.60
Apr 3,vs CHW,W 14-5,1.0,1,1,1,1,0,2,0,2,17,4,-,-,H(1),4.50
Apr 1,vs NYY,W 7-4,1.0,0,0,0,0,1,1,1,1,18,4,-,W(1-0),-,3.00
Mar 30,vs NYY,L 4-2,1.0,0,0,0,0,0,2,0,1,12,3,-,-,-,4.50
Mar 29,vs NYY,L 6-1,1.0,1,1,1,1,0,1,0,3,21,4,-,-,-,9.00
