DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,@ LAA,W 4-2,1.0,1,0,0,0,0,1,0,3,17,4,-,-,Sv(16),2.56
Jul 23,@ LAA,W 5-3,1.0,1,0,0,0,1,2,0,2,18,5,-,-,Sv(15),2.63
Jul 21,@ SEA,W 5-0,0.2,0,0,0,0,0,1,0,1,6,2,-,-,-,2.70
Jul 13,vs KC,W 9-6,1.0,0,0,0,0,0,2,0,1,14,3,-,-,Sv(14),2.75
Jul 11,vs STL,W 4-0,1.1,1,0,0,0,1,2,0,3,28,6,-,-,Sv(13),2.83
Jul 8,@ HOU,L 2-1,0.2,0,0,0,0,0,2,0,0,11,2,-,-,-,2.94
Jul 5,@ HOU,L 4-3,0.1,3,2,2,0,2,1,0,3,27,6,-,L(0-3),BlSv(3),3.00
Jul 3,@ CIN,W 12-8,1.0,0,0,0,0,0,2,0,1,17,3,-,-,-,2.48
Jul 1,@ TEX,W 10-5,1.2,2,0,0,0,0,3,1,3,26,7,-,-,Sv(12),2.56
Jun 28,vs MIN,L 2-1,1.0,1,0,0,0,1,1,2,2,19,6,-,-,-,2.70
Jun 26,vs MIN,W 8-4,1.0,0,0,0,0,0,0,1,2,8,3,-,-,-,2.79
Jun 22,vs OAK,W 6-4,1.0,0,0,0,0,0,2,1,0,12,3,-,-,Sv(11),2.89
Jun 18,@ CLE,L 6-2,1.0,0,0,0,0,0,0,1,2,10,3,-,-,-,3.00
Jun 13,vs CLE,W 3-2,1.0,2,0,0,0,0,1,1,2,13,4,-,-,Sv(10),3.12
Jun 12,vs CLE,W 5-1,0.1,0,0,0,0,0,0,0,1,3,1,-,-,Sv(9),3.24
Jun 10,@ BOS,W 5-2,1.0,0,0,0,0,1,2,1,0,20,4,-,-,Sv(8),3.28
Jun 8,@ BOS,W 1-0,1.0,0,0,0,0,0,0,1,2,12,3,-,-,Sv(7),3.42
Jun 6,@ MIN,W 5-2,1.0,1,0,0,0,0,2,1,1,17,4,-,-,Sv(6),3.57
Jun 5,@ MIN,W 6-3,1.1,1,0,0,0,0,1,1,3,19,6,-,-,Sv(5),3.74
Jun 3,vs MIL,W 6-1,1.0,0,0,0,0,0,2,1,0,11,3,-,-,H(2),3.98
Jun 1,vs MIL,W 8-3,1.0,0,0,0,0,0,2,1,0,12,3,-,-,H(1),4.19
May 30,@ CLE,L 9-1,1.0,0,0,0,0,0,0,1,2,9,3,-,-,-,4.42
May 26,@ DET,W 8-4,1.0,0,1,0,0,1,0,2,2,27,5,-,-,-,4.67
May 24,vs BAL,L 9-3,1.0,1,0,0,0,0,1,2,1,26,4,-,-,-,4.96
May 21,vs BAL,L 3-2,1.0,0,0,0,0,0,2,1,0,12,3,-,-,-,5.28
May 18,vs TEX,L 12-5,1.0,4,3,2,0,0,2,2,3,33,7,-,-,-,5.65
May 16,@ PIT,L 3-2,1.0,2,1,1,0,1,2,2,2,32,7,-,L(0-2),-,4.73
May 8,vs PIT,L 10-6,1.0,2,1,1,0,0,0,2,2,11,4,-,-,-,4.38
May 4,vs MIN,L 6-4,1.0,0,0,0,0,0,2,0,1,16,3,-,-,-,3.97
May 1,@ STL,L 3-2,0.1,3,2,2,1,0,1,0,3,13,4,-,L(0-1),BlSv(2),4.35
Apr 27,@ KC,W 7-4,1.0,1,0,0,0,0,0,3,1,17,4,-,-,Sv(4),2.70
Apr 26,@ KC,W 6-3,1.0,1,0,0,0,0,1,1,2,14,4,-,-,Sv(3),3.00
Apr 25,vs SEA,L 4-3,1.0,0,0,0,0,0,0,1,3,15,4,-,-,-,3.38
Apr 21,vs HOU,L 10-1,1.0,0,0,0,0,0,0,1,2,8,3,-,-,-,3.86
Apr 18,@ OAK,L 12-11,1.0,1,0,0,0,0,1,0,3,17,4,-,-,-,4.50
Apr 17,@ OAK,L 10-2,1.0,2,0,0,0,1,3,1,1,22,6,-,-,-,5.40
Apr 9,vs TB,L 5-4,1.0,0,0,0,0,0,2,0,1,19,3,-,-,-,6.75
Apr 5,vs DET,L 9-7,1.0,4,3,3,1,0,0,2,5,29,7,-,-,BlSv(1),9.00
Apr 4,@ TOR,W 4-3,1.0,0,0,0,0,0,2,0,1,17,3,-,-,Sv(2),0.00
Mar 31,@ KC,W 4-3,1.0,1,0,0,0,1,1,2,1,15,5,-,-,Sv(1),0.00
