DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,@ TB,L 7-6,5.0,11,7,6,2,0,8,6,12,96,26,27,L(14-3),-,2.63
Jul 12,@ CLE,W 7-4,5.0,9,4,4,2,1,1,6,14,94,22,33,-,-,2.31
Jul 7,@ TOR,W 8-5,5.0,5,3,3,2,2,5,5,9,97,21,48,W(14-2),-,2.12
Jul 1,vs BOS,W 11-1,6.2,2,0,0,0,3,6,10,6,99,25,73,W(13-2),-,1.98
Jun 26,@ PHI,W 6-0,7.0,6,0,0,0,0,9,7,10,103,26,74,W(12-2),-,2.10
Jun 21,vs SEA,W 4-3,5.2,8,3,3,1,1,5,6,12,107,25,45,W(11-2),-,2.24
Jun 16,vs TB,W 4-1,8.0,3,0,0,0,2,9,7,9,102,27,-,W(10-2),-,2.09
Jun 10,@ NYM,L 2-0,5.0,5,2,2,1,2,7,6,7,93,22,54,L(9-2),-,2.27
Jun 4,@ DET,W 7-4,8.0,4,2,1,0,0,10,7,12,112,30,78,W(9-1),-,2.20
May 30,vs HOU,W 5-3,7.0,4,2,2,1,1,11,6,9,103,27,71,W(8-1),-,2.31
May 25,vs LAA,W 2-1,6.0,4,1,1,1,4,5,7,8,99,24,61,-,-,2.28
May 19,@ KC,W 8-3,6.0,8,3,3,0,2,6,9,9,77,26,48,W(7-1),-,2.35
May 13,vs OAK,W 6-2,6.0,5,1,1,0,2,7,6,10,106,25,63,W(6-1),-,2.14
May 8,vs BOS,W 3-2,6.0,6,2,2,0,0,11,5,9,109,25,63,-,-,2.21
May 2,@ HOU,W 4-0,9.0,5,0,0,0,1,10,13,9,110,33,86,W(5-1),-,2.11
Apr 27,@ LAA,W 4-3,7.0,5,3,3,1,1,8,9,7,96,25,62,-,-,2.61
Apr 22,vs TOR,W 5-1,7.0,3,1,1,1,2,6,8,9,112,26,71,W(4-1),-,2.32
Apr 16,vs MIA,W 12-1,6.0,1,0,0,0,1,8,1,10,86,20,77,W(3-1),-,2.63
Apr 10,@ BOS,L 14-1,5.0,8,5,5,0,3,6,6,11,94,26,34,L(2-1),-,3.50
Apr 4,vs TB,W 7-2,7.1,5,2,2,0,1,7,14,4,92,26,66,W(2-0),-,1.38
Mar 29,@ TOR,W 6-1,5.2,1,0,0,0,3,7,7,4,91,21,71,W(1-0),-,0.00
