DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,@ SEA,L 3-1,7.0,7,2,1,0,1,5,6,15,103,27,61,L(4-11),-,4.26
Jul 13,vs KC,W 9-6,6.2,5,4,2,0,2,7,6,13,109,29,57,W(4-10),-,4.43
Jul 7,@ HOU,L 12-6,5.2,10,8,8,2,2,9,5,13,99,29,24,L(3-10),-,4.53
Jul 2,@ CIN,L 5-3,6.2,4,1,1,1,4,3,4,17,88,28,61,-,-,4.12
Jun 27,vs MIN,W 6-1,7.0,4,0,0,0,2,5,14,6,100,27,72,W(3-9),-,4.29
Jun 22,vs OAK,L 11-2,4.2,5,8,2,1,2,4,10,8,99,24,-,L(2-9),-,4.59
Jun 17,vs DET,L 3-1,6.0,6,3,3,1,4,5,9,9,103,27,49,L(2-8),-,4.63
Jun 12,vs CLE,W 5-1,7.0,4,1,1,0,0,2,5,18,101,26,67,W(2-7),-,4.63
Jun 7,@ MIN,L 7-2,6.0,8,7,7,3,2,6,4,16,99,28,32,L(1-7),-,4.92
Jun 2,vs MIL,L 5-0,7.0,8,3,3,3,1,6,6,15,103,28,54,L(1-6),-,4.48
May 27,@ DET,L 3-2,7.0,5,3,3,0,3,4,5,16,97,28,56,L(1-5),-,4.54
May 22,vs BAL,W 3-2,7.0,5,2,2,0,2,5,12,7,106,27,62,-,-,4.62
May 17,vs TEX,W 4-2,7.1,3,1,1,0,3,8,10,7,98,28,73,-,-,4.88
May 12,@ CHC,L 8-4,6.0,7,5,5,1,3,4,7,14,100,28,39,L(1-4),-,5.44
May 6,vs MIN,L 5-3,6.2,2,3,3,0,2,5,6,11,91,24,61,-,-,5.14
May 1,@ STL,L 3-2,6.0,2,1,1,1,0,4,7,8,93,19,68,-,-,5.35
Apr 25,vs SEA,L 4-3,6.0,6,4,4,1,4,4,6,14,108,28,44,L(1-3),-,6.14
Apr 20,vs HOU,L 10-0,5.1,8,7,7,0,4,4,7,12,111,27,24,L(1-2),-,6.17
Apr 18,@ OAK,L 12-11,0.2,2,1,1,0,2,0,0,4,28,6,-,L(1-1),-,4.50
Apr 11,vs TB,W 2-1,6.1,4,1,1,0,5,6,9,7,100,27,-,-,-,4.15
Apr 5,vs DET,L 9-7,5.0,8,3,3,0,1,1,11,11,91,24,39,-,-,5.73
Mar 29,@ KC,W 14-7,6.0,5,4,4,1,1,0,10,13,97,25,45,W(1-0),-,6.00
