DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 12,vs OAK,L 6-4,4.1,6,3,3,0,2,5,5,9,104,21,42,-,-,2.96
Jul 7,vs CHW,W 12-6,5.2,5,5,5,0,2,8,6,9,101,25,45,W(11-2),-,2.83
Jul 1,@ TB,L 3-2,6.2,6,2,2,0,2,11,5,9,103,28,63,L(10-2),-,2.55
Jun 26,vs TOR,W 7-0,7.0,4,0,0,0,2,13,5,6,98,26,80,W(10-1),-,2.54
Jun 20,vs TB,W 5-1,6.0,2,1,0,0,4,4,9,7,96,25,66,W(9-1),-,2.74
Jun 15,@ KC,W 7-3,6.0,4,3,3,0,4,9,7,5,98,25,57,W(8-1),-,2.94
Jun 9,@ TEX,W 4-3,3.2,1,2,1,0,6,4,3,6,87,23,-,-,-,2.82
Jun 3,vs BOS,L 9-3,5.1,9,6,6,2,1,7,6,11,100,26,32,L(7-1),-,2.84
May 29,@ NYY,L 6-5,6.0,8,3,3,2,1,10,7,9,100,27,53,-,-,2.26
May 24,@ CLE,W 8-2,6.0,5,2,2,0,3,5,9,7,92,24,56,W(7-0),-,2.04
May 18,vs CLE,W 4-1,7.0,4,1,1,1,1,8,8,9,97,26,72,W(6-0),-,1.94
May 12,vs TEX,W 6-1,7.0,4,1,1,1,0,14,8,3,105,25,79,W(5-0),-,2.03
May 5,@ ARI,L 4-3,5.0,3,3,3,1,4,3,7,7,82,22,48,-,-,2.16
Apr 30,vs NYY,W 2-1,7.2,2,1,1,0,2,10,9,5,102,26,79,W(4-0),-,1.72
Apr 24,vs LAA,L 8-7,4.0,5,4,4,2,5,2,7,6,75,20,33,-,-,1.86
Apr 19,@ SEA,W 9-2,7.0,3,0,0,0,0,8,10,6,86,24,-,W(3-0),-,0.72
Apr 14,vs TEX,L 6-5,6.0,6,2,2,2,1,12,5,6,106,24,63,-,-,1.00
Apr 8,vs SD,W 4-1,6.0,4,1,0,0,3,7,11,5,101,27,66,W(2-0),-,0.00
Apr 2,vs BAL,W 6-1,6.0,3,0,0,0,2,6,9,6,91,24,-,W(1-0),-,0.00
