DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,@ DET,W 1-0,0.2,0,0,0,0,0,2,0,0,7,2,-,-,H(14),3.73
Jul 15,vs TOR,W 5-2,1.0,3,0,0,0,0,2,1,3,19,6,-,-,H(13),3.79
Jul 14,vs TOR,W 6-2,0.2,0,0,0,0,1,0,1,1,11,3,-,-,H(12),3.89
Jul 11,vs TEX,W 4-2,0.2,3,2,2,0,1,2,2,1,25,6,-,-,-,3.96
Jul 9,vs TEX,W 5-0,0.1,0,0,0,0,0,1,0,0,5,1,-,-,H(11),3.55
Jul 7,@ KC,W 15-4,1.1,0,0,0,0,1,1,1,3,22,6,-,W(4-1),-,3.58
Jul 3,@ WSH,W 11-4,1.1,2,1,1,1,0,4,0,2,29,6,-,-,-,3.72
Jun 30,@ NYY,W 11-0,1.0,0,0,0,0,1,1,1,1,17,4,-,-,-,3.60
Jun 27,vs LAA,W 9-6,0.1,0,0,0,0,0,0,0,1,3,1,-,-,H(10),3.71
Jun 26,vs LAA,W 9-1,1.0,0,0,0,0,0,2,0,1,15,3,-,-,-,3.74
Jun 23,vs SEA,L 7-2,1.0,0,0,0,0,1,1,0,2,18,4,-,-,-,3.86
Jun 20,@ MIN,L 4-1,1.0,0,0,0,0,0,1,0,2,10,3,-,-,-,3.98
Jun 15,@ SEA,L 7-6,1.0,1,1,1,1,1,0,1,3,23,5,-,-,H(9),4.11
Jun 11,@ BAL,W 2-0,1.0,0,0,0,0,0,3,0,0,15,3,-,W(3-1),-,3.94
Jun 10,vs CHW,L 5-2,1.0,0,0,0,0,0,2,0,1,16,3,-,-,-,4.08
Jun 8,vs CHW,L 1-0,1.0,0,0,0,0,0,2,1,0,15,3,-,-,-,4.23
Jun 6,vs DET,W 7-1,0.1,0,0,0,0,1,0,0,1,7,2,-,-,H(8),4.39
Jun 3,@ HOU,W 9-3,1.0,0,0,0,0,2,1,0,2,28,5,-,-,-,4.44
Jun 2,@ HOU,W 5-4,1.0,0,0,0,0,1,1,2,0,16,4,-,-,H(7),4.62
May 28,vs TOR,W 8-3,2.0,2,1,1,0,1,3,1,3,33,8,-,-,-,4.81
May 25,vs ATL,W 6-2,0.1,0,0,0,0,0,1,0,0,6,1,-,-,H(6),4.84
May 20,vs BAL,W 5-0,1.1,1,0,0,0,0,2,1,2,19,5,-,-,H(5),4.91
May 18,vs BAL,L 7-4,0.1,0,0,0,0,0,1,0,0,4,1,-,-,-,5.23
May 16,vs OAK,W 6-4,1.0,1,1,1,1,0,1,0,3,20,4,-,-,-,5.31
May 14,vs OAK,L 6-5,1.0,1,0,0,0,0,1,3,0,19,4,-,-,-,5.12
May 13,@ TOR,W 5-3,1.0,1,0,0,0,0,2,1,1,16,4,-,-,H(4),5.40
May 10,@ NYY,W 5-4,0.1,2,3,3,0,1,0,0,3,13,4,-,-,-,5.71
May 8,@ NYY,L 3-2,0.1,1,1,1,0,2,0,1,1,20,4,-,L(2-1),-,4.24
May 5,@ TEX,W 6-5,1.1,2,0,0,0,1,3,2,1,26,7,-,-,-,3.78
May 1,vs KC,L 7-6,2.0,2,1,1,0,1,1,5,2,31,9,-,-,-,4.11
Apr 28,vs TB,L 12-6,0.1,3,1,1,1,1,0,1,3,32,5,-,-,-,4.05
Apr 27,vs TB,L 4-3,0.2,0,0,0,0,0,1,0,0,5,1,-,-,-,3.46
Apr 25,@ TOR,W 4-3,0.1,0,0,0,0,0,1,0,0,5,1,-,-,H(3),3.65
Apr 21,@ OAK,L 3-0,1.0,1,0,0,0,1,0,3,1,15,5,-,-,-,3.75
Apr 19,@ LAA,W 8-2,1.0,0,0,0,0,0,1,3,0,18,4,-,-,H(2),4.09
Apr 15,vs BAL,W 3-1,2.0,1,0,0,0,0,2,3,2,23,7,-,W(2-0),-,4.50
Apr 13,vs BAL,W 7-3,1.0,3,2,2,0,0,2,2,2,22,6,-,-,-,5.63
Apr 11,vs NYY,L 10-7,2.0,3,3,3,1,0,2,3,4,37,9,-,-,-,3.86
Apr 8,vs TB,W 8-7,0.2,0,0,0,0,0,0,1,1,4,2,-,-,-,0.00
Apr 3,@ MIA,W 4-2,2.0,1,0,0,0,0,3,3,1,32,7,-,W(1-0),-,0.00
Apr 2,@ MIA,W 7-3,1.0,1,0,0,0,0,1,0,3,17,4,-,-,-,0.00
Mar 31,@ TB,W 3-2,1.1,0,0,0,0,1,2,0,2,21,5,-,-,H(1),0.00
