DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs WSH,W 5-4,0.2,1,0,0,0,0,1,0,2,16,3,-,-,-,3.60
Jul 22,vs LAD,L 11-2,1.0,4,5,3,0,1,2,3,3,31,9,-,-,-,3.66
Jul 20,vs LAD,L 6-4,1.0,5,2,2,0,1,0,0,7,24,8,-,L(0-3),-,3.05
Jul 15,@ PIT,L 7-6,0.2,1,1,1,0,0,0,1,2,10,3,-,-,H(4),2.65
Jul 14,@ PIT,L 2-1,0.2,0,0,0,0,0,0,1,1,4,2,-,-,-,2.45
Jul 11,@ MIA,L 5-4,1.0,0,0,0,0,0,0,1,2,7,3,-,-,-,2.50
Jul 9,@ MIA,L 4-3,1.1,0,0,0,0,0,0,1,3,15,4,-,-,-,2.57
Jul 8,vs ATL,W 10-3,1.0,0,0,0,0,0,1,2,0,14,3,-,-,-,2.67
Jul 7,vs ATL,L 5-1,1.0,0,0,0,0,0,2,0,1,15,3,-,-,-,2.76
Jul 2,vs MIN,W 6-5,1.0,1,0,0,0,0,0,3,1,10,4,-,-,-,2.84
Jun 30,@ CIN,L 12-3,1.0,4,2,2,0,1,1,2,4,31,8,-,-,H(3),2.93
Jun 28,@ CIN,W 6-4,0.2,0,0,0,0,1,0,1,1,9,3,-,-,H(2),2.43
Jun 24,vs STL,L 8-2,1.0,0,0,0,0,0,0,2,1,9,3,-,-,-,2.48
Jun 23,vs STL,L 3-2,1.0,0,0,0,0,0,3,0,0,16,3,-,-,-,2.57
Jun 21,vs STL,W 11-3,1.0,2,0,0,0,1,1,1,2,24,5,-,-,-,2.67
Jun 17,vs PHI,L 10-9,0.2,2,2,2,0,2,1,1,2,25,6,-,-,-,2.77
Jun 12,vs CHC,W 4-0,1.0,1,0,0,0,0,2,2,0,20,4,-,-,-,2.13
Jun 9,@ PHI,W 12-3,1.0,0,0,0,0,0,1,0,2,11,3,-,-,-,2.22
Jun 6,@ CLE,L 3-1,1.1,0,0,0,0,1,1,1,3,28,6,-,-,-,2.31
Jun 2,@ CHW,W 5-0,2.0,2,0,0,0,0,2,1,5,33,8,-,-,-,2.45
May 29,vs STL,L 6-1,1.0,0,0,0,0,0,1,1,1,14,3,-,-,-,2.70
May 28,vs STL,W 8-3,1.0,0,0,0,0,0,1,1,1,10,3,-,-,H(1),2.84
May 26,vs NYM,W 17-6,1.0,1,0,0,0,0,1,1,1,10,3,-,-,-,3.00
May 24,vs NYM,L 5-0,1.0,1,0,0,0,0,1,2,1,9,4,-,-,-,3.18
May 23,vs ARI,W 9-2,1.0,0,0,0,0,0,2,0,1,12,3,-,-,-,3.38
May 20,@ MIN,L 3-1,0.2,0,1,1,0,1,1,0,1,13,3,-,L(0-2),-,3.60
May 15,@ ARI,L 2-1,0.1,0,1,1,0,1,0,1,0,9,2,-,L(0-1),-,3.14
May 14,@ ARI,W 7-2,1.0,0,0,0,0,0,1,1,1,15,3,-,-,-,2.57
May 11,@ COL,W 11-10,1.2,1,1,1,1,0,2,3,1,36,6,-,-,-,2.77
May 6,vs PIT,L 9-0,1.0,1,0,0,0,1,3,0,1,26,5,-,-,-,2.38
May 4,vs PIT,L 6-4,1.0,1,1,1,1,2,0,0,4,24,6,-,-,-,2.61
Apr 29,@ CHC,L 2-0,1.0,0,0,0,0,0,1,1,1,12,3,-,-,-,1.93
Apr 27,@ CHC,L 3-2,1.0,0,0,0,0,0,1,0,2,16,3,-,-,-,2.16
Apr 25,@ KC,W 6-2,1.0,1,0,0,0,0,2,1,1,20,4,-,-,-,2.45
Apr 20,vs MIA,W 8-0,1.1,2,0,0,0,1,3,2,1,31,7,-,-,-,2.84
Apr 19,vs MIA,W 12-3,1.0,0,0,0,0,1,1,2,0,19,4,-,-,-,3.60
Apr 15,@ NYM,L 3-2,1.2,1,1,1,1,3,2,1,3,31,10,-,-,-,4.50
Apr 10,@ STL,L 5-3,1.1,0,1,1,0,1,3,1,0,22,5,-,-,-,3.86
Apr 8,vs CHC,L 3-0,1.0,2,1,0,0,0,3,1,2,24,6,-,-,-,0.00
