DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,vs CLE,L 9-8,5.1,10,6,6,2,2,4,10,9,105,25,-,-,-,8.05
Jul 14,@ BAL,L 1-0,7.0,5,1,1,0,2,4,11,9,91,26,65,L(2-4),-,7.67
Apr 29,@ TOR,L 7-2,4.0,5,4,4,3,4,2,7,6,72,19,34,L(2-3),-,9.67
Apr 22,vs SEA,W 7-4,6.0,7,2,2,0,1,4,11,10,98,27,-,W(2-2),-,9.82
Apr 16,@ TB,L 8-4,4.0,10,8,7,2,3,4,11,8,81,26,13,L(1-2),-,13.14
Apr 10,vs LAA,L 11-1,3.0,9,8,8,2,4,2,3,12,90,21,7,L(1-1),-,11.88
Apr 5,@ OAK,W 6-3,5.1,10,3,3,0,0,1,13,11,76,26,37,W(1-0),-,5.06
