DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,@ NYM,L 6-3,4.0,6,6,6,1,3,5,4,9,85,21,28,L(5-7),-,5.29
Jul 15,vs CHC,L 7-4,2.0,5,5,5,0,1,3,5,3,56,13,28,L(5-6),-,4.87
Jul 10,vs LAD,W 4-1,8.2,4,1,1,1,2,8,7,14,115,31,78,W(5-5),-,4.40
Jul 5,@ ARI,W 6-3,5.0,7,1,1,0,2,2,9,9,95,23,49,W(4-5),-,4.84
Jun 29,vs PIT,L 6-3,5.0,9,6,3,1,0,3,8,13,92,24,34,L(3-5),-,5.08
Jun 24,@ SF,L 3-2,6.0,5,1,1,1,1,4,7,11,96,23,61,-,-,5.05
Jun 19,vs OAK,L 4-2,6.0,3,1,0,0,2,7,7,6,96,22,69,-,-,5.47
Jun 13,@ STL,W 4-2,5.2,8,2,2,1,0,2,8,14,87,24,47,W(3-4),-,6.20
Jun 8,@ MIA,L 4-0,5.0,6,3,3,0,7,6,5,9,111,27,42,L(2-4),-,6.64
Jun 2,vs CIN,W 8-2,5.0,5,1,1,1,2,4,7,8,87,21,55,W(2-3),-,6.82
May 28,vs MIA,L 7-2,2.1,7,5,5,0,2,3,1,9,63,15,24,L(1-3),-,7.67
May 22,@ WSH,L 2-1,6.0,6,1,1,1,2,7,4,12,99,25,61,-,-,6.67
May 17,@ PIT,L 5-4,4.2,6,4,4,0,3,3,8,9,88,23,36,-,-,8.14
May 11,vs STL,L 9-5,2.1,7,6,6,4,1,0,2,11,62,14,18,L(1-2),-,8.27
May 6,vs LAD,W 3-0,6.0,7,0,0,0,1,5,10,11,102,27,-,W(1-1),-,5.79
Apr 30,@ SF,L 6-5,5.0,7,3,3,0,2,7,5,10,88,24,46,-,-,10.13
Apr 24,@ COL,L 8-0,3.0,6,7,6,1,4,3,5,7,74,19,20,L(0-1),-,18.00
