DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,vs PIT,L 12-1,5.2,8,6,6,2,3,3,7,15,111,28,29,L(7-8),-,4.32
Jul 11,@ CLE,L 19-4,2.1,6,7,5,1,2,1,2,11,71,16,20,L(7-7),-,4.02
Jul 6,@ CHC,W 3-2,6.2,5,1,1,0,2,4,12,8,102,27,62,W(7-6),-,3.66
Jun 30,vs MIL,W 12-3,5.2,6,3,1,1,3,12,7,5,113,27,60,-,-,3.83
Jun 25,@ ATL,L 5-4,5.0,5,3,3,0,4,5,4,10,91,23,46,-,-,3.98
Jun 20,vs DET,W 5-3,6.0,5,2,2,2,4,8,6,9,101,27,58,W(6-6),-,3.89
Jun 13,@ KC,W 7-0,6.1,3,0,0,0,2,1,7,12,88,22,66,W(5-6),-,3.96
Jun 7,vs COL,W 7-5,5.0,6,3,2,0,2,6,6,8,96,23,49,-,-,4.33
Jun 1,@ SD,W 7-2,5.0,5,0,0,0,2,5,7,7,102,21,60,W(4-6),-,4.38
May 26,@ COL,W 6-5,5.0,6,4,4,0,4,4,9,6,102,23,39,-,-,4.76
May 20,vs CHC,L 6-1,6.0,7,4,4,3,2,6,5,13,85,26,46,L(3-6),-,4.53
May 15,@ SF,L 5-3,3.1,7,4,4,1,1,2,6,9,86,18,31,L(3-5),-,4.34
May 10,@ LAD,W 4-1,5.0,3,1,0,0,4,2,6,12,109,24,57,W(3-4),-,3.86
May 5,vs MIA,L 6-0,6.0,5,3,3,2,0,4,10,9,95,23,54,L(2-4),-,4.35
Apr 29,@ MIN,W 8-2,6.1,4,1,1,0,2,7,4,11,93,24,66,W(2-3),-,4.32
Apr 24,vs ATL,W 9-7,6.0,3,3,3,2,2,11,4,6,97,23,63,-,-,5.00
Apr 18,@ MIL,L 2-0,5.0,7,2,2,1,4,6,8,6,94,24,47,L(1-3),-,5.14
Apr 13,vs STL,L 5-3,5.1,9,5,5,2,0,5,8,11,73,24,35,L(1-2),-,5.63
Apr 8,@ PIT,L 5-0,4.2,9,5,5,2,1,2,6,14,100,23,27,L(1-1),-,4.22
Apr 2,vs CHC,W 1-0,6.0,1,0,0,0,2,7,4,7,86,21,75,W(1-0),-,0.00
