DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,@ TB,W 4-0,9.0,3,0,0,0,1,9,14,5,105,29,89,W(8-2),-,4.09
Jul 15,@ CLE,L 5-2,6.1,6,2,2,1,1,5,9,10,77,25,57,-,-,4.54
Jul 10,@ BAL,L 6-5,4.1,6,3,3,1,2,5,7,8,80,22,42,-,-,4.68
Jun 8,@ NYM,W 4-1,5.0,1,1,1,1,1,8,3,4,75,16,68,-,-,4.58
Jun 2,@ BAL,W 8-5,5.1,8,4,4,3,1,7,6,10,97,24,42,W(7-2),-,4.79
May 27,vs LAA,W 3-1,6.0,3,1,1,1,3,8,5,7,104,23,67,W(6-2),-,4.62
May 21,@ TEX,W 10-5,5.0,3,4,4,2,4,3,12,2,76,22,-,W(5-2),-,4.95
May 15,@ WSH,L 5-3,5.0,4,3,3,1,0,2,8,9,72,19,-,-,-,4.73
May 9,vs BOS,W 9-6,5.1,8,4,4,2,2,3,9,10,91,24,37,-,-,4.66
May 3,@ HOU,W 6-5,6.0,5,3,3,0,0,5,9,9,83,24,55,-,-,4.39
Apr 28,@ LAA,W 11-1,6.0,2,1,1,1,2,9,6,5,88,22,71,W(4-2),-,4.37
Apr 23,vs MIN,W 14-1,6.2,3,1,1,0,2,5,6,12,91,26,67,W(3-2),-,4.97
Apr 17,vs MIA,L 9-1,5.0,7,7,5,1,2,5,14,3,83,25,-,L(2-2),-,6.04
Apr 11,@ BOS,W 10-7,5.0,7,6,6,2,2,3,4,15,83,24,30,W(2-1),-,5.19
Apr 5,vs BAL,L 5-2,6.1,6,3,3,1,0,7,9,8,93,24,56,L(1-1),-,2.92
Mar 30,@ TOR,W 4-2,6.0,3,1,1,1,0,8,4,9,79,21,70,W(1-0),-,1.50
