DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,@ OAK,W 5-1,6.1,3,1,1,0,0,5,2,15,93,24,68,W(5-1),-,2.72
Jul 11,vs CHC,W 5-4,3.0,0,0,0,0,2,3,2,4,42,11,-,W(4-1),-,2.89
Jul 6,vs STL,W 3-2,6.2,5,2,2,0,2,1,13,9,90,25,55,-,-,3.09
Jun 30,@ ARI,W 7-0,6.1,6,0,0,0,2,5,11,7,102,25,64,W(3-1),-,3.16
Jun 24,vs SD,W 3-2,7.0,4,1,1,1,1,6,7,12,99,26,70,-,-,3.82
Jun 19,vs MIA,W 6-3,5.0,7,3,3,0,0,6,7,9,92,24,47,W(2-1),-,4.56
Jun 14,@ MIA,W 6-3,6.2,7,2,2,1,0,4,6,16,94,26,56,-,-,4.34
Jun 9,@ WSH,L 7-5,2.2,6,5,5,0,3,2,7,5,74,18,25,L(1-1),-,5.25
Jun 3,vs PHI,W 6-1,6.0,5,1,1,1,2,6,7,10,85,25,62,W(1-0),-,1.93
May 29,@ COL,L 11-4,3.1,5,4,1,0,1,4,5,8,69,18,-,-,-,2.70
