DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,vs OAK,L 15-3,0.2,4,2,2,1,1,1,1,4,33,7,-,-,-,4.64
Jul 21,vs CLE,L 16-3,0.1,0,0,0,0,0,1,0,0,6,1,-,-,-,4.29
Jul 10,@ BOS,L 8-4,1.1,0,0,0,0,2,0,4,0,26,6,-,-,-,4.32
Jul 7,@ DET,L 7-2,3.0,5,0,0,0,0,4,5,5,57,14,-,-,-,4.46
Jul 3,vs HOU,L 5-3,0.2,0,0,0,0,1,1,0,0,10,2,-,-,-,4.82
Jul 1,vs CHW,L 10-5,2.0,3,1,1,0,0,1,5,2,25,8,-,-,-,4.91
Jun 26,vs SD,L 3-2,1.0,1,0,0,0,0,0,2,1,8,3,-,-,H(9),4.93
Jun 24,@ MIN,L 2-0,1.0,1,0,0,0,0,2,1,1,22,4,-,-,-,5.08
Jun 20,@ KC,W 3-2,0.1,0,0,0,0,0,0,1,0,1,1,-,-,H(8),5.23
Jun 17,vs COL,W 13-12,1.0,2,2,2,0,0,0,2,2,11,4,-,-,-,5.29
Jun 12,@ LAD,L 12-5,1.2,5,4,4,0,1,1,7,2,40,11,-,-,-,4.88
Jun 5,vs OAK,W 7-4,0.1,2,1,1,0,1,0,1,2,8,4,-,-,-,3.94
Jun 3,@ LAA,L 3-1,2.0,0,0,0,0,0,1,5,0,15,6,-,-,-,3.68
May 30,@ SEA,W 7-6,1.0,1,0,0,0,0,1,1,2,12,4,-,-,H(7),3.95
May 29,@ SEA,W 9-5,0.1,0,0,0,0,0,0,1,0,6,1,-,W(4-2),-,4.10
May 26,vs KC,W 4-3,1.0,0,0,0,0,0,0,3,0,8,3,-,W(3-2),-,4.15
May 25,vs KC,W 8-4,1.0,1,0,0,0,0,0,1,3,14,4,-,-,H(6),4.32
May 23,vs NYY,W 12-10,1.2,1,0,0,0,0,3,1,2,27,6,-,W(2-2),-,4.50
May 20,@ CHW,L 3-0,1.0,2,0,0,0,0,1,1,2,8,4,-,-,-,4.84
May 18,@ CHW,W 12-5,1.2,1,0,0,0,0,0,5,1,22,6,-,-,-,5.06
May 15,@ SEA,L 9-8,2.1,4,1,1,0,0,2,5,4,45,11,-,L(1-2),-,5.49
May 8,vs DET,L 7-4,1.0,1,1,0,0,1,0,2,2,24,6,-,-,-,5.71
May 5,vs BOS,L 6-5,1.1,3,1,1,0,0,1,5,1,24,7,-,-,BlSv(2),6.06
May 1,@ CLE,W 8-6,3.0,2,0,0,0,0,0,8,2,31,10,-,W(1-1),-,6.00
Apr 30,@ CLE,L 7-5,0.0,3,1,1,0,0,0,3,0,7,3,-,-,-,INF
Apr 27,@ TOR,W 6-4,0.1,1,0,0,0,0,0,1,1,8,2,-,-,H(5),6.75
Apr 25,vs OAK,W 4-2,1.0,0,0,0,0,0,0,2,1,5,3,-,-,H(4),6.94
Apr 23,vs OAK,L 9-4,0.2,1,0,0,0,1,0,1,1,8,3,-,-,-,7.59
Apr 21,vs SEA,L 9-7,0.0,4,4,4,1,0,0,1,3,12,4,-,L(0-1),BlSv(1),INF
Apr 20,vs SEA,L 6-2,1.0,2,0,0,0,0,0,3,2,15,5,-,-,H(3),4.50
Apr 18,@ TB,L 4-2,1.0,2,0,0,0,0,1,4,0,19,5,-,-,-,5.00
Apr 15,@ HOU,W 3-1,0.1,0,0,0,0,0,0,0,1,4,1,-,-,-,5.63
Apr 14,@ HOU,W 6-5,0.1,0,0,0,0,0,0,1,0,4,1,-,-,Sv(1),5.87
Apr 11,vs LAA,L 7-2,0.1,1,0,0,0,0,0,1,1,8,2,-,-,-,6.14
Apr 9,vs LAA,L 8-3,0.2,3,2,2,0,0,0,2,3,21,5,-,-,-,6.43
Apr 8,vs TOR,L 7-4,1.0,1,0,0,0,0,0,2,1,9,3,-,-,-,4.26
Apr 6,vs TOR,L 8-5,1.0,0,0,0,0,0,1,2,0,9,3,-,-,-,5.06
Apr 3,@ OAK,W 4-1,2.0,2,0,0,0,0,0,7,1,25,9,-,-,H(2),6.23
Apr 1,vs HOU,L 8-2,1.0,4,3,3,0,0,2,1,4,28,7,-,-,-,11.57
Mar 30,vs HOU,W 5-1,1.1,0,0,0,0,0,1,0,3,13,4,-,-,H(1),0.00
