DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Apr 21,vs SF,W 4-3,0.1,1,1,1,0,2,1,0,1,16,4,-,-,H(4),2.31
Apr 19,vs BOS,L 8-2,1.0,2,1,1,0,1,0,3,2,13,6,-,-,-,1.59
Apr 18,vs BOS,L 9-0,1.1,1,1,1,1,1,2,1,1,18,5,-,-,-,0.87
Apr 14,@ KC,W 5-3,1.0,0,0,0,0,0,2,1,0,13,3,-,-,H(3),0.00
Apr 13,@ KC,W 5-4,1.0,0,0,0,0,0,0,1,2,19,3,-,W(1-0),-,0.00
Apr 11,@ TEX,W 7-2,0.1,2,0,0,0,0,0,1,2,12,3,-,-,-,0.00
Apr 8,vs OAK,W 6-1,1.0,0,0,0,0,1,0,2,0,17,3,-,-,-,0.00
Apr 6,vs OAK,W 13-9,1.0,1,0,0,0,0,1,1,1,12,3,-,-,-,0.00
Apr 4,vs CLE,W 3-2,1.0,0,0,0,0,1,1,1,1,20,4,-,-,-,0.00
Apr 3,vs CLE,W 13-2,1.0,0,0,0,0,0,1,2,0,8,3,-,-,-,0.00
Apr 1,@ OAK,W 7-4,1.0,0,0,0,0,1,1,2,0,14,4,-,-,-,0.00
Mar 30,@ OAK,W 2-1,0.2,1,0,0,0,0,0,1,1,14,3,-,-,H(2),0.00
Mar 29,@ OAK,L 6-5,1.0,0,0,0,0,0,1,1,1,17,3,-,-,H(1),0.00
