DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 25,@ CIN,L 7-3,1.0,2,2,2,0,1,1,2,0,18,6,-,-,-,7.11
Jul 21,@ CHC,L 7-2,1.1,1,0,0,0,1,2,2,1,32,6,-,-,-,6.17
Jul 20,@ CHC,W 18-5,1.0,2,0,0,0,0,1,3,1,14,5,-,-,-,6.97
Jul 14,vs CIN,L 8-2,0.1,0,0,0,0,0,0,0,1,3,1,-,-,-,7.71
Jul 13,vs CIN,L 9-1,0.2,1,0,0,0,1,0,0,3,14,4,-,-,-,8.00
May 15,@ MIN,L 4-1,0.1,2,2,2,1,0,0,2,1,10,3,-,-,-,8.64
May 11,@ SD,W 9-5,1.0,2,2,2,1,0,1,2,2,14,5,-,-,-,6.75
May 7,vs MIN,L 6-0,1.0,0,0,0,0,0,1,1,1,12,3,-,-,-,5.14
May 6,vs CHC,W 4-3,0.2,0,0,0,0,0,1,1,0,9,2,-,-,-,6.00
May 4,vs CHC,W 3-2,0.2,0,0,0,0,0,1,1,0,10,2,-,-,H(2),6.75
May 1,vs CHW,W 3-2,1.0,0,0,0,0,0,2,1,0,12,3,-,-,-,7.71
Apr 29,@ PIT,L 5-0,1.0,0,0,0,0,0,1,2,0,7,3,-,-,-,9.82
Apr 28,@ PIT,L 6-2,0.0,1,2,2,0,1,0,0,1,6,2,-,-,-,INF
Apr 26,vs NYM,W 4-3,0.2,2,1,1,0,2,0,1,3,24,6,-,-,-,6.75
Apr 24,vs NYM,L 6-5,0.2,0,0,0,0,0,1,0,1,7,2,-,-,-,4.50
Apr 21,vs CIN,W 4-3,0.2,1,1,1,0,0,0,3,0,9,3,-,-,H(1),6.75
Apr 19,@ CHC,L 8-5,0.2,0,0,0,0,0,0,1,0,6,1,-,-,-,0.00
