DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,@ CHC,W 7-1,7.0,6,1,1,0,0,9,9,7,98,25,70,W(7-4),-,3.13
Jul 15,@ ATL,L 5-1,6.0,6,4,4,0,1,3,13,8,92,25,46,L(6-4),-,3.24
Jul 10,@ COL,W 5-3,4.1,5,2,2,0,4,6,7,5,108,22,47,-,-,3.09
Jul 4,vs STL,L 8-4,6.0,6,1,1,0,2,6,12,5,97,25,-,-,-,3.05
Jun 29,vs SF,L 2-1,6.0,4,1,1,0,1,5,9,7,97,22,-,-,-,3.14
Jun 22,@ PIT,W 2-1,7.0,3,0,0,0,0,12,4,8,102,24,83,-,-,3.24
Jun 16,vs NYM,L 5-1,6.0,8,5,5,1,2,7,7,11,96,27,41,L(6-3),-,3.48
Jun 11,vs PIT,W 9-5,5.1,7,5,5,0,3,5,7,10,95,25,36,-,-,3.21
Jun 5,@ SF,W 3-2,6.1,4,1,1,0,2,7,9,7,99,25,66,W(6-2),-,2.87
May 30,vs CIN,L 7-4,6.0,8,6,6,2,1,10,5,11,96,27,41,L(5-2),-,2.99
May 25,@ OAK,W 7-1,7.0,4,1,1,1,1,7,6,12,99,26,71,W(5-1),-,2.47
May 19,@ NYM,L 5-4,5.1,4,2,2,1,4,6,5,8,98,24,54,-,-,2.60
May 14,vs MIL,L 7-2,6.0,6,4,4,0,1,8,8,8,99,25,51,L(4-1),-,2.53
May 9,@ LAD,L 6-3,5.0,3,1,1,0,4,7,3,7,96,21,60,-,-,2.12
May 3,vs LAD,L 5-2,6.0,3,1,1,1,2,5,5,11,92,23,65,-,-,2.15
Apr 28,@ WSH,W 4-3,6.2,7,3,3,2,1,7,11,7,85,28,-,-,-,2.25
Apr 22,vs SD,W 4-2,6.0,2,2,2,1,1,11,4,6,100,22,70,W(4-0),-,1.89
Apr 17,vs SF,W 1-0,9.0,1,0,0,0,1,8,9,11,100,29,92,W(3-0),-,1.65
Apr 10,@ SF,L 5-4,5.1,5,3,3,0,2,9,8,4,89,23,53,-,-,2.45
Apr 4,vs LAD,W 3-0,7.1,1,0,0,0,1,12,7,4,98,24,87,W(2-0),-,1.38
Mar 29,vs COL,W 8-2,5.2,7,2,2,2,1,8,9,6,93,24,54,W(1-0),-,3.18
