Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Adrian Beltre,$3.2K,R,TEX,3B,OAK,4 ,Edwin Jackson,R, ,,,,,400,5,11.5,119,5.4,-0.5,181,0.260,0.310,0.133,0.315,0.392,0.707,20.70,8.90,0.302,8.29,2.59
Hunter Dozier,$2.9K,R,KCR,1B,DET,6 ,Matt Boyd,L,,,,,,800,-8,9.0,-118,4.62,0.29,50,0.200,0.293,0.06,0.322,0.260,0.582,30.50,20.30,0.312,7.33,2.53
Ronny Rodriguez,$2.9K,R,DET,2B/3B,@ KCR,6 ,Danny Duffy,L,,,,,,600,5,9.0,104,4.38,0.21,18,0.278,0.244,0,0.278,0.278,0.556,33.30,0.00,0.417,7.35,2.53
Gerardo Parra,$3.5K,L,COL,OF,HOU,6 ,Charlie Morton,R,,,,,,300,33,9.5,127,4.37,-0.39,205,0.332,0.366,0.127,0.382,0.459,0.841,16.40,8.00,0.386,8.71,2.49
Rosell Herrera,$3.1K,S,KCR,OF,DET,2 ,Matt Boyd,L,,,,,,600,10,9.0,-118,4.62,0.29,31,0.290,0.305,0.065,0.333,0.355,0.688,8.80,2.90,0.321,7.57,2.44
Wilmer Flores,$3.2K,R,NYM,1B/3B,SDP,3 ,Clayton Richard,L,,,,,,500,7,8.0,-108,4.08, ,83,0.241,0.283,0.108,0.297,0.349,0.646,8.80,7.70,0.253,7.74,2.42
Curtis Granderson,$3.9K,L,TOR,OF,MIN,1 ,Ervin Santana,R,,,,,,1100,-7,9.5,102,4.65,0.02,221,0.235,0.335,0.195,0.337,0.430,0.767,27.80,12.90,0.305,9.38,2.41
Brad Miller,$2.9K,L,MIL,1B/2B,WAS,7 ,Tanner Roark,R,,,,,,700,16,9.5,-129,5,0.32,181,0.249,0.324,0.166,0.324,0.414,0.738,33.30,11.80,0.364,6.88,2.37
Rougned Odor,$3.9K,L,TEX,2B,OAK,2 ,Edwin Jackson,R,,,,,,300,8,11.5,119,5.4,-0.5,172,0.250,0.319,0.163,0.318,0.413,0.731,26.40,8.80,0.316,9.19,2.36
Brandon Belt,$3.7K,L,SFG,1B,@ SEA,4 ,Mike Leake,R,,,,,,800,3,8.5,124,3.94,-0.04,200,0.300,0.405,0.25,0.391,0.550,0.941,21.30,16.10,0.345,8.66,2.34
Chris Davis,$2.8K,L,BAL,1B,BOS,7 ,David Price,L, ,,,,,600,1,9.0,182,3.63,-0.22,81,0.123,0.218,0.160,0.207,0.284,0.491,37.00,8.70,0.133,6.54,2.34
