Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Victor Martinez,$2.9K,S,DET,1B,@ CHW,4 ,James Shields,R,,,,,,600,-7,9.0,-121,4.66,0.24,159,0.245,0.277,0.088,0.297,0.333,0.630,10.20,7.90,0.261,7.69,2.65
Kevan Smith,$2.8K,R,CHW,C,DET,3 ,Blaine Hardy,L,,,,,,700,-33,9.0,108,4.34,-0.24,6,0.667,0.648,0.167,0.667,0.833,1.500,0.00,0.00,0.667,7.28,2.6
Wilson Ramos,$3.2K,R,TBR,C,@ NYY,3 ,CC Sabathia,L,,,,,,700,-27,9.5,208,3.64,0.21,65,0.277,0.336,0.2,0.309,0.477,0.786,17.60,4.40,0.300,8.26,2.58
Ryan Flaherty,$2.7K,L,ATL,3B,SDP,8 ,Matthew Strahm,L, ,,,,,500,-9,8.5,-115,4.33,-0.13,9,0.222,0.248,0,0.300,0.222,0.522,11.10,0.00,0.250,6.78,2.51
Raffy Lopez,$2.7K,L,SDP,C,@ ATL,8 ,Julio Teheran,R,,,,,,500,-26,8.5,101,4.17,0.13,76,0.158,0.222,0.118,0.224,0.276,0.500,36.40,11.40,0.209,6.79,2.51
Corban Joseph,$2.5K,L,BAL,2B,MIA,1 ,Trevor Richards,R,,,,,,500,11,8.5,-175,4.85,0.09,4,0.250,0.313,0,0.400,0.250,0.650,20.00,20.00,0.333,6.21,2.48
Chad Pinder,$3.2K,R,OAK,OF,LAA,2 ,Andrew Heaney,L,,,,,,1100,30,8.5,106,4.12,-0.06,62,0.323,0.397,0.210,0.382,0.532,0.914,30.00,10.00,0.447,7.77,2.43
Cory Spangenberg,$3.6K,L,SDP,2B/3B,@ ATL,5 ,Julio Teheran,R,,,,,,900,-4,8.5,101,4.17,0.13,109,0.229,0.294,0.183,0.270,0.413,0.683,30.20,3.40,0.290,8.75,2.43
Freddy Galvis,$2.9K,S,SDP,SS,@ ATL,6 ,Julio Teheran,R,,,,,,500,-1,8.5,101,4.17,0.13,185,0.232,0.282,0.103,0.300,0.335,0.635,19.10,9.60,0.281,7,2.41
Jarrod Dyson,$2.9K,L,ARI,OF,NYM,8 ,Zack Wheeler,R,,,,,,600,1,8.5,-119,4.37,-0.49,122,0.172,0.238,0.074,0.257,0.246,0.503,10.70,12.90,0.181,6.97,2.4
Luis Valbuena,$3.0K,L,LAA,1B/3B,@ OAK,7 ,Daniel Mengden,R,,,,,,700,4,8.5,-120,4.38,0.06,156,0.212,0.257,0.115,0.256,0.327,0.583,32.70,6.50,0.286,7.21,2.4
Robbie Grossman,$2.7K,S,MIN,OF,@ CLE,6 ,Shane Bieber,R,,,,,,600,-5,9.5,131,4.34,-0.07,120,0.217,0.281,0.1,0.304,0.317,0.621,21.00,12.30,0.264,6.43,2.38
Spencer Kieboom,$2.5K,R,WAS,C,@ TOR,9 ,Sam Gaviglio,R, ,,,,,400,-24,9.0,-135,4.78,-0.13,22,0.182,0.199,0.045,0.217,0.227,0.444,21.70,4.30,0.235,5.9,2.36
Colin Moran,$3.3K,L,PIT,3B,CIN,4 ,Anthony DeSclafani,R,,,,,,600,-4,8.5,-149,4.64,-0.16,168,0.280,0.345,0.167,0.351,0.446,0.797,15.50,9.80,0.304,7.8,2.36
