Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Adrian Beltre,$3.4K,R,TEX,3B,OAK,4 ,Brett Anderson,L,,,,,,800,-1,10.5,-108,5.31,-0.28,64,0.344,0.361,0.078,0.397,0.422,0.819,20.50,11.00,0.431,9.26,2.72
Rosell Herrera,$2.9K,S,KCR,OF,DET,2 ,Francisco Liriano,L,,,,,,700,-4,10.0,-100,4.91,0.25,25,0.200,0.242,0.08,0.259,0.280,0.539,10.70,3.60,0.227,7.41,2.56
James McCann,$2.7K,R,DET,C,@ KCR,7 ,Heath Fillmyer,R, ,,,,,600,-29,10.0,-114,5.09,0.25,195,0.236,0.268,0.087,0.281,0.323,0.604,21.40,5.70,0.289,6.69,2.48
Lourdes Gurriel,$3.4K,R,TOR,2B/SS,MIN,2 ,Adalberto Mejia,L,,,,,,800,4,9.5,-121,4.91,0.02,34,0.235,0.231,0.029,0.257,0.265,0.522,20.00,2.90,0.296,8.32,2.45
Yandy Diaz,$3.4K,R,CLE,3B,PIT,4 ,Trevor Williams,R, ,,,,,600,5,8.5,-259,5.38,-0.01,5,0.600,0.527,0,0.600,0.600,1.200,0.00,0.00,0.600,8.31,2.44
Joc Pederson,$3.9K,L,LAD,OF,@ PHI,1 ,Zach Eflin,R,,,,,,1000,-7,8.0,-158,4.44,-0.15,198,0.273,0.391,0.288,0.364,0.561,0.925,15.70,12.20,0.278,9.51,2.44
Chris Davis,$2.9K,L,BAL,1B,BOS,5 ,Rick Porcello,R,,,,,,700,-9,9.0,170,3.74,-0.22,221,0.167,0.236,0.109,0.240,0.276,0.516,36.00,9.10,0.242,7.08,2.44
Logan Morrison,$3.3K,L,MIN,1B,@ TOR,5 ,Luis Santos,R,,,,,,400,8,9.5,107,4.59,-0.02,198,0.182,0.291,0.187,0.282,0.369,0.651,19.40,11.50,0.179,8.02,2.43
Salvador Perez,$3.7K,R,KCR,C,DET,3 ,Francisco Liriano,L,,,,,,800,-18,10.0,-100,4.91,0.25,69,0.203,0.284,0.203,0.250,0.406,0.656,25.00,6.60,0.208,8.95,2.42
Elvis Andrus,$4.0K,R,TEX,SS,OAK,3 ,Brett Anderson,L,,,,,,500,2,10.5,-108,5.31,-0.28,40,0.250,0.304,0.125,0.318,0.375,0.693,4.50,9.10,0.263,9.67,2.42
