Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Tim Beckham,$2.9K,R,BAL,3B,@ PHI,1 ,Zach Eflin,R, ,,,,,600,2,9.0,139,4.03,0.09,80,0.163,0.180,0.037,0.190,0.200,0.390,27.10,4.70,0.224,7.5,2.59
Brandon Guyer,$2.9K,R,CLE,OF,@ KCR,5 ,Danny Duffy,L,,,,,,900,-8,9.5,-180,5.45,0.34,57,0.246,0.362,0.228,0.348,0.474,0.822,17.90,10.40,0.262,7.28,2.51
Nick Williams,$3.4K,L,PHI,OF,BAL,5 ,Alex Cobb,R,,,,,,900, ,9.0,-154,4.97,-0.09,146,0.226,0.321,0.219,0.298,0.445,0.743,25.20,8.60,0.258,8.45,2.49
Brad Miller,$3.5K,L,MIL,2B/SS,MIN,1 ,Jake Odorizzi,R,,,,,,600,-2,8.5,-133,4.5,-0.42,144,0.271,0.344,0.174,0.344,0.444,0.788,31.10,11.60,0.385,8.7,2.49
Carlos Gonzalez,$4.1K,L,COL,OF,SFG,4 ,Chris Stratton,R,,,,,,600,10,12.5,-116,6.4,0.2,142,0.289,0.353,0.204,0.331,0.493,0.824,22.80,8.90,0.343,10.2,2.49
Ian Kinsler,$3.6K,R,LAA,2B,@ SEA,7 ,Wade LeBlanc,L,,,,,,700,6,8.5,-105,4.18,0.01,67,0.194,0.225,0.090,0.229,0.284,0.513,8.60,4.30,0.200,8.89,2.47
Jorge Polanco,$3.0K,S,MIN,3B/SS,@ MIL,2 ,Junior Guerra,R,,,,,,300,10,8.5,118,4,-0.08,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.28,2.43
Rosell Herrera,$2.9K,S,KCR,OF,CLE,2 ,Shane Bieber,R,,,,,,700, ,9.5,159,4.05,0.66,40,0.175,0.210,0.125,0.175,0.300,0.475,31.70,2.40,0.259,6.92,2.39
Chance Sisco,$2.8K,L,BAL,C,@ PHI,8 ,Zach Eflin,R,,,,,,700,-34,9.0,139,4.03,0.09,118,0.212,0.288,0.085,0.316,0.297,0.613,34.10,8.00,0.343,6.61,2.36
Scott Kingery,$3.1K,R,PHI,SS,BAL,6 ,Alex Cobb,R, ,,,,,700,-1,9.0,-154,4.97,-0.09,188,0.245,0.287,0.122,0.289,0.367,0.656,22.10,5.90,0.301,7.31,2.36
