Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Mikie Mahtook,$3.0K,R,DET,OF,@ TOR,1 ,Ryan Borucki,L,,,,,,1000,-9,9.5,119,4.46,0.21,19,0.158,0.158,0.053,0.158,0.211,0.369,21.10,0.00,0.200,7.36,2.45
Victor Martinez,$2.9K,S,DET,1B,@ TOR,5 ,Ryan Borucki,L,,,,,,500,-9,9.5,119,4.46,0.21,68,0.235,0.265,0.103,0.268,0.338,0.606,11.10,5.60,0.241,7.06,2.43
Brad Miller,$3.5K,L,MIL,1B,MIN,1 ,Kyle Gibson,R,,,,,,800,1,8.0,-130,4.22,-0.37,140,0.257,0.334,0.179,0.329,0.436,0.765,31.40,11.30,0.364,8.46,2.42
Yoan Moncada,$4.0K,S,CHW,2B,@ CIN,1 ,Luis Castillo,R,,,,,,1100,-2,9.0,169,3.75,-0.29,224,0.246,0.331,0.210,0.310,0.455,0.765,35.60,8.50,0.357,9.66,2.42
Brett Gardner,$3.5K,L,NYY,OF,ATL,1 ,Anibal Sanchez,R,,,,,,300,18,9.5,-186,5.52,-0.05,196,0.250,0.326,0.148,0.339,0.398,0.737,15.20,11.70,0.277,8.43,2.41
Curtis Granderson,$4.1K,L,TOR,OF,DET,1 ,Mike Fiers,R,,,,,,1400,-16,9.5,-133,5.04,-0.21,173,0.260,0.369,0.225,0.366,0.486,0.852,29.20,13.40,0.343,9.9,2.41
Robbie Grossman,$3.0K,S,MIN,OF,@ MIL,4 ,Brent Suter,L,,,,,,300,14,8.0,116,3.78,-0.13,63,0.238,0.286,0.095,0.310,0.333,0.643,22.90,10.00,0.298,7.15,2.38
Yangervis Solarte,$3.9K,S,TOR,2B/3B,DET,3 ,Mike Fiers,R,,,,,,900,-3,9.5,-133,5.04,-0.21,201,0.254,0.318,0.169,0.307,0.423,0.730,16.90,7.80,0.274,9.23,2.37
Gorkys Hernandez,$4.1K,R,SFG,OF,@ COL,1 ,Kyle Freeland,L,,,,,,400,11,11.5,-107,5.85,0.69,82,0.256,0.317,0.159,0.307,0.415,0.722,28.90,7.80,0.340,9.66,2.36
Kevin Pillar,$3.3K,R,TOR,OF,DET,6 ,Mike Fiers,R, ,,,,,900,-1,9.5,-133,5.04,-0.21,215,0.270,0.313,0.158,0.303,0.428,0.731,20.30,4.40,0.319,7.78,2.36
Adeiny Hechavarria,$2.9K,R,TBR,SS,@ MIA,5 ,Wei-Yin Chen,L,,,,,,700,-2,7.5,-129,3.94, ,51,0.373,0.348,0.020,0.400,0.392,0.792,8.90,7.10,0.404,6.71,2.31
James McCann,$2.8K,R,DET,C,@ TOR,6 ,Ryan Borucki,L,,,,,,500,-18,9.5,119,4.46,0.21,54,0.259,0.339,0.204,0.322,0.463,0.785,18.60,8.50,0.275,6.46,2.31
Buster Posey,$4.7K,R,SFG,1B/C,@ COL,4 ,Kyle Freeland,L,,,,,,1000, ,11.5,-107,5.85,0.69,87,0.299,0.378,0.195,0.380,0.494,0.874,6.90,13.90,0.295,10.72,2.28
Jorge Polanco,$3.1K,S,MIN,3B/SS,@ MIL,5 ,Brent Suter,L,,,,,,600,7,8.0,116,3.78,-0.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.9,2.23
Justin Bour,$3.3K,L,MIA,1B,TBR,4 ,Nathan Eovaldi,R,,,,,,500,7,7.5,114,3.56, ,175,0.251,0.372,0.251,0.356,0.503,0.859,24.10,17.00,0.283,7.37,2.23
Andrew McCutchen,$4.9K,R,SFG,OF,@ COL,3 ,Kyle Freeland,L,,,,,,800, ,11.5,-107,5.85,0.69,111,0.270,0.346,0.189,0.331,0.459,0.790,22.80,8.90,0.338,10.94,2.23
