Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Elias Diaz,$2.6K,R,PIT,C,@ CLE,4 ,Shane Bieber,R, ,,,,,200,-17,9.0,153,3.9,-0.3,123,0.252,0.301,0.138,0.304,0.390,0.694,16.30,6.70,0.273,7.65,2.94
Marwin Gonzalez,$3.4K,S,HOU,OF/SS,@ COL,6 ,Tyler Anderson,L,,,,,,-100,70,10.0,-136,5.34,0.09,107,0.262,0.284,0.084,0.298,0.346,0.644,20.20,6.10,0.329,9.61,2.83
Tim Beckham,$3.0K,R,BAL,3B,BOS,1 ,Drew Pomeranz,L,,,,,,300,9,9.5,140,4.23,-0.77,42,0.286,0.339,0.143,0.348,0.429,0.777,28.30,8.70,0.393,8.12,2.71
Phillip Evans,$2.3K,R,NYM,OF,SDP,8 ,Eric Lauer,L,,,,,,300,62,7.5,-132,3.97,-0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6,2.61
Anthony Rizzo,$4.1K,L,CHC,1B,ARI,1 ,Clay Buchholz,R,,,,,,100,15,9.0,-156,4.98,4.98,248,0.262,0.361,0.190,0.375,0.452,0.827,9.60,15.60,0.257,10.25,2.5
Gerardo Parra,$3.5K,L,COL,OF,HOU,6 ,Gerrit Cole,R,,,,,,300,34,10.0,123,4.66,-0.59,201,0.333,0.369,0.129,0.385,0.463,0.848,15.30,8.10,0.382,8.76,2.5
Chase d'Arnaud,$3.0K,R,SFG,2B/3B,@ SEA,1 ,Roenis Elias,L,,,,,,600,4,8.5,109,4.08,0.9,16,0.438,0.554,0.438,0.438,0.875,1.313,25.00,0.00,0.500,7.42,2.47
Mike Moustakas,$3.8K,L,KCR,3B,DET,3 ,Jordan Zimmermann,R,,,,,,400,2,9.0,-106,4.43,-0.32,248,0.246,0.345,0.242,0.320,0.488,0.808,14.70,10.40,0.237,9.35,2.46
Andrelton Simmons,$3.5K,R,LAA,SS,CHW,2 ,Carlos Rodon,L,,,,,,700,1,8.5,-172,4.84,-0.17,96,0.302,0.368,0.146,0.393,0.448,0.841,4.50,13.40,0.292,8.58,2.45
Adrian Beltre,$3.3K,R,TEX,3B,OAK,4 ,Frankie Montas,R, ,,,,,600,-1,10.5,-104,5.33,-0.06,177,0.266,0.318,0.136,0.323,0.401,0.724,21.20,9.10,0.313,8,2.42
Rosell Herrera,$3.0K,S,KCR,OF,DET,2 ,Jordan Zimmermann,R,,,,,,500,8,9.0,-106,4.43,-0.32,71,0.239,0.266,0.099,0.267,0.338,0.605,28.00,5.30,0.333,7.26,2.42
David Fletcher,$3.1K,R,LAA,3B,CHW,1 ,Carlos Rodon,L,,,,,,200,10,8.5,-172,4.84,-0.17,41,0.220,0.281,0.146,0.283,0.366,0.649,8.50,6.40,0.216,7.45,2.4
Jake Lamb,$3.4K,L,ARI,3B,@ CHC,5 ,Kyle Hendricks,R,,,,,,500,2,9.0,140,4.02,4.02,155,0.239,0.314,0.148,0.324,0.387,0.711,24.60,11.70,0.287,8.11,2.39
Brad Miller,$3.0K,L,MIL,1B/2B,WAS,7 ,Jeremy Hellickson,R,,,,,,900,17,9.5,-128,4.99,0.41,178,0.247,0.323,0.169,0.320,0.416,0.736,34.00,11.50,0.364,7.16,2.39
Dexter Fowler,$3.5K,S,STL,OF,@ CIN,7 ,Homer Bailey,R,,,,,,800,1,10.5,-125,5.48,0.35,208,0.178,0.257,0.125,0.263,0.303,0.566,21.20,10.60,0.200,8.25,2.36
Colin Moran,$3.2K,L,PIT,3B,@ CLE,5 ,Shane Bieber,R,,,,,,900,-3,9.0,153,3.9,-0.3,239,0.285,0.339,0.151,0.347,0.435,0.782,15.30,9.30,0.309,7.56,2.36
Marcell Ozuna,$3.5K,R,STL,OF,@ CIN,4 ,Homer Bailey,R, ,,,,,700,6,10.5,-125,5.48,0.35,289,0.263,0.298,0.107,0.306,0.370,0.676,18.60,7.10,0.305,8.2,2.34
Danny Valencia,$3.2K,R,BAL,3B/OF,BOS,5 ,Drew Pomeranz,L,,,,,,700,-53,9.5,140,4.23,-0.77,97,0.289,0.372,0.227,0.357,0.515,0.872,15.20,13.40,0.286,7.5,2.34
Lucas Duda,$3.5K,L,KCR,1B,DET,5 ,Jordan Zimmermann,R,,,,,,500,8,9.0,-106,4.43,-0.32,147,0.272,0.351,0.190,0.340,0.463,0.803,24.70,9.90,0.337,8.15,2.33
Adam Engel,$2.5K,R,CHW,OF,@ LAA,9 ,Felix Pena,R, ,,,,,500,-4,8.5,158,3.66,-0.33,185,0.222,0.264,0.076,0.282,0.297,0.579,27.20,5.80,0.305,5.8,2.32
Nicky Delmonico,$2.9K,L,CHW,OF,@ LAA,7 ,Felix Pena,R,,,,,,800,-6,8.5,158,3.66,-0.33,103,0.233,0.292,0.078,0.325,0.311,0.636,17.90,11.10,0.284,6.74,2.32
Jorge Bonifacio,$3.3K,R,KCR,OF,DET,6 ,Jordan Zimmermann,R, ,,,,,400,27,9.0,-106,4.43,-0.32,48,0.229,0.318,0.167,0.327,0.396,0.723,27.30,10.90,0.312,7.61,2.31
Yulieski Gurriel,$4.3K,R,HOU,1B,@ COL,4 ,Tyler Anderson,L,,,,,,800, ,10.0,-136,5.34,0.09,100,0.300,0.327,0.11,0.343,0.410,0.753,13.00,6.50,0.329,9.81,2.28
Mark Trumbo,$3.4K,R,BAL,1B/OF,BOS,4 ,Drew Pomeranz,L,,,,,,400,-9,9.5,140,4.23,-0.77,70,0.229,0.305,0.171,0.299,0.400,0.699,22.10,7.80,0.260,7.71,2.27
Rougned Odor,$4.3K,L,TEX,2B,OAK,2 ,Frankie Montas,R,,,,,,900,-1,10.5,-104,5.33,-0.06,168,0.250,0.320,0.161,0.319,0.411,0.730,26.50,9.00,0.316,9.76,2.27
Niko Goodrum,$3.5K,S,DET,2B/OF,@ KCR,2 ,Burch Smith,R,,,,,,700,3,9.0,-107,4.57,-0.18,187,0.225,0.319,0.225,0.297,0.449,0.746,33.00,9.10,0.304,7.96,2.27
Tyler Saladino,$3.1K,R,MIL,SS,WAS,6 ,Jeremy Hellickson,R, ,,,,,600,-1,9.5,-128,4.99,0.41,67,0.313,0.375,0.209,0.352,0.522,0.874,26.00,4.10,0.386,6.99,2.25
Nelson Cruz,$4.2K,R,SEA,OF,SFG,4 ,Andrew Suarez,L,,,,,,500,16,8.5,-124,4.42,0.1,76,0.276,0.438,0.368,0.398,0.645,1.043,19.40,19.40,0.269,9.45,2.25
Jose Altuve,$5.0K,R,HOU,2B,@ COL,3 ,Tyler Anderson,L,,,,,,500,1,10.0,-136,5.34,0.09,112,0.277,0.317,0.098,0.344,0.375,0.719,10.40,9.60,0.303,11.16,2.23
Eric Hosmer,$3.5K,L,SDP,1B,@ NYM,4 ,Zack Wheeler,R,,,,,,700,1,7.5,117,3.53,0.09,262,0.263,0.329,0.156,0.332,0.420,0.752,24.90,11.80,0.335,7.75,2.21
Brandon Drury,$3.0K,R,NYY,2B/3B,@ TBR,7 ,Yonny Chirinos,R, ,,,,,1000, ,7.5,-183,4.35,0.55,33,0.182,0.246,0.121,0.250,0.303,0.553,22.20,8.30,0.208,6.61,2.2
Alex Gordon,$3.1K,L,KCR,OF,DET,7 ,Jordan Zimmermann,R,,,,,,700,2,9.0,-106,4.43,-0.32,205,0.263,0.325,0.137,0.338,0.400,0.738,20.20,8.30,0.314,6.82,2.2
Victor Martinez,$3.0K,S,DET,1B,@ KCR,5 ,Burch Smith,R,,,,,,700, ,9.0,-107,4.57,-0.18,223,0.238,0.270,0.072,0.294,0.309,0.603,9.40,8.60,0.254,6.59,2.2
Trey Mancini,$3.2K,R,BAL,1B/OF,BOS,6 ,Drew Pomeranz,L,,,,,,600,-33,9.5,140,4.23,-0.77,108,0.222,0.287,0.120,0.294,0.343,0.637,26.10,8.40,0.284,7.05,2.2
Ronald Acuna,$4.4K,R,ATL,OF,@ MIA,1 ,Wei-Yin Chen,L,,,,,,1100,-8,7.5,-126,3.92,-0.29,49,0.245,0.330,0.163,0.327,0.408,0.735,27.30,10.90,0.312,9.62,2.19
Matt Davidson,$3.1K,R,CHW,1B/3B,@ LAA,6 ,Felix Pena,R, ,,,,,900,-6,8.5,158,3.66,-0.33,201,0.214,0.323,0.189,0.322,0.403,0.725,36.90,14.00,0.318,6.8,2.19
Salvador Perez,$3.5K,R,KCR,C,DET,4 ,Jordan Zimmermann,R, ,,,,,600,-23,9.0,-106,4.43,-0.32,230,0.226,0.285,0.174,0.262,0.400,0.662,19.30,2.50,0.240,7.62,2.18
Jose Abreu,$3.6K,R,CHW,1B,@ LAA,3 ,Felix Pena,R, ,,,,,300,17,8.5,158,3.66,-0.33,301,0.246,0.320,0.179,0.305,0.425,0.730,17.80,8.80,0.269,7.8,2.17
Adam Duvall,$3.5K,R,CIN,OF,STL,5 ,Austin Gomber,L,,,,,,600,16,10.5,111,5.02,0.15,81,0.235,0.357,0.222,0.347,0.457,0.804,23.20,20.00,0.259,7.59,2.17
Yoan Moncada,$3.7K,S,CHW,2B,@ LAA,1 ,Felix Pena,R,,,,,,600,8,8.5,158,3.66,-0.33,274,0.248,0.337,0.204,0.325,0.453,0.778,34.00,10.10,0.358,8.03,2.17
Yolmer Sanchez,$3.2K,S,CHW,3B,@ LAA,2 ,Felix Pena,R,,,,,,500,1,8.5,158,3.66,-0.33,285,0.274,0.328,0.172,0.320,0.446,0.766,17.50,5.50,0.319,6.93,2.17
Leonys Martin,$3.7K,L,DET,OF,@ KCR,1 ,Burch Smith,R,,,,,,800,2,9.0,-107,4.57,-0.18,215,0.279,0.354,0.167,0.358,0.447,0.805,20.60,12.30,0.333,8.03,2.17
Jeimer Candelario,$3.7K,S,DET,3B,@ KCR,4 ,Burch Smith,R,,,,,,600,-1,9.0,-107,4.57,-0.18,224,0.210,0.321,0.205,0.316,0.415,0.731,24.70,12.50,0.243,7.93,2.14
Gregory Polanco,$4.2K,L,PIT,OF,@ CLE,3 ,Shane Bieber,R,,,,,,600,12,9.0,153,3.9,-0.3,238,0.239,0.362,0.273,0.336,0.513,0.849,22.00,14.90,0.257,8.94,2.13
Elvis Andrus,$3.8K,R,TEX,SS,OAK,3 ,Frankie Montas,R, ,,,,, ,9,10.5,-104,5.33,-0.06,121,0.264,0.308,0.099,0.333,0.364,0.697,15.60,8.10,0.303,8.11,2.13
Steven Souza,$3.7K,R,ARI,OF,@ CHC,4 ,Kyle Hendricks,R, ,,,,,900,-8,9.0,140,4.02,4.02,59,0.153,0.233,0.119,0.231,0.271,0.502,27.70,10.80,0.200,7.88,2.13
Yangervis Solarte,$3.7K,S,TOR,2B/3B,MIN,5 ,Jose Berrios,R,,,,,,700,2,8.5,105,4.14,-0.36,250,0.244,0.307,0.156,0.303,0.400,0.703,16.10,8.00,0.261,7.85,2.12
Adam Jones,$3.4K,R,BAL,OF,BOS,3 ,Drew Pomeranz,L,,,,,,400,31,9.5,140,4.23,-0.77,108,0.296,0.293,0.074,0.306,0.370,0.676,9.00,1.80,0.316,7.19,2.11
