Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Noel Cuevas,$2.5K,R,COL,OF,SDP,8 ,Eric Lauer,L,,,,,, ,19,10.0,-151,5.49,-0.81,2,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,7.17,2.87
Chris Iannetta,$3.5K,R,COL,C,SDP,5 ,Eric Lauer,L,,,,,,300,-15,10.0,-151,5.49,-0.81,26,0.231,0.335,0.154,0.355,0.385,0.740,0.19,0.16,0.263,9.69,2.77
Chase Headley,$3.1K,S,SDP,1B/3B,@ COL,5 ,Kyle Freeland,L,,,,,,100,9,10.0,136,4.51,-0.69,8,0.000,0.000,0.000,0.000,0.000,0.000,0.50,0.00,0.000,8.37,2.7
Lucas Duda,$3.2K,L,KCR,1B,MIL,5 ,Zach Davies,R,,,,,,900,-19,9.0,118,4.24,0.21,36,0.333,0.389,0.167,0.385,0.500,0.885,0.15,0.08,0.357,8.28,2.59
Gregor Blanco,$2.7K,L,SFG,OF,WAS,1 ,Tanner Roark,R,,,,,,500, ,8.0,-101,3.94,0.32,26,0.346,0.348,0.039,0.393,0.385,0.778,0.18,0.07,0.429,6.96,2.58
Enrique Hernandez,$3.4K,R,LAD,1B/2B,MIA,3 ,Dillon Peters,L,,,,,,900, ,7.5,-261,4.75, ,26,0.269,0.364,0.193,0.375,0.462,0.837,0.28,0.16,0.353,8.71,2.56
Adrian Sanchez,$2.2K,R,WAS,2B/SS,@ SFG,7 ,Ty Blach,L,,,,,,200,4,8.0,-111,4.06,0.18,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.56,2.53
Tommy La Stella,$2.6K,L,CHC,2B/3B,@ CLE,5 ,Josh Tomlin,R,,,,,,100,6,9.0,118,4.24,-0.15,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.54,2.52
Delino DeShields,$3.2K,R,TEX,OF,OAK,1 ,Andrew Triggs,R, ,,,,,800,-16,10.0,-120,5.16,0.59,11,0.182,0.206,0.000,0.250,0.182,0.432,0.17,0.08,0.222,8.06,2.52
Jose Peraza,$2.9K,R,CIN,SS,ATL,2 ,Brandon McCarthy,R, ,,,,,300,-5,8.5,-101,4.18,0.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.22,2.49
Jesse Winker,$2.9K,L,CIN,OF,ATL,1 ,Brandon McCarthy,R,,,,,, ,17,8.5,-101,4.18,0.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.22,2.49
Christopher Taylor,$3.7K,R,LAD,OF,MIA,1 ,Dillon Peters,L,,,,,,800,-17,7.5,-261,4.75, ,25,0.200,0.302,0.200,0.286,0.400,0.686,0.18,0.11,0.211,9.13,2.47
Shin-Soo Choo,$3.6K,L,TEX,OF,OAK,2 ,Andrew Triggs,R,,,,,, ,10,10.0,-120,5.16,0.59,67,0.224,0.338,0.254,0.303,0.478,0.781,0.18,0.10,0.204,8.89,2.47
Austin Barnes,$3.0K,R,LAD,2B/C,MIA,6 ,Dillon Peters,L,,,,,,900,-29,7.5,-261,4.75, ,12,0.333,0.356,0.084,0.385,0.417,0.802,0.08,0.08,0.364,7.34,2.45
Kolten Wong,$2.6K,L,STL,2B,NYM,8 ,Zack Wheeler,R,,,,,,200,3,8.0,-187,4.65,0.11,41,0.146,0.227,0.074,0.255,0.220,0.475,0.15,0.13,0.152,6.37,2.45
Marcus Semien,$3.7K,R,OAK,SS,@ TEX,1 ,Cole Hamels,L,,,,,, , ,10.0,107,4.84,-0.09,35,0.343,0.401,0.200,0.405,0.543,0.948,0.24,0.12,0.423,8.98,2.43
Ehire Adrianza,$2.5K,S,MIN,SS,@ NYY,8 ,CC Sabathia,L,,,,,,200,-4,8.5,136,3.83,-0.19,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.06,2.42
Adrian Beltre,$3.4K,R,TEX,3B,OAK,4 ,Andrew Triggs,R, ,,,,,-200,4,10.0,-120,5.16,0.59,68,0.309,0.355,0.132,0.372,0.441,0.813,0.12,0.10,0.333,8.23,2.42
Pedro Florimon,$2.3K,S,PHI,SS,ARI,7 ,Robbie Ray,L,,,,,,300,-68,7.5,-107,3.81,-0.24,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.56,2.42
Tim Anderson,$3.7K,R,CHW,SS,SEA,1 ,Marco Gonzales,L,,,,,,600,-6,9.5,118,4.47,0.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.92,2.41
Matt Carpenter,$3.6K,L,STL,2B/3B,NYM,1 ,Zack Wheeler,R,,,,,,300,-1,8.0,-187,4.65,0.11,53,0.189,0.304,0.188,0.308,0.377,0.685,0.26,0.15,0.222,8.69,2.41
Austin Hedges,$3.2K,R,SDP,C,@ COL,8 ,Kyle Freeland,L,,,,,,200,-16,10.0,136,4.51,-0.69,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.7,2.41
Scooter Gennett,$3.1K,L,CIN,2B,ATL,4 ,Brandon McCarthy,R,,,,,, ,4,8.5,-101,4.18,0.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.4,2.39
Jon Jay,$2.9K,L,KCR,OF,MIL,1 ,Zach Davies,R,,,,,,400,1,9.0,118,4.24,0.21,47,0.213,0.250,0.064,0.275,0.277,0.552,0.14,0.08,0.250,6.89,2.38
Preston Tucker,$3.0K,L,ATL,OF,@ CIN,6 ,Tyler Mahle,R,,,,,, ,20,8.5,-112,4.32,-0.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.12,2.37
Trevor Story,$4.3K,R,COL,SS,SDP,4 ,Eric Lauer,L,,,,,,200,-1,10.0,-151,5.49,-0.81,32,0.312,0.439,0.313,0.405,0.625,1.030,0.38,0.14,0.500,10.12,2.35
Freddy Galvis,$3.4K,S,SDP,SS,@ COL,6 ,Kyle Freeland,L,,,,,,100,-1,10.0,136,4.51,-0.69,36,0.222,0.254,0.111,0.243,0.333,0.576,0.27,0.03,0.280,7.98,2.35
Trayce Thompson,$2.7K,R,CHW,OF,SEA,7 ,Marco Gonzales,L,,,,,,500, ,9.5,118,4.47,0.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.28,2.33
Manuel Margot,$4.3K,R,SDP,OF,@ COL,1 ,Kyle Freeland,L,,,,,,900,-16,10.0,136,4.51,-0.69,15,0.067,0.123,0.066,0.125,0.133,0.258,0.38,0.06,0.111,9.98,2.32
Joe Panik,$3.1K,L,SFG,2B,WAS,2 ,Tanner Roark,R,,,,,,200,-1,8.0,-101,3.94,0.32,39,0.333,0.378,0.129,0.395,0.462,0.857,0.09,0.09,0.353,7.18,2.32
Wil Myers,$4.8K,R,SDP,1B/OF,@ COL,3 ,Kyle Freeland,L,,,,,,1400,-34,10.0,136,4.51,-0.69,4,0.250,0.222,0.000,0.250,0.250,0.500,0.25,0.00,0.333,11.11,2.31
Welington Castillo,$3.1K,R,CHW,C,SEA,4 ,Marco Gonzales,L,,,,,,800,-31,9.5,118,4.47,0.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.15,2.31
Teoscar Hernandez,$3.2K,R,TOR,OF,BOS,2 ,Rick Porcello,R, ,,,,,-300,25,8.5,-110,4.18,0.07,20,0.500,0.700,0.650,0.545,1.150,1.695,0.09,0.09,0.467,7.4,2.31
Chad Pinder,$3.3K,R,OAK,OF/SS,@ TEX,2 ,Cole Hamels,L,,,,,,1200,-31,10.0,107,4.84,-0.09,19,0.421,0.489,0.263,0.450,0.684,1.134,0.30,0.05,0.583,7.63,2.31
Jose Abreu,$4.0K,R,CHW,1B,SEA,3 ,Marco Gonzales,L,,,,,,400,-4,9.5,118,4.47,0.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.19,2.3
Nomar Mazara,$3.5K,L,TEX,OF,OAK,3 ,Andrew Triggs,R,,,,,,200,5,10.0,-120,5.16,0.59,61,0.262,0.298,0.115,0.297,0.377,0.674,0.20,0.05,0.304,8.06,2.3
Cameron Maybin,$2.7K,R,MIA,OF,@ LAD,6 ,Kenta Maeda,R, ,,,,,500, ,7.5,228,2.75, ,40,0.175,0.264,0.050,0.320,0.225,0.545,0.32,0.18,0.280,6.19,2.29
Moises Sierra,$2.6K,R,WAS,OF,@ SFG,5 ,Ty Blach,L,,,,,,400,4,8.0,-111,4.06,0.18,14,0.071,0.059,-0.000,0.067,0.071,0.138,0.33,0.00,0.100,5.92,2.28
Mike Zunino,$3.2K,R,SEA,C,@ CHW,8 ,Chris Volstad,R, ,,,,,700,-30,9.5,-132,5.03,-0.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.25,2.27
Howie Kendrick,$3.2K,R,WAS,2B/OF,@ SFG,2 ,Ty Blach,L,,,,,,300,-3,8.0,-111,4.06,0.18,24,0.208,0.217,0.084,0.208,0.292,0.500,0.25,0.00,0.278,7.26,2.27
Freddie Freeman,$4.8K,L,ATL,T4,@ CIN,3 ,Tyler Mahle,R,,,,,,600,-1,8.5,-112,4.32,-0.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,10.87,2.26
Brian Dozier,$4.5K,R,MIN,T5,@ NYY,1 ,CC Sabathia,L,,,,,,200,-1,8.5,136,3.83,-0.19,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,10.18,2.26
Jason Kipnis,$3.8K,L,CLE,2B,CHC,2 ,Tyler Chatwood,R,,,,,,400, ,9.0,-131,4.76,0.15,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.56,2.25
Albert Almora,$3.2K,R,CHC,OF,@ CLE,1 ,Josh Tomlin,R, ,,,,,100,13,9.0,118,4.24,-0.15,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.21,2.25
Nick Markakis,$3.2K,L,ATL,OF,@ CIN,4 ,Tyler Mahle,R,,,,,,100,13,8.5,-112,4.32,-0.13,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.16,2.24
Salvador Perez,$3.2K,R,KCR,C,MIL,4 ,Zach Davies,R, ,,,,,500,-22,9.0,118,4.24,0.21,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.17,2.24
Mitch Haniger,$3.7K,R,SEA,OF,@ CHW,6 ,Chris Volstad,R, ,,,,,-100,15,9.5,-132,5.03,-0.1,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.24,2.23
Daniel Descalso,$2.9K,L,ARI,2B/3B,@ PHI,5 ,Vincent Velasquez,R,,,,,,500,-3,7.5,-106,3.69,-0.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.47,2.23
Kyle Farmer,$2.7K,R,LAD,C,MIA,8 ,Dillon Peters,L,,,,,,600,-4,7.5,-261,4.75, ,10,0.200,0.178,0.000,0.200,0.200,0.400,0.20,0.00,0.250,6,2.22
Cheslor Cuthbert,$2.8K,R,KCR,1B/3B,MIL,8 ,Zach Davies,R, ,,,,,400,-7,9.0,118,4.24,0.21,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.22,2.22
Miguel Sano,$4.1K,R,MIN,T6,@ NYY,3 ,CC Sabathia,L,,,,,,400,-6,8.5,136,3.83,-0.19,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.09,2.22
