Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Brandon Guyer,$2.8K,R,CLE,OF,CHW,5 ,Carlos Rodon,L,,,,,,700,-1,8.5,-179,4.89,-0.43,51,0.235,0.363,0.255,0.339,0.490,0.829,15.00,11.70,0.231,8.24,2.94
Paulo Orlando,$2.4K,R,KCR,OF,TEX,2 ,Cole Hamels,L,,,,,,200,10,9.0,122,4.2,-0.03,26,0.231,0.231,0.077,0.231,0.308,0.539,23.10,0.00,0.300,6.79,2.83
Enrique Hernandez,$3.3K,R,LAD,2B/OF,@ CHC,2 ,Mike Montgomery,L,,,,,,700,-42,8.0,115,3.79,3.79,85,0.224,0.334,0.235,0.295,0.459,0.754,21.40,12.20,0.220,9.22,2.79
Kole Calhoun,$2.6K,L,LAA,OF,ARI,6 ,Matt Koch,R,,,,,,600,-2,9.0,-144,4.88,-0.07,141,0.156,0.181,0.043,0.200,0.199,0.399,26.00,5.30,0.206,7.06,2.72
Rajai Davis,$3.1K,R,CLE,OF,CHW,9 ,Carlos Rodon,L,,,,,,700,-1,8.5,-179,4.89,-0.43,52,0.212,0.226,0,0.250,0.212,0.462,15.50,8.60,0.250,8.33,2.69
Jace Peterson,$2.8K,L,BAL,2B/3B,@ WAS,1 ,Jefry Rodriguez,R,,,,,,-100,18,9.0,156,3.88,0.11,91,0.220,0.296,0.121,0.308,0.341,0.649,25.50,11.30,0.297,7.47,2.67
Justin Smoak,$3.4K,S,TOR,1B,ATL,2 ,Mike Soroka,R,,,,,,500,-4,9.0,-108,4.58,0.15,144,0.194,0.331,0.222,0.330,0.417,0.747,26.70,18.30,0.231,8.66,2.55
Adam Duvall,$3.3K,R,CIN,OF,DET,6 ,Matt Boyd,L,,,,,,500,8,9.0,-125,4.69,-0.03,57,0.211,0.348,0.281,0.308,0.491,0.799,24.60,17.40,0.200,8.15,2.47
Chris Young,$2.6K,R,LAA,OF,ARI,8 ,Matt Koch,R, ,,,,,-300,36,9.0,-144,4.88,-0.07,53,0.170,0.291,0.208,0.286,0.377,0.663,29.70,12.50,0.188,6.36,2.45
Curtis Granderson,$3.8K,L,TOR,OF,ATL,1 ,Mike Soroka,R,,,,,,700,-2,9.0,-108,4.58,0.15,149,0.262,0.363,0.195,0.375,0.456,0.831,29.00,14.20,0.359,9.32,2.45
Aledmys Diaz,$3.0K,R,TOR,SS,ATL,7 ,Mike Soroka,R, ,,,,,700,-4,9.0,-108,4.58,0.15,119,0.261,0.331,0.218,0.290,0.479,0.769,14.40,4.00,0.263,7.34,2.45
Adam Jones,$3.4K,R,BAL,OF,@ WAS,2 ,Jefry Rodriguez,R, ,,,,,400,11,9.0,156,3.88,0.11,201,0.279,0.332,0.199,0.301,0.478,0.779,18.30,2.90,0.303,8.29,2.44
Jorge Alfaro,$2.8K,R,PHI,C,STL,7 ,Luke Weaver,R, ,,,,,300,-25,8.5,-115,4.33,-0.09,121,0.256,0.299,0.140,0.291,0.397,0.688,40.60,3.10,0.424,6.78,2.42
Gary Sanchez,$4.0K,R,NYY,C,SEA,5 ,Marco Gonzales,L,,,,,,500,-12,9.5,-162,5.32,0.28,51,0.275,0.430,0.333,0.413,0.608,1.021,21.00,19.40,0.294,9.63,2.41
Caleb Joseph,$2.5K,R,BAL,C,@ WAS,8 ,Jefry Rodriguez,R, ,,,,,500,-31,9.0,156,3.88,0.11,47,0.170,0.221,0.191,0.170,0.362,0.532,35.40,0.00,0.241,6,2.4
Tyler White,$2.7K,R,HOU,1B,TBR,8 ,Blake Snell,L,,,,,,700,-22,7.0,-218,4.25,-0.18,2,0.500,0.625,0.5,0.500,1.000,1.500,50.00,0.00,1.000,6.48,2.4
Joe Panik,$3.2K,L,SFG,2B,MIA,1 ,Dan Straily,R,,,,,,400,7,8.0,-153,4.41,0.19,88,0.261,0.312,0.091,0.340,0.352,0.692,8.00,9.00,0.275,7.65,2.39
Giancarlo Stanton,$5.0K,R,NYY,OF,SEA,3 ,Marco Gonzales,L,,,,,,400,3,9.5,-162,5.32,0.28,69,0.348,0.477,0.435,0.390,0.783,1.173,27.30,7.80,0.381,11.84,2.37
Jonathan Schoop,$3.3K,R,BAL,2B,@ WAS,5 ,Jefry Rodriguez,R, ,,,,,200,9,9.0,156,3.88,0.11,144,0.188,0.251,0.174,0.224,0.361,0.585,24.20,3.30,0.214,7.83,2.37
DJ LeMahieu,$4.7K,R,COL,2B,NYM,1 ,Jason Vargas,L,,,,,,600,-1,11.5,-150,6.3,-0.04,57,0.351,0.433,0.263,0.406,0.614,1.020,12.30,10.80,0.348,11.09,2.36
Robinson Chirinos,$3.0K,R,TEX,C,@ KCR,7 ,Jason Hammel,R, ,,,,,400,-25,9.0,-136,4.8,0.03,134,0.194,0.296,0.172,0.299,0.366,0.665,43.50,7.80,0.339,7.03,2.34
Raffy Lopez,$2.7K,L,SDP,C,OAK,8 ,Paul Blackburn,R,,,,,,500,-29,8.5,-107,4.32,0.27,80,0.150,0.212,0.113,0.213,0.263,0.476,37.00,10.90,0.200,6.31,2.34
Charlie Culberson,$2.9K,R,ATL,3B/OF,@ TOR,7 ,Jaime Garcia,L,,,,,,700,-11,9.0,-106,4.42,-0.15,52,0.250,0.278,0.096,0.291,0.346,0.637,18.20,5.50,0.310,6.78,2.34
Dansby Swanson,$3.5K,R,ATL,SS,@ TOR,2 ,Jaime Garcia,L,,,,,,500,-3,9.0,-106,4.42,-0.15,47,0.213,0.276,0.213,0.229,0.426,0.655,33.30,7.80,0.286,8.1,2.31
Trey Mancini,$3.2K,R,BAL,1B/OF,@ WAS,7 ,Jefry Rodriguez,R, ,,,,,600,-30,9.0,156,3.88,0.11,171,0.216,0.284,0.129,0.284,0.345,0.629,24.40,9.80,0.264,7.39,2.31
Jose Peraza,$3.2K,R,CIN,SS,DET,1 ,Matt Boyd,L,,,,,, ,7,9.0,-125,4.69,-0.03,81,0.235,0.231,0.037,0.253,0.272,0.525,6.00,2.40,0.250,7.35,2.3
Noel Cuevas,$3.4K,R,COL,OF,NYM,8 ,Jason Vargas,L,,,,,,400,11,11.5,-150,6.3,-0.04,48,0.271,0.280,0.062,0.300,0.333,0.633,6.00,2.00,0.273,7.8,2.29
Yolmer Sanchez,$3.4K,S,CHW,3B,@ CLE,2 ,Mike Clevinger,R,,,,,,700,-7,8.5,163,3.61,-0.07,200,0.275,0.331,0.18,0.319,0.455,0.774,15.70,4.60,0.311,7.76,2.28
Yoan Moncada,$3.5K,S,CHW,2B,@ CLE,1 ,Mike Clevinger,R,,,,,,500,4,8.5,163,3.61,-0.07,186,0.247,0.335,0.204,0.320,0.452,0.772,35.10,10.10,0.356,7.98,2.28
Kolten Wong,$2.6K,L,STL,2B,@ PHI,8 ,Vincent Velasquez,R,,,,,,500,9,8.5,101,4.17,0.09,131,0.191,0.275,0.137,0.279,0.328,0.607,17.00,7.20,0.208,5.89,2.27
Austin Barnes,$2.8K,R,LAD,2B/C,@ CHC,8 ,Mike Montgomery,L,,,,,,800,-23,8.0,115,3.79,3.79,51,0.255,0.320,0.098,0.356,0.353,0.709,18.30,11.70,0.308,6.36,2.27
Wilmer Difo,$2.9K,S,WAS,2B/3B,BAL,7 ,David Hess,R,,,,,,500,10,9.0,-172,5.12,-0.11,140,0.250,0.299,0.107,0.312,0.357,0.669,15.10,9.40,0.287,6.59,2.27
Omar Narvaez,$2.7K,L,CHW,C,@ CLE,6 ,Mike Clevinger,R,,,,,,600,-32,8.5,163,3.61,-0.07,87,0.253,0.309,0.126,0.316,0.379,0.695,18.80,9.40,0.309,6.09,2.26
Elvis Andrus,$3.7K,R,TEX,SS,@ KCR,2 ,Jason Hammel,R, ,,,,,100,1,9.0,-136,4.8,0.03,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.32,2.25
