Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Mikie Mahtook,$2.6K,R,DET,OF,@ TBR,6 ,Chris Archer,R, ,,,,,600,-1,7.5,186,3.01,-0.12,71,0.211,0.232,0.056,0.256,0.268,0.524,25.60,6.40,0.283,6.81,2.62
Dominic Smith,$2.8K,L,NYM,1B/OF,PHI,5 ,Zach Eflin,R,,,,,,500, ,8.0,143,3.55,0.36,62,0.161,0.200,0.113,0.188,0.274,0.462,37.50,1.60,0.243,7.08,2.53
Josh Reddick,$3.4K,L,HOU,OF,OAK,4 ,Frankie Montas,R,,,,,,800,14,8.0,-205,4.75,-0.56,198,0.232,0.301,0.116,0.319,0.348,0.667,15.40,11.40,0.252,8.39,2.47
Robbie Grossman,$3.1K,S,MIN,OF,KCR,5 ,Danny Duffy,L,,,,,,900,4,8.5,-195,4.98,-0.08,92,0.283,0.333,0.130,0.350,0.413,0.763,21.40,9.70,0.348,7.34,2.37
Brian Dozier,$3.9K,R,KCR,2B,@ MIN,3 ,TBD,, ,,,,,600,5,8.0,-246,4.97,0.6,313,0.220,0.310,0.195,0.293,0.415,0.708,21.00,8.90,0.241,9.11,2.34
Tucker Barnhart,$3.0K,S,CIN,C,@ CLE,7 ,Mike Clevinger,R,,,,,,400,-5,9.5,154,4.1,0.17,250,0.232,0.292,0.112,0.313,0.344,0.657,16.80,10.50,0.261,6.97,2.32
Marwin Gonzalez,$3.0K,S,HOU,OF/SS,OAK,6 ,Frankie Montas,R,,,,,,500,43,8.0,-205,4.75,-0.56,211,0.213,0.304,0.142,0.318,0.355,0.673,25.70,12.40,0.275,6.93,2.31
Brad Miller,$3.2K,L,MIL,1B/2B,@ MIA,6 ,Jose Urena,R,,,,,,800,6,7.5,-143,4.05,-0.06,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.37,2.3
Cody Bellinger,$3.9K,L,LAD,1B/OF,@ SDP,4 ,Luis Perdomo,R,,,,,,1000,-11,8.0,-246,4.97,0.6,258,0.252,0.354,0.236,0.331,0.488,0.819,22.80,10.70,0.289,8.9,2.28
Billy Hamilton,$2.8K,S,CIN,OF,@ CLE,9 ,Mike Clevinger,R,,,,,,600,9,9.5,154,4.1,0.17,240,0.225,0.270,0.071,0.304,0.296,0.600,24.10,10.00,0.301,6.36,2.27
Jose Altuve,$4.5K,R,HOU,2B,OAK,3 ,Frankie Montas,R, ,,,,,600,3,8.0,-205,4.75,-0.56,292,0.349,0.399,0.151,0.412,0.500,0.912,12.60,9.20,0.387,10.18,2.26
Mike Moustakas,$3.6K,L,KCR,3B,@ MIN,3 ,TBD,, ,,,,,400,7,7.5,-143,4.05,-0.06,266,0.244,0.342,0.241,0.316,0.485,0.801,15.20,9.10,0.237,8.09,2.25
Joey Votto,$3.9K,L,CIN,1B,@ CLE,3 ,Mike Clevinger,R,,,,,,200,16,9.5,154,4.1,0.17,248,0.315,0.408,0.161,0.448,0.476,0.924,12.90,19.00,0.355,8.73,2.24
Eric Thames,$4.1K,L,MIL,1B/OF,@ MIA,1 ,Jose Urena,R,,,,,,1100,-16,7.5,-143,4.05,-0.06,163,0.252,0.382,0.307,0.337,0.558,0.895,29.90,10.30,0.295,9.2,2.24
Colin Moran,$3.3K,L,PIT,3B,WAS,4 ,Jefry Rodriguez,R,,,,,,1100,2,9.5,100,4.66,0.23,253,0.285,0.336,0.142,0.346,0.427,0.773,16.30,8.10,0.315,7.29,2.21
Clint Frazier,$3.4K,R,NYY,OF,@ BAL,5 ,Jimmy Yacabonis,R, ,,,,,1400,-14,9.5,-168,5.37,5.37,23,0.174,0.245,0.087,0.269,0.261,0.530,42.30,3.80,0.333,7.52,2.21
Scott Schebler,$3.7K,L,CIN,OF,@ CLE,1 ,Mike Clevinger,R,,,,,,700,15,9.5,154,4.1,0.17,192,0.250,0.348,0.219,0.333,0.469,0.802,24.20,9.10,0.290,8.14,2.2
Justin Turner,$3.7K,R,LAD,3B,@ SDP,3 ,Luis Perdomo,R, ,,,,,700,4,8.0,-246,4.97,0.6,119,0.244,0.308,0.143,0.313,0.387,0.700,9.20,6.90,0.243,8.08,2.18
Steve Pearce,$4.0K,R,BOS,1B/OF,TEX,4 ,Mike Minor,L,,,,,,1000,5,10.0,-181,5.77,0.05,65,0.354,0.438,0.262,0.417,0.615,1.032,18.10,6.90,0.408,8.6,2.15
Jose Peraza,$3.3K,R,CIN,SS,@ CLE,2 ,Mike Clevinger,R, ,,,,,700,-2,9.5,154,4.1,0.17,294,0.296,0.331,0.109,0.350,0.405,0.755,11.90,6.40,0.327,7.08,2.15
Matt Duffy,$3.4K,R,TBR,3B,DET,2 ,Francisco Liriano,L,,,,,,600,7,7.5,-211,4.49,0.12,91,0.286,0.317,0.077,0.350,0.363,0.713,19.00,8.00,0.352,7.29,2.14
Adrian Beltre,$3.8K,R,TEX,3B,@ BOS,4 ,Eduardo Rodriguez,L,,,,,,1100,-1,10.0,165,4.23,0.45,73,0.329,0.347,0.068,0.386,0.397,0.783,20.50,8.40,0.414,8.14,2.14
Travis Shaw,$3.8K,L,MIL,2B/3B,@ MIA,5 ,Jose Urena,R,,,,,,900,3,7.5,-143,4.05,-0.06,270,0.259,0.385,0.281,0.363,0.541,0.904,15.50,13.90,0.246,8.13,2.14
Aaron Judge,$5.0K,R,NYY,OF,@ BAL,2 ,Jimmy Yacabonis,R, ,,,,,1000,3,9.5,-168,5.37,5.37,276,0.293,0.402,0.261,0.385,0.554,0.939,31.10,12.40,0.388,10.7,2.14
Devin Mesoraco,$3.0K,R,NYM,C,PHI,6 ,Zach Eflin,R, ,,,,,500,-8,8.0,143,3.55,0.36,152,0.224,0.304,0.178,0.279,0.401,0.680,18.80,6.10,0.235,6.41,2.14
Martin Prado,$3.1K,R,MIA,3B,MIL,4 ,Chase Anderson,R, ,,,,,800,4,7.5,126,3.45,0.06,127,0.252,0.268,0.079,0.280,0.331,0.611,19.70,3.80,0.310,6.58,2.12
Jason Kipnis,$3.7K,L,CLE,2B,CIN,6 ,Anthony DeSclafani,R,,,,,,700,6,9.5,-172,5.4,0.33,277,0.202,0.274,0.126,0.286,0.329,0.615,19.00,9.60,0.231,7.78,2.1
Delino DeShields,$3.5K,R,TEX,OF,@ BOS,1 ,Eduardo Rodriguez,L,,,,,,1400,-14,10.0,165,4.23,0.45,87,0.264,0.329,0.092,0.366,0.356,0.722,13.70,12.70,0.306,7.34,2.1
Jim Adduci,$3.2K,L,DET,1B,@ TBR,5 ,Chris Archer,R,,,,,,1200,-39,7.5,186,3.01,-0.12,37,0.216,0.255,0.108,0.256,0.324,0.580,30.80,5.10,0.292,6.72,2.1
Elvis Andrus,$4.3K,R,TEX,SS,@ BOS,2 ,Eduardo Rodriguez,L,,,,,,600,1,10.0,165,4.23,0.45,51,0.235,0.297,0.157,0.291,0.392,0.683,5.50,7.30,0.234,8.97,2.09
Andrew Toles,$2.6K,L,LAD,OF,@ SDP,8 ,Luis Perdomo,R,,,,,,300,14,8.0,-246,4.97,0.6,17,0.294,0.303,0.059,0.333,0.353,0.686,11.10,5.60,0.333,5.44,2.09
J.T. Riddle,$3.1K,L,MIA,SS,MIL,5 ,Chase Anderson,R,,,,,,700,-2,7.5,126,3.45,0.06,137,0.248,0.298,0.161,0.285,0.409,0.694,21.90,4.80,0.297,6.48,2.09
