Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Justin Turner,$3.3K,R,LAD,3B,MIL,3 ,Jhoulys Chacin,R, ,,,,,500,10,7.5,-197,4.41,0.28,119,0.244,0.308,0.143,0.313,0.387,0.700,9.20,6.90,0.243,8.85,2.68
Jesus Sucre,$2.6K,R,TBR,C,LAA,9 ,Andrew Heaney,L,,,,,,600,-27,7.5,-132,3.97,0.13,28,0.143,0.186,0.036,0.219,0.179,0.398,12.50,9.40,0.160,6.43,2.47
Ronald Acuna,$4.0K,R,ATL,OF,@ NYM,1 ,Jason Vargas,L,,,,,,300,25,8.5,-163,4.76,-0.03,64,0.203,0.300,0.172,0.292,0.375,0.667,27.80,8.30,0.244,9.72,2.43
Cody Bellinger,$3.5K,L,LAD,1B/OF,MIL,5 ,Jhoulys Chacin,R,,,,,,600,-6,7.5,-197,4.41,0.28,260,0.250,0.354,0.235,0.333,0.485,0.818,22.40,11.20,0.286,8.42,2.41
Curtis Granderson,$3.3K,L,TOR,OF,@ SEA,1 ,Felix Hernandez,R,,,,,,200,44,9.0,123,4.19,0.07,241,0.245,0.340,0.195,0.342,0.440,0.782,27.30,12.20,0.314,7.75,2.35
Max Muncy,$3.8K,L,LAD,1B/3B,MIL,7 ,Jhoulys Chacin,R,,,,,,500,8,7.5,-197,4.41,0.28,197,0.244,0.404,0.330,0.379,0.574,0.953,25.10,17.70,0.250,8.89,2.34
Giancarlo Stanton,$4.8K,R,NYY,OF,@ BOS,2 ,Brian Johnson,L,,,,,,500,9,10.0,-104,4.96,0.06,98,0.357,0.475,0.378,0.420,0.735,1.155,24.10,10.70,0.397,10.9,2.27
Ozzie Albies,$4.2K,S,ATL,2B,@ NYM,2 ,Jason Vargas,L,,,,,,200,5,8.5,-163,4.76,-0.03,126,0.302,0.360,0.222,0.326,0.524,0.850,15.20,3.80,0.317,9.4,2.24
Mark Trumbo,$3.9K,R,BAL,OF,@ TEX,4 ,Yovani Gallardo,R, ,,,,,1100,-1,11.0,118,5.18,0.33,196,0.255,0.328,0.184,0.313,0.439,0.752,24.80,7.50,0.304,8.71,2.23
Eduardo Nunez,$3.3K,R,BOS,2B/3B,NYY,6 ,CC Sabathia,L,,,,,,900,5,10.0,-103,5.04,-0.06,94,0.234,0.269,0.085,0.280,0.319,0.599,14.90,5.90,0.269,7.27,2.2
Avisail Garcia,$3.9K,R,CHW,OF,KCR,4 ,Brad Keller,R, ,,,,,900,9,9.5,-134,5.06,0.07,138,0.254,0.322,0.246,0.269,0.500,0.769,23.40,1.40,0.258,8.57,2.2
Jorge Bonifacio,$3.5K,R,KCR,OF,@ CHW,5 ,Reynaldo Lopez,R, ,,,,,900,10,9.5,121,4.44,-0.07,62,0.194,0.283,0.145,0.296,0.339,0.635,26.80,11.30,0.262,7.68,2.19
Freddie Freeman,$4.3K,L,ATL,1B,@ NYM,3 ,Jason Vargas,L, ,,,,,200,6,8.5,-163,4.76,-0.03,138,0.341,0.429,0.268,0.403,0.609,1.012,21.40,8.40,0.392,9.41,2.19
Yoan Moncada,$4.1K,S,CHW,2B,KCR,1 ,Brad Keller,R,,,,,,400,8,9.5,-134,5.06,0.07,294,0.248,0.342,0.211,0.330,0.459,0.789,32.90,10.60,0.349,8.93,2.18
Jonathan Villar,$3.3K,S,BAL,2B,@ TEX,1 ,Yovani Gallardo,R,,,,,,900,6,11.0,118,5.18,0.33,207,0.251,0.287,0.087,0.307,0.338,0.645,28.90,6.70,0.350,7.2,2.18
Tim Beckham,$3.8K,R,BAL,3B/SS,@ TEX,2 ,Yovani Gallardo,R, ,,,,,700,5,11.0,118,5.18,0.33,160,0.206,0.248,0.081,0.263,0.287,0.550,27.40,6.30,0.277,8.23,2.17
Tyler Flowers,$2.7K,R,ATL,C,@ NYM,7 ,Jason Vargas,L,,,,,,200,-11,8.5,-163,4.76,-0.03,38,0.421,0.545,0.263,0.607,0.684,1.291,17.90,28.60,0.520,5.81,2.15
