Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Jeimer Candelario,$3.0K,S,DET,3B,BOS,6 ,Brian Johnson,L,,,,,,100,5,9.5,126,4.39,0.22,93,0.269,0.351,0.204,0.340,0.473,0.813,28.20,8.70,0.350,8.19,2.73
Jonathan Schoop,$3.3K,R,BAL,2B,@ TOR,2 ,Marcus Stroman,R, ,,,,,100,12,9.0,157,3.89,0.09,224,0.223,0.284,0.201,0.246,0.424,0.670,22.70,2.10,0.252,8.84,2.68
Yangervis Solarte,$3.4K,S,TOR,2B/3B,BAL,4 ,Alex Cobb,R,,,,,,800,4,9.0,-169,5.11,-0.09,245,0.245,0.306,0.155,0.301,0.400,0.701,16.10,7.50,0.263,9.09,2.67
Chris Davis,$2.7K,L,BAL,1B,@ TOR,5 ,Marcus Stroman,R,,,,,,300,2,9.0,157,3.89,0.09,218,0.170,0.230,0.110,0.226,0.280,0.506,35.70,7.60,0.244,6.81,2.52
Victor Martinez,$2.4K,S,DET,1B,BOS,5 ,Brian Johnson,L,,,,,,300,-6,9.5,126,4.39,0.22,85,0.224,0.246,0.082,0.247,0.306,0.553,9.90,5.50,0.227,6.03,2.51
Marcell Ozuna,$3.4K,R,STL,OF,@ CHC,4 ,Mike Montgomery,L,,,,,,600,17,8.5,127,3.92,3.92,78,0.269,0.316,0.128,0.318,0.397,0.715,18.60,7.00,0.300,8.5,2.5
Eduardo Nunez,$2.9K,R,BOS,2B/3B,@ DET,7 ,Mike Fiers,R, ,,,,,100,9,9.5,-139,5.11,-0.22,225,0.267,0.289,0.116,0.286,0.382,0.668,15.80,2.10,0.297,7.15,2.47
Paul DeJong,$3.7K,R,STL,SS,@ CHC,3 ,Mike Montgomery,L,,,,,,600,3,8.5,127,3.92,3.92,42,0.190,0.305,0.190,0.306,0.381,0.687,28.00,14.00,0.231,9.12,2.46
Adam Jones,$3.2K,R,BAL,OF,@ TOR,3 ,Marcus Stroman,R, ,,,,,300,34,9.0,157,3.89,0.09,275,0.265,0.317,0.175,0.298,0.440,0.738,18.40,3.50,0.299,7.84,2.45
Tim Beckham,$3.1K,R,BAL,3B,@ TOR,1 ,Marcus Stroman,R, ,,,,,600,-3,9.0,157,3.89,0.09,130,0.177,0.215,0.085,0.217,0.262,0.479,28.10,5.00,0.233,7.49,2.42
Nick Castellanos,$3.8K,R,DET,OF,BOS,3 ,Brian Johnson,L,,,,,,600,29,9.5,126,4.39,0.22,94,0.415,0.482,0.266,0.450,0.681,1.131,19.20,8.70,0.485,9.15,2.41
Gary Sanchez,$4.1K,R,NYY,C,NYM,4 ,Steven Matz,L,,,,,,900,-12,9.0,-208,5.41,-0.07,57,0.246,0.392,0.298,0.377,0.544,0.921,20.60,17.60,0.256,9.83,2.4
Anthony Rizzo,$4.1K,L,CHC,1B,STL,1 ,John Gant,R,,,,,,300,9,8.5,-140,4.58,4.58,238,0.248,0.337,0.189,0.338,0.437,0.775,9.80,11.60,0.239,9.85,2.4
Giancarlo Stanton,$5.0K,R,NYY,OF,NYM,3 ,Steven Matz,L,,,,,,900,4,9.0,-208,5.41,-0.07,93,0.366,0.486,0.398,0.419,0.763,1.182,24.50,10.40,0.407,11.85,2.37
