Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Chris Stewart,$2.0K,R,ATL,C,WAS,8 ,Tanner Roark,R, ,,,,,-200,-16,9.0,105,4.37,0.05,7,0.286,0.222,0.000,0.250,0.286,0.536,0.00,0.00,0.250,5.62,2.81
Yangervis Solarte,$2.9K,S,TOR,2B/SS,CHW,4 ,Reynaldo Lopez,R,,,,,,100,15,9.0,-162,5.04,-0.12,9,0.222,0.332,0.334,0.222,0.556,0.778,0.22,0.00,0.167,7.97,2.75
Justin Smoak,$3.4K,S,TOR,1B,CHW,3 ,Reynaldo Lopez,R,,,,,,100,11,9.0,-162,5.04,-0.12,10,0.400,0.645,0.700,0.500,1.100,1.600,0.33,0.17,0.500,8.93,2.63
Kevin Pillar,$2.9K,R,TOR,OF,CHW,8 ,Reynaldo Lopez,R, ,,,,,100,33,9.0,-162,5.04,-0.12,11,0.545,0.635,0.364,0.583,0.909,1.492,0.25,0.08,0.714,7.5,2.59
Josh Reddick,$3.3K,L,HOU,OF,BAL,5 ,Chris Tillman,R,,,,,,600,4,9.5,-211,5.68,0.28,3,0.000,0.173,0.000,0.250,0.000,0.250,0.25,0.25,0.000,8.56,2.59
Devon Travis,$3.2K,R,TOR,2B,CHW,1 ,Reynaldo Lopez,R, ,,,,,800,4,9.0,-162,5.04,-0.12,12,0.083,0.121,-0.000,0.154,0.083,0.237,0.46,0.08,0.167,8.18,2.56
Thomas Pham,$3.6K,R,STL,OF,@ MIL,2 ,Zach Davies,R, ,,,,,800,-3,9.0,104,4.38,0.11,9,0.222,0.247,-0.000,0.300,0.222,0.522,0.50,0.10,0.500,8.85,2.46
Adrian Beltre,$3.5K,R,TEX,3B,@ OAK,4 ,Andrew Triggs,R, ,,,,,300,3,9.0,137,4.04,-0.08,11,0.273,0.311,0.091,0.333,0.364,0.697,0.17,0.08,0.333,8.49,2.43
Matt Carpenter,$3.5K,L,STL,1B,@ MIL,3 ,Zach Davies,R,,,,,,300,11,9.0,104,4.38,0.11,9,0.222,0.406,0.445,0.300,0.667,0.967,0.10,0.10,0.143,8.52,2.43
Jed Lowrie,$3.3K,S,OAK,2B,TEX,2 ,Bartolo Colon,R,,,,,,700,5,9.0,-153,4.96,0.08,13,0.154,0.176,0.000,0.214,0.154,0.368,0.14,0.07,0.182,7.94,2.41
