Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Ryan Rua,$2.6K,R,TEX,OF,CHW,9 ,Carlos Rodon,L,,,,,,600,-4,10.0,-122,5.18,-0.05,37,0.216,0.330,0.243,0.310,0.459,0.769,11.90,11.90,0.200,7.05,2.71
Kole Calhoun,$3.2K,L,LAA,OF,@ BAL,1 ,Andrew Cashner,R,,,,,,700, ,9.5,-149,5.2,-0.04,165,0.176,0.213,0.079,0.225,0.255,0.480,23.60,6.20,0.213,8.57,2.68
Nick Williams,$3.1K,L,PHI,OF,WAS,5 ,Jeremy Hellickson,R,,,,,,600,4,9.5,-102,4.83,0.21,145,0.228,0.323,0.221,0.300,0.448,0.748,24.70,8.60,0.258,8.32,2.68
Luis Valbuena,$3.4K,L,LAA,1B/3B,@ BAL,6 ,Andrew Cashner,R,,,,,,900,11,9.5,-149,5.2,-0.04,188,0.213,0.266,0.149,0.250,0.362,0.612,32.50,5.50,0.274,8.88,2.61
Yoan Moncada,$4.0K,S,CHW,2B,@ TEX,1 ,Bartolo Colon,R,,,,,,600,2,10.0,108,4.82,0.05,224,0.246,0.331,0.210,0.310,0.455,0.765,35.60,8.50,0.357,10.35,2.59
Kendrys Morales,$3.4K,S,TOR,1B,DET,4 ,Matt Boyd,L,,,,,,600,5,9.0,-162,5.04,-0.42,67,0.239,0.290,0.119,0.289,0.358,0.647,19.20,10.30,0.278,8.7,2.56
Matt Davidson,$3.5K,R,CHW,1B/3B,@ TEX,6 ,Bartolo Colon,R, ,,,,,700,1,10.0,108,4.82,0.05,170,0.224,0.327,0.194,0.323,0.418,0.741,37.20,13.10,0.333,8.89,2.54
Elvis Andrus,$3.9K,R,TEX,SS,CHW,2 ,Carlos Rodon,L,,,,,,400,5,10.0,-122,5.18,-0.05,22,0.227,0.273,0.045,0.320,0.273,0.593,4.00,12.00,0.238,9.9,2.54
Avisail Garcia,$3.8K,R,CHW,OF,@ TEX,4 ,Bartolo Colon,R, ,,,,,1300,-26,10.0,108,4.82,0.05,81,0.247,0.271,0.123,0.262,0.370,0.632,25.00,0.00,0.305,9.4,2.47
Jarrod Dyson,$3.0K,L,ARI,OF,SFG,8 ,Dereck Rodriguez,R,,,,,,700,-3,8.5,-122,4.4,-0.25,158,0.171,0.221,0.063,0.238,0.234,0.472,13.10,10.20,0.188,7.36,2.45
Victor Martinez,$2.9K,S,DET,1B,@ TOR,4 ,Sam Gaviglio,R,,,,,,500,-2,9.0,147,3.96,-0.08,192,0.245,0.275,0.078,0.295,0.323,0.618,9.90,8.00,0.262,7.1,2.45
Jose Pirela,$3.1K,R,SDP,2B/OF,PIT,6 ,Trevor Williams,R, ,,,,,600,10,7.5,-132,3.97,-0.11,222,0.252,0.272,0.072,0.289,0.324,0.613,22.90,4.70,0.327,7.54,2.43
Jonathan Villar,$3.3K,S,MIL,2B,@ CIN,6 ,Tyler Mahle,R,,,,,,900,3,9.5,115,4.5,-0.17,182,0.247,0.276,0.088,0.289,0.335,0.624,30.40,5.70,0.347,8.03,2.43
Leury Garcia,$3.4K,S,CHW,OF,@ TEX,5 ,Bartolo Colon,R,,,,,,1300,-25,10.0,108,4.82,0.05,103,0.252,0.280,0.087,0.287,0.340,0.627,22.70,3.60,0.316,8.22,2.42
Max Kepler,$3.1K,L,MIN,OF,@ CHC,5 ,Tyler Chatwood,R,,,,,,500,8,11.0,127,5.06,5.06,191,0.194,0.268,0.120,0.280,0.314,0.594,14.40,11.60,0.217,7.47,2.41
Salvador Perez,$3.6K,R,KCR,C,@ SEA,4 ,Felix Hernandez,R, ,,,,,1200,-36,8.0,173,3.32,-0.09,174,0.218,0.279,0.167,0.259,0.385,0.644,16.80,2.70,0.226,8.46,2.35
Ryon Healy,$3.6K,R,SEA,1B,KCR,7 ,Jason Hammel,R, ,,,,,900,-7,8.0,-192,4.68,-0.41,182,0.242,0.306,0.209,0.268,0.451,0.719,21.70,3.20,0.252,8.41,2.34
Adam Jones,$3.6K,R,BAL,OF,LAA,2 ,Tyler Skaggs,L,,,,,,800,5,9.5,134,4.3,0.04,94,0.309,0.300,0.064,0.320,0.372,0.692,10.30,2.10,0.333,8.39,2.33
Matt Olson,$4.0K,L,OAK,1B,CLE,5 ,Adam Plutko,R,,,,,,400,7,9.5,107,4.59,-0.08,204,0.230,0.343,0.25,0.314,0.480,0.794,26.80,10.40,0.258,9.31,2.33
John Hicks,$3.2K,R,DET,1B/C,@ TOR,6 ,Sam Gaviglio,R, ,,,,,600,6,9.0,147,3.96,-0.08,155,0.265,0.302,0.142,0.292,0.406,0.698,30.90,3.70,0.360,7.41,2.32
David Freese,$2.9K,R,PIT,1B/3B,@ SDP,4 ,Joey Lucchesi,L,,,,,,800,15,7.5,117,3.53,-0.39,55,0.182,0.218,0.018,0.242,0.200,0.442,20.60,11.10,0.227,6.65,2.29
Adrian Beltre,$3.8K,R,TEX,3B,CHW,4 ,Carlos Rodon,L,,,,,,300,2,10.0,-122,5.18,-0.05,46,0.348,0.365,0.109,0.396,0.457,0.853,22.20,9.30,0.444,8.7,2.29
Kevin Pillar,$3.3K,R,TOR,OF,DET,6 ,Matt Boyd,L,,,,,,1200,-18,9.0,-162,5.04,-0.42,94,0.202,0.255,0.160,0.238,0.362,0.600,14.90,4.00,0.215,7.53,2.28
Jake Lamb,$4.1K,L,ARI,3B,SFG,3 ,Dereck Rodriguez,R,,,,,,400, ,8.5,-122,4.4,-0.25,116,0.259,0.340,0.190,0.338,0.448,0.786,24.10,10.50,0.300,9.33,2.28
Chase Utley,$2.8K,L,LAD,2B,COL,8 ,German Marquez,R,,,,,,800,7,8.0,-164,4.5,0.17,109,0.229,0.277,0.101,0.288,0.330,0.618,18.20,9.10,0.279,6.31,2.25
Teoscar Hernandez,$4.3K,R,TOR,OF,DET,2 ,Matt Boyd,L,,,,,,1100,-5,9.0,-162,5.04,-0.42,85,0.259,0.365,0.294,0.315,0.553,0.868,26.10,7.60,0.304,9.66,2.25
David Bote,$3.0K,R,CHC,2B/3B,MIN,8 ,Adalberto Mejia,L,,,,,,900,8,11.0,-142,5.94,5.94,13,0.154,0.188,0.077,0.200,0.231,0.431,33.30,6.70,0.222,6.73,2.24
Mike Moustakas,$3.8K,L,KCR,3B,@ SEA,3 ,Felix Hernandez,R,,,,,,700,-4,8.0,173,3.32,-0.09,202,0.262,0.347,0.233,0.320,0.495,0.815,14.30,8.90,0.261,8.51,2.24
Randal Grichuk,$3.7K,R,TOR,OF,DET,1 ,Matt Boyd,L,,,,,,1200,-23,9.0,-162,5.04,-0.42,52,0.173,0.228,0.115,0.228,0.288,0.516,22.80,5.30,0.205,8.29,2.24
Todd Frazier,$3.4K,R,NYM,3B,@ MIA,6 ,Pablo Lopez,R, ,,,,,700,1,7.0,-155,3.88,-0.04,149,0.235,0.311,0.161,0.314,0.396,0.710,21.50,10.50,0.264,7.59,2.23
Trey Mancini,$3.5K,R,BAL,1B/OF,LAA,5 ,Tyler Skaggs,L,,,,,,900,-37,9.5,134,4.3,0.04,99,0.232,0.291,0.131,0.290,0.364,0.654,25.00,7.40,0.290,7.79,2.23
Adam Eaton,$4.3K,L,WAS,OF,@ PHI,1 ,Vincent Velasquez,R,,,,,,1100,-5,9.5,-112,4.67,0.29,66,0.333,0.393,0.167,0.405,0.500,0.905,15.10,6.80,0.377,9.52,2.21
Josh Reddick,$3.4K,L,HOU,OF,@ TBR,5 ,Ryne Stanek,R,,,,,,700,4,7.0,-172,3.97,-0.11,143,0.259,0.318,0.105,0.345,0.364,0.709,14.40,12.60,0.282,7.52,2.21
Josh Harrison,$3.5K,R,PIT,2B,@ SDP,3 ,Joey Lucchesi,L,,,,,,500,9,7.5,117,3.53,-0.39,40,0.275,0.300,0.125,0.293,0.400,0.693,11.90,2.40,0.294,7.73,2.21
Wilmer Flores,$3.6K,R,NYM,1B/3B,@ MIA,5 ,Pablo Lopez,R, ,,,,,500,9,7.0,-155,3.88,-0.04,89,0.292,0.374,0.236,0.359,0.528,0.887,11.70,9.70,0.280,7.95,2.21
Jesmuel Valentin,$2.7K,S,PHI,2B/3B,WAS,7 ,Jeremy Hellickson,R,,,,,,700,9,9.5,-102,4.83,0.21,27,0.148,0.163,0,0.200,0.148,0.348,33.30,6.70,0.222,5.94,2.2
Grayson Greiner,$2.8K,R,DET,C,@ TOR,7 ,Sam Gaviglio,R, ,,,,,700,-36,9.0,147,3.96,-0.08,39,0.179,0.233,0.077,0.256,0.256,0.512,32.60,9.30,0.280,6.17,2.2
Rosell Herrera,$3.0K,S,KCR,OF,@ SEA,2 ,Felix Hernandez,R,,,,,,700,-3,8.0,173,3.32,-0.09,35,0.171,0.215,0.143,0.171,0.314,0.485,33.30,2.80,0.261,6.6,2.2
