Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Andrew Romine,$2.0K,S,SEA,OF/SS,@ TOR,9 ,J.A. Happ,L,,,,,, ,-5,9.0,142,4,0.03,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.8,2.9
Lucas Duda,$3.4K,L,KCR,1B,@ BAL,5 ,Chris Tillman,R,,,,,,900,-8,10.5,101,5.15,0.22,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.06,2.66
Jon Jay,$2.8K,L,KCR,OF,@ BAL,1 ,Chris Tillman,R,,,,,,300,6,10.5,101,5.15,0.22,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.39,2.64
Trey Mancini,$3.5K,R,BAL,1B/OF,KCR,1 ,Ian Kennedy,R, ,,,,,600,-13,10.5,-114,5.35,0.78,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.15,2.61
Hernan Perez,$3.3K,R,MIL,2B/OF,@ COL,6 ,German Marquez,R, ,,,,,300,-13,11.5,132,5.24,0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.44,2.56
Manny Pina,$3.1K,R,MIL,C,@ COL,7 ,German Marquez,R, ,,,,,100,-13,11.5,132,5.24,0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.74,2.5
Raffy Lopez,$2.6K,L,SDP,C,STL,6 ,Miles Mikolas,R,,,,,,300,-16,7.5,129,3.44,0.07,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.48,2.49
Justin Smoak,$3.5K,S,TOR,1B,SEA,5 ,Mike Leake,R,,,,,,400,1,9.0,-158,5,-0.03,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.71,2.49
Gregor Blanco,$2.8K,L,SFG,OF,@ PHI,1 ,Vincent Velasquez,R,,,,,,400,3,9.5,139,4.26,0.05,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.8,2.43
Jose Martinez,$3.6K,R,STL,1B,@ SDP,3 ,Jordan Lyles,R, ,,,,,300,7,7.5,-143,4.06,-0.07,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.72,2.42
Chris Davis,$3.1K,L,BAL,1B,KCR,5 ,Ian Kennedy,R,,,,,,400,-2,10.5,-114,5.35,0.78,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.45,2.4
Ryan Braun,$4.6K,R,MIL,1B/OF,@ COL,3 ,German Marquez,R, ,,,,,900,-13,11.5,132,5.24,0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,11.03,2.4
Orlando Arcia,$3.1K,R,MIL,SS,@ COL,8 ,German Marquez,R, ,,,,,100,-1,11.5,132,5.24,0.09,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.42,2.39
