Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Joseph Wendle,$2.6K,L,TBR,2B,PHI,5 ,Vincent Velasquez,R,,,,,, ,15,8.0,-111,3.94, ,23,0.261,0.347,0.217,0.333,0.478,0.811,0.15,0.11,0.263,7.25,2.79
Gregor Blanco,$2.4K,L,SFG,OF,@ SDP,8 ,Tyson Ross,R,,,,,,400, ,8.5,-125,4.43, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.52,2.72
Danny Valencia,$2.7K,R,BAL,3B,@ BOS,5 ,Eduardo Rodriguez,L,,,,,,400,-18,9.5,217,3.57, ,13,0.154,0.290,0.308,0.214,0.462,0.676,0.21,0.07,0.111,7.33,2.71
Whit Merrifield,$3.1K,R,KCR,2B,LAA,2 ,Andrew Heaney,L,,,,,,-200,13,9.5,150,4.14, ,14,0.357,0.317,-0.000,0.357,0.357,0.714,0.14,0.00,0.417,8.34,2.69
Domingo Santana,$3.0K,R,MIL,OF,@ NYM,2 ,Steven Matz,L,,,,,,100,17,8.0,108,3.86, ,11,0.091,0.132,0.000,0.167,0.091,0.258,0.42,0.08,0.167,7.97,2.66
Justin Bour,$2.9K,L,MIA,1B,PIT,4 ,Chad Kuhl,R,,,,,,600,-7,8.0,121,3.74, ,29,0.172,0.266,0.207,0.226,0.379,0.605,0.23,0.07,0.150,7.55,2.6
Hunter Pence,$2.7K,R,SFG,OF,@ SDP,7 ,Tyson Ross,R, ,,,,,400,7,8.5,-125,4.43, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.98,2.59
Denard Span,$2.9K,L,TBR,OF,PHI,1 ,Vincent Velasquez,R,,,,,,200,15,8.0,-111,3.94, ,27,0.222,0.287,0.111,0.313,0.333,0.646,0.13,0.13,0.250,7.49,2.58
Marcus Semien,$3.0K,R,OAK,SS,@ SEA,2 ,Mike Leake,R, ,,,,,-500,9,8.0,-123,4.15, ,38,0.263,0.317,0.132,0.326,0.395,0.721,0.26,0.09,0.333,7.75,2.58
Hernan Perez,$2.9K,R,MIL,OF,@ NYM,6 ,Steven Matz,L,,,,,,700,-8,8.0,108,3.86, ,7,0.143,0.127,0.000,0.143,0.143,0.286,0.29,0.00,0.200,7.46,2.57
Teoscar Hernandez,$2.6K,R,TOR,OF,@ CLE,2 ,Michael Clevinger,R, ,,,,,500, ,8.5,130,3.89, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.66,2.56
Kole Calhoun,$3.1K,L,LAA,OF,@ KCR,5 ,Jason Hammel,R,,,,,,200,13,9.5,-168,5.36, ,39,0.256,0.298,0.129,0.293,0.385,0.678,0.27,0.05,0.333,7.85,2.53
Daniel Descalso,$2.6K,L,ARI,1B/3B,@ LAD,4 ,Kenta Maeda,R,,,,,,400,10,6.5,140,2.91, ,20,0.200,0.325,0.150,0.360,0.350,0.710,0.16,0.20,0.250,6.57,2.53
Mitch Moreland,$3.3K,L,BOS,1B,BAL,3 ,Chris Tillman,R,,,,,,900,-12,9.5,-248,5.93, ,14,0.286,0.334,0.143,0.333,0.429,0.762,0.07,0.07,0.308,8.31,2.52
Matt Carpenter,$3.3K,L,STL,1B,@ CIN,3 ,Tyler Mahle,R,,,,,,200,12,9.5,-162,5.31, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.28,2.51
Dexter Fowler,$3.3K,S,STL,OF,@ CIN,1 ,Tyler Mahle,R,,,,,,400,-2,9.5,-162,5.31, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.29,2.51
Kevin Kiermaier,$3.0K,L,TBR,OF,PHI,2 ,Vincent Velasquez,R,,,,,,500,-1,8.0,-111,3.94, ,16,0.125,0.227,0.000,0.300,0.125,0.425,0.40,0.20,0.250,7.47,2.49
Matt Joyce,$3.1K,L,OAK,OF,@ SEA,1 ,Mike Leake,R,,,,,,-200,28,8.0,-123,4.15, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.68,2.48
Andrew Benintendi,$4.0K,L,BOS,OF,BAL,2 ,Chris Tillman,R,,,,,,100,10,9.5,-248,5.93, ,32,0.281,0.367,0.125,0.410,0.406,0.816,0.05,0.18,0.300,9.88,2.47
Nick Williams,$3.0K,L,PHI,OF,@ TBR,5 ,Jacob Faria,R,,,,,,400,3,8.0,-101,4.06, ,24,0.208,0.252,0.167,0.208,0.375,0.583,0.25,0.00,0.235,7.32,2.44
Billy Hamilton,$3.1K,S,CIN,OF,STL,1 ,Luke Weaver,R,,,,,,400,3,9.5,146,4.19, ,25,0.200,0.277,0.000,0.355,0.200,0.555,0.23,0.19,0.278,7.55,2.44
Brandon Crawford,$2.8K,L,SFG,SS,@ SDP,6 ,Tyson Ross,R,,,,,,600,-2,8.5,-125,4.43, ,16,0.250,0.280,0.063,0.316,0.313,0.629,0.32,0.10,0.364,6.83,2.44
Devin Mesoraco,$2.6K,R,CIN,C,STL,5 ,Luke Weaver,R, ,,,,,600,-35,9.5,146,4.19, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.33,2.43
Thomas Pham,$3.7K,R,STL,OF,@ CIN,2 ,Tyler Mahle,R, ,,,,,200,8,9.5,-162,5.31, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.91,2.41
Scooter Gennett,$3.2K,L,CIN,2B,STL,4 ,Luke Weaver,R,,,,,,200,10,9.5,146,4.19, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.67,2.4
Jordy Mercer,$3.1K,R,PIT,SS,@ MIA,7 ,Dillon Peters,L,,,,,,500,-5,8.0,-135,4.26, ,6,0.000,0.099,0.000,0.143,0.000,0.143,0.14,0.14,0.000,7.42,2.39
Brandon Belt,$3.3K,L,SFG,1B,@ SDP,2 ,Tyson Ross,R,,,,,,900,-12,8.5,-125,4.43, ,16,0.188,0.292,0.188,0.278,0.375,0.653,0.44,0.11,0.286,7.84,2.38
Neil Walker,$3.0K,S,NYY,1B/2B,@ DET,7 ,Michael Fiers,R,,,,,,300,7,9.0,-182,5.19, ,32,0.188,0.225,0.001,0.278,0.188,0.466,0.14,0.11,0.222,7.13,2.38
Evan Longoria,$2.9K,R,SFG,3B,@ SDP,5 ,Tyson Ross,R, ,,,,,400,2,8.5,-125,4.43, ,20,0.100,0.089,0.000,0.100,0.100,0.200,0.35,0.00,0.154,6.87,2.37
Abraham Almonte,$2.6K,S,KCR,OF,LAA,1 ,Andrew Heaney,L,,,,,,600,-2,9.5,150,4.14, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.17,2.37
Kolten Wong,$2.8K,L,STL,2B,@ CIN,8 ,Tyler Mahle,R,,,,,,500,8,9.5,-162,5.31, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.64,2.37
Miguel Rojas,$2.7K,R,MIA,SS,PIT,2 ,Chad Kuhl,R, ,,,,, ,6,8.0,121,3.74, ,36,0.306,0.376,0.194,0.359,0.500,0.859,0.13,0.08,0.310,6.38,2.36
Jose Peraza,$2.9K,R,CIN,SS,STL,2 ,Luke Weaver,R, ,,,,,500,-2,9.5,146,4.19, ,31,0.355,0.352,0.097,0.355,0.452,0.807,0.23,0.00,0.458,6.81,2.35
Elias Diaz,$2.5K,R,PIT,C,@ MIA,8 ,Dillon Peters,L,,,,,,500,-34,8.0,-135,4.26, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.85,2.34
Jackie Bradley,$3.3K,L,BOS,OF,BAL,7 ,Chris Tillman,R,,,,,,700,-16,9.5,-248,5.93, ,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.73,2.34
