Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Marcell Ozuna,$3.3K,R,STL,OF,@ CHC,4 ,Kyle Hendricks,R, ,,,,,500,1,9.5,129,4.36,4.36,275,0.265,0.297,0.113,0.299,0.378,0.677,19.50,5.50,0.310,7.22,2.19
Anthony Rizzo,$4.2K,L,CHC,1B,STL,1 ,Carlos Martinez,R,,,,,,500,1,9.5,-143,5.14,5.14,233,0.245,0.332,0.185,0.332,0.429,0.761,9.40,11.20,0.233,9.03,2.15
Paul DeJong,$3.7K,R,STL,SS,@ CHC,3 ,Kyle Hendricks,R, ,,,,,400,1,9.5,129,4.36,4.36,142,0.282,0.356,0.176,0.350,0.458,0.808,26.40,8.20,0.362,7.7,2.08
Jason Heyward,$4.1K,L,CHC,OF,STL,3 ,Carlos Martinez,R,,,,,,1200, ,9.5,-143,5.14,5.14,210,0.286,0.343,0.167,0.342,0.452,0.794,10.30,8.20,0.301,7.95,1.94
Dexter Fowler,$3.4K,S,STL,OF,@ CHC,7 ,Kyle Hendricks,R,,,,,,800,-2,9.5,129,4.36,4.36,194,0.191,0.270,0.134,0.274,0.325,0.599,19.90,10.40,0.212,6.48,1.91
Matt Carpenter,$4.4K,L,STL,1B/3B,@ CHC,1 ,Kyle Hendricks,R,,,,,,700,-1,9.5,129,4.36,4.36,249,0.273,0.386,0.269,0.367,0.542,0.909,23.30,14.00,0.315,8.35,1.9
Jedd Gyorko,$3.7K,R,STL,2B/3B,@ CHC,5 ,Kyle Hendricks,R, ,,,,,600,1,9.5,129,4.36,4.36,152,0.217,0.275,0.118,0.273,0.336,0.609,25.00,8.30,0.278,6.95,1.88
Tommy Pham,$3.8K,R,STL,OF,@ CHC,8 ,Kyle Hendricks,R, ,,,,,800,2,9.5,129,4.36,4.36,246,0.236,0.311,0.163,0.308,0.398,0.706,26.90,10.20,0.290,6.74,1.77
Yadier Molina,$3.8K,R,STL,C,@ CHC,2 ,Kyle Hendricks,R, ,,,,,900,-1,9.5,129,4.36,4.36,181,0.293,0.348,0.210,0.321,0.503,0.824,14.40,4.60,0.286,6.64,1.75
Kolten Wong,$3.6K,L,STL,2B,@ CHC,6 ,Kyle Hendricks,R,,,,,,1100,1,9.5,129,4.36,4.36,179,0.218,0.312,0.173,0.312,0.391,0.703,15.70,7.10,0.234,6.11,1.7
Ian Happ,$4.3K,S,CHC,OF,STL,5 ,Carlos Martinez,R,,,,,,1500,-3,9.5,-143,5.14,5.14,158,0.272,0.382,0.222,0.388,0.494,0.882,34.70,19.40,0.427,7.19,1.67
Kyle Schwarber,$4.6K,L,CHC,OF,STL,6 ,Carlos Martinez,R,,,,,,1300, ,9.5,-143,5.14,5.14,214,0.248,0.378,0.299,0.328,0.547,0.875,26.00,16.30,0.269,7.48,1.63
Kris Bryant,$5.1K,R,CHC,3B,STL,2 ,Carlos Martinez,R, ,,,,,1200, ,9.5,-143,5.14,5.14,221,0.253,0.340,0.145,0.354,0.398,0.752,21.30,11.40,0.317,8.11,1.59
Ben Zobrist,$4.5K,S,CHC,2B/OF,STL,4 ,Carlos Martinez,R,,,,,,1600,-2,9.5,-143,5.14,5.14,176,0.290,0.364,0.153,0.383,0.443,0.826,12.90,13.90,0.310,7,1.56
Addison Russell,$4.1K,R,CHC,SS,STL,7 ,Carlos Martinez,R, ,,,,,1100,-1,9.5,-143,5.14,5.14,213,0.263,0.307,0.103,0.326,0.366,0.692,22.30,8.80,0.333,6.27,1.53
Victor Caratini,$3.6K,S,CHC,1B/C,STL,8 ,Carlos Martinez,R,,,,,,1400, ,9.5,-143,5.14,5.14,53,0.321,0.324,0.075,0.333,0.396,0.729,18.20,3.60,0.395,5.1,1.42
