Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Craig Gentry,$2.5K,R,BAL,OF,@ WAS,8 ,Gio Gonzalez,L,,,,,,400,2,9.0,172,3.73,0.17,59,0.254,0.277,0.051,0.313,0.305,0.618,23.40,7.80,0.341,8.34,3.34
Kevin Kiermaier,$3.0K,L,TBR,OF,@ HOU,1 ,Charlie Morton,R,,,,,,1000,-11,7.5,209,2.9,-0.05,29,0.172,0.228,0.034,0.273,0.207,0.480,36.40,12.10,0.294,8.86,2.95
Enrique Hernandez,$3.3K,R,LAD,2B/OF,@ CHC,2 ,Jon Lester,L,,,,,,700,-31,7.0,-116,3.58,3.58,87,0.230,0.336,0.230,0.299,0.460,0.759,21.00,12.00,0.230,9.14,2.77
Danny Valencia,$2.9K,R,BAL,3B,@ WAS,4 ,Gio Gonzalez,L,,,,,,-100,2,9.0,172,3.73,0.17,71,0.268,0.330,0.169,0.321,0.437,0.758,13.60,11.10,0.276,7.79,2.69
Robbie Grossman,$2.7K,S,MIN,OF,BOS,1 ,David Price,L,,,,,,400,8,8.5,140,3.79,-0.31,46,0.239,0.281,0.065,0.321,0.304,0.625,23.10,11.50,0.314,7.07,2.62
Logan Forsythe,$2.9K,R,LAD,2B/3B,@ CHC,5 ,Jon Lester,L,,,,,,600,10,7.0,-116,3.58,3.58,44,0.182,0.244,0.114,0.250,0.295,0.545,14.60,8.30,0.194,7.49,2.58
Mitch Garver,$2.6K,R,MIN,C,BOS,8 ,David Price,L,,,,,,500,-22,8.5,140,3.79,-0.31,40,0.150,0.188,0.05,0.209,0.200,0.409,25.60,9.30,0.207,6.6,2.54
Jorge Alfaro,$2.8K,R,PHI,C,STL,8 ,Michael Wacha,R, ,,,,,300,-16,8.5,-109,4.32,-0.04,124,0.258,0.299,0.137,0.292,0.395,0.687,39.70,3.10,0.420,7.11,2.54
Adeiny Hechavarria,$2.7K,R,TBR,SS,@ HOU,2 ,Charlie Morton,R, ,,,,, ,8,7.5,209,2.9,-0.05,88,0.227,0.249,0.091,0.255,0.318,0.573,15.80,4.20,0.247,6.79,2.51
Alcides Escobar,$2.6K,R,KCR,SS,TEX,8 ,Austin Bibens-Dirkx,R, ,,,,,300,2,9.0,-107,4.57,-0.28,196,0.184,0.207,0.061,0.221,0.245,0.466,10.40,4.70,0.195,6.37,2.45
Justin Turner,$3.8K,R,LAD,3B,@ CHC,3 ,Jon Lester,L,,,,,,200,-1,7.0,-116,3.58,3.58,24,0.333,0.430,0.208,0.452,0.542,0.994,12.50,21.90,0.350,9.27,2.44
Ehire Adrianza,$3.0K,S,MIN,SS,BOS,6 ,David Price,L,,,,,,500, ,8.5,140,3.79,-0.31,40,0.325,0.382,0.175,0.386,0.500,0.886,25.00,6.80,0.448,7.32,2.44
Lewis Brinson,$3.0K,R,MIA,OF,@ SFG,6 ,Derek Holland,L,,,,,,500,9,7.5,105,3.64,0.12,74,0.230,0.282,0.162,0.266,0.392,0.658,23.80,5.00,0.264,7.25,2.42
Kendrys Morales,$3.1K,S,TOR,1B,ATL,4 ,Anibal Sanchez,R,,,,,,400,-6,8.5,-138,4.55,-0.06,121,0.231,0.278,0.140,0.268,0.372,0.640,22.30,6.90,0.273,7.39,2.38
Brian Dozier,$3.4K,R,MIN,2B,BOS,4 ,David Price,L,,,,,,-100,15,8.5,140,3.79,-0.31,53,0.189,0.272,0.113,0.295,0.302,0.597,16.40,11.50,0.214,8.09,2.38
Kyle Seager,$3.3K,L,SEA,3B,@ NYY,5 ,Jonathan Loaisiga,R,,,,,,400,-3,10.0,168,4.18,0.34,185,0.205,0.277,0.195,0.246,0.400,0.646,18.90,5.60,0.214,7.81,2.37
Joe Panik,$3.2K,L,SFG,2B,MIA,2 ,Jose Urena,R,,,,,,300,10,7.5,-119,3.86,-0.12,88,0.261,0.312,0.091,0.340,0.352,0.692,8.00,9.00,0.275,7.54,2.36
Dee Gordon,$3.6K,L,SEA,2B/OF,@ NYY,1 ,Jonathan Loaisiga,R,,,,,,300,6,10.0,168,4.18,0.34,173,0.277,0.280,0.069,0.296,0.347,0.643,16.50,1.60,0.329,8.46,2.35
Alex Gordon,$3.1K,L,KCR,OF,TEX,5 ,Austin Bibens-Dirkx,R,,,,,,500,11,9.0,-107,4.57,-0.28,153,0.281,0.329,0.131,0.337,0.412,0.749,20.60,6.10,0.333,7.27,2.35
Peter Bourjos,$2.4K,R,ATL,OF,@ TOR,9 ,J.A. Happ,L,,,,,,400,2,8.5,123,3.95,0.06,18,0.167,0.186,0.111,0.167,0.278,0.445,27.80,0.00,0.231,5.64,2.35
Miguel Rojas,$2.7K,R,MIA,3B/SS,@ SFG,7 ,Derek Holland,L,,,,,,400,1,7.5,105,3.64,0.12,64,0.203,0.269,0.109,0.278,0.313,0.591,12.30,9.60,0.204,6.31,2.34
Justin Smoak,$3.6K,S,TOR,1B,ATL,2 ,Anibal Sanchez,R,,,,,,500, ,8.5,-138,4.55,-0.06,147,0.204,0.337,0.224,0.335,0.429,0.764,26.20,18.00,0.245,8.44,2.34
Maikel Franco,$3.3K,R,PHI,3B,STL,7 ,Michael Wacha,R, ,,,,,500,-5,8.5,-109,4.32,-0.04,141,0.255,0.302,0.163,0.279,0.418,0.697,16.80,4.70,0.270,7.69,2.33
Hunter Pence,$2.7K,R,SFG,OF,MIA,7 ,Jose Urena,R, ,,,,,700,-3,7.5,-119,3.86,-0.12,47,0.213,0.229,0.021,0.269,0.234,0.503,29.40,7.80,0.303,6.28,2.33
Starlin Castro,$3.4K,R,MIA,2B,@ SFG,1 ,Derek Holland,L,,,,,,500,5,7.5,105,3.64,0.12,68,0.250,0.300,0.088,0.325,0.338,0.663,19.00,12.70,0.302,7.79,2.29
Aledmys Diaz,$3.0K,R,TOR,SS,ATL,8 ,Anibal Sanchez,R, ,,,,,700,-3,8.5,-138,4.55,-0.06,122,0.254,0.323,0.213,0.283,0.467,0.750,14.10,3.90,0.255,6.87,2.29
Hunter Dozier,$3.0K,R,KCR,1B,TEX,6 ,Austin Bibens-Dirkx,R, ,,,,,400,2,9.0,-107,4.57,-0.28,86,0.209,0.267,0.140,0.261,0.349,0.610,30.40,6.50,0.273,6.84,2.28
Carlos Gonzalez,$4.2K,L,COL,OF,NYM,4 ,Seth Lugo,R,,,,,,400,6,11.0,-108,5.59,-0.27,122,0.279,0.345,0.205,0.323,0.484,0.807,22.10,8.80,0.326,9.59,2.28
Elvis Andrus,$3.7K,R,TEX,SS,@ KCR,2 ,Jakob Junis,R, ,,,,,100,1,9.0,-106,4.43,-0.22,49,0.306,0.389,0.184,0.404,0.490,0.894,7.00,12.30,0.302,8.38,2.26
Trey Mancini,$3.1K,R,BAL,1B/OF,@ WAS,1 ,Gio Gonzalez,L,,,,,,500,-27,9.0,172,3.73,0.17,89,0.236,0.299,0.146,0.292,0.382,0.674,24.70,7.20,0.290,7.02,2.26
Tom Murphy,$3.5K,R,COL,C,NYM,8 ,Seth Lugo,R, ,,,,,400,-15,11.0,-108,5.59,-0.27,15,0.267,0.286,0.067,0.313,0.333,0.646,43.80,6.20,0.500,7.89,2.25
Mike Moustakas,$4.0K,L,KCR,3B,TEX,3 ,Austin Bibens-Dirkx,R,,,,,,300, ,9.0,-107,4.57,-0.28,186,0.280,0.368,0.253,0.337,0.532,0.869,14.00,9.20,0.277,8.96,2.24
Cameron Maybin,$3.0K,R,MIA,OF,@ SFG,4 ,Derek Holland,L,,,,,,600,3,7.5,105,3.64,0.12,68,0.294,0.314,0.088,0.329,0.382,0.711,13.30,8.00,0.339,6.72,2.24
Mitch Haniger,$4.1K,R,SEA,OF,@ NYY,3 ,Jonathan Loaisiga,R, ,,,,,400,9,10.0,168,4.18,0.34,186,0.253,0.367,0.263,0.340,0.516,0.856,23.60,12.00,0.266,9.2,2.24
Dexter Fowler,$3.1K,S,STL,OF,@ PHI,6 ,Jake Arrieta,R,,,,,,300,17,8.5,-105,4.18,0.04,157,0.185,0.271,0.134,0.279,0.318,0.597,18.30,11.10,0.200,6.92,2.23
Kolten Wong,$2.6K,L,STL,2B,@ PHI,8 ,Jake Arrieta,R,,,,,,100,15,8.5,-105,4.18,0.04,135,0.193,0.284,0.156,0.283,0.348,0.631,17.20,7.00,0.204,5.79,2.23
Wilson Ramos,$3.3K,R,TBR,C,@ HOU,4 ,Charlie Morton,R, ,,,,,600,-22,7.5,209,2.9,-0.05,155,0.290,0.339,0.148,0.337,0.439,0.776,21.60,7.20,0.345,7.33,2.22
Gregory Bird,$3.7K,L,NYY,1B,SEA,7 ,Felix Hernandez,R,,,,,,900,-12,10.0,-188,5.82,0.66,58,0.224,0.301,0.241,0.250,0.466,0.716,28.30,3.30,0.282,8.22,2.22
Chris Taylor,$3.9K,R,LAD,OF/SS,@ CHC,1 ,Jon Lester,L,,,,,,400,25,7.0,-116,3.58,3.58,79,0.228,0.338,0.203,0.333,0.430,0.763,16.80,14.70,0.258,8.67,2.22
Jackie Bradley,$3.0K,L,BOS,OF,@ MIN,9 ,Lance Lynn,R,,,,,,400,15,8.5,-156,4.71,-0.19,158,0.203,0.286,0.133,0.301,0.335,0.636,23.90,10.30,0.257,6.65,2.22
Asdrubal Cabrera,$4.2K,S,NYM,2B,@ COL,2 ,Chad Bettis,R,,,,,,200,4,11.0,-106,5.41,-0.23,192,0.276,0.349,0.224,0.319,0.500,0.819,20.70,5.40,0.312,9.31,2.22
Ryan Goins,$2.6K,L,KCR,2B,TEX,7 ,Austin Bibens-Dirkx,R,,,,,,500,9,9.0,-107,4.57,-0.28,89,0.247,0.273,0.101,0.280,0.348,0.628,22.30,4.30,0.324,5.76,2.22
Charlie Culberson,$2.9K,R,ATL,3B/OF,@ TOR,6 ,J.A. Happ,L,,,,,,700,-5,8.5,123,3.95,0.06,52,0.250,0.278,0.096,0.291,0.346,0.637,18.20,5.50,0.310,6.38,2.2
Whit Merrifield,$3.9K,R,KCR,2B/OF,TEX,1 ,Austin Bibens-Dirkx,R, ,,,,,700,1,9.0,-107,4.57,-0.28,182,0.242,0.294,0.066,0.338,0.308,0.646,17.30,10.30,0.297,8.52,2.18
Mark Trumbo,$3.2K,R,BAL,OF,@ WAS,6 ,Gio Gonzalez,L,,,,,,300,19,9.0,172,3.73,0.17,43,0.186,0.258,0.116,0.271,0.302,0.573,27.10,8.30,0.241,6.98,2.18
Jonathan Schoop,$3.1K,R,BAL,2B,@ WAS,5 ,Gio Gonzalez,L,,,,,,100,17,9.0,172,3.73,0.17,59,0.271,0.316,0.102,0.338,0.373,0.711,15.20,9.10,0.298,6.74,2.17
Joseph Wendle,$3.0K,L,TBR,2B,@ HOU,5 ,Charlie Morton,R,,,,,,700,8,7.5,209,2.9,-0.05,174,0.276,0.301,0.098,0.314,0.374,0.688,22.80,5.30,0.348,6.51,2.17
Mike Zunino,$3.1K,R,SEA,C,@ NYY,9 ,Jonathan Loaisiga,R, ,,,,,700,-25,10.0,168,4.18,0.34,117,0.205,0.313,0.265,0.262,0.470,0.732,38.90,4.00,0.254,6.71,2.16
Russell Martin,$3.0K,R,TOR,C,ATL,6 ,Anibal Sanchez,R, ,,,,,800,-27,8.5,-138,4.55,-0.06,120,0.167,0.294,0.175,0.306,0.342,0.648,24.30,14.60,0.177,6.49,2.16
Brandon Nimmo,$5.0K,L,NYM,OF,@ COL,1 ,Chad Bettis,R,,,,,,600, ,11.0,-106,5.41,-0.23,127,0.307,0.454,0.346,0.429,0.654,1.083,22.10,13.00,0.357,10.81,2.16
Wilmer Difo,$3.1K,S,WAS,2B/3B,BAL,7 ,Andrew Cashner,R,,,,,,500,9,9.0,-194,5.27,-0.17,144,0.257,0.303,0.104,0.316,0.361,0.677,15.30,9.20,0.297,6.67,2.15
Brian Anderson,$3.7K,R,MIA,3B/OF,@ SFG,2 ,Derek Holland,L,,,,,,400,-3,7.5,105,3.64,0.12,82,0.280,0.359,0.183,0.366,0.463,0.829,14.10,12.00,0.313,7.92,2.14
Wilmer Flores,$3.8K,R,NYM,1B/3B,@ COL,6 ,Chad Bettis,R, ,,,,,300,7,11.0,-106,5.41,-0.23,73,0.288,0.366,0.205,0.361,0.493,0.854,14.50,9.60,0.305,8.12,2.14
Nick Williams,$3.4K,L,PHI,OF,STL,6 ,Michael Wacha,R,,,,,,900,-9,8.5,-109,4.32,-0.04,125,0.232,0.336,0.248,0.304,0.480,0.784,23.60,8.60,0.250,7.26,2.14
Yonder Alonso,$3.6K,L,CLE,1B,CHW,5 ,Reynaldo Lopez,R,,,,,,400,3,8.0,-305,5.25,0.38,172,0.262,0.340,0.186,0.326,0.448,0.774,21.20,9.80,0.298,7.71,2.14
Adrian Beltre,$3.6K,R,TEX,3B,@ KCR,4 ,Jakob Junis,R, ,,,,,200,1,9.0,-106,4.43,-0.22,115,0.296,0.341,0.139,0.346,0.435,0.781,16.50,9.00,0.330,7.7,2.14
Gary Sanchez,$3.8K,R,NYY,C,SEA,6 ,Felix Hernandez,R, ,,,,,300,-8,10.0,-188,5.82,0.66,164,0.171,0.276,0.220,0.243,0.390,0.633,26.00,8.80,0.174,8.1,2.13
Rhys Hoskins,$4.6K,R,PHI,OF,STL,2 ,Michael Wacha,R, ,,,,,400,6,8.5,-109,4.32,-0.04,164,0.244,0.354,0.238,0.333,0.482,0.815,27.60,13.00,0.305,9.78,2.13
