Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Eduardo Nunez,$3.3K,R,BOS,2B/SS,LAA,6 ,John Lamb,L,,,,,,800,7,10.0,-161,5.58, ,68,0.176,0.202,0.029,0.222,0.206,0.428,17.60,6.80,0.218,8.32,2.52
Christian Vazquez,$2.6K,R,BOS,C,LAA,8 ,John Lamb,L,,,,,,600,-37,10.0,-161,5.58, ,48,0.292,0.311,0.104,0.306,0.396,0.702,12.00,4.00,0.333,6.51,2.5
Eric Hosmer,$3.8K,L,SDP,1B,@ TEX,3 ,Austin Bibens-Dirkx,R,,,,,,900,-4,10.5,107,5.07,0.01,202,0.297,0.363,0.183,0.357,0.480,0.837,22.00,11.00,0.366,9.08,2.39
Rougned Odor,$3.4K,L,TEX,2B,SDP,5 ,Tyson Ross,R,,,,,,800,7,10.5,-121,5.43,0.49,121,0.190,0.250,0.099,0.261,0.289,0.550,27.00,8.80,0.253,8.01,2.36
Logan Morrison,$3.3K,L,MIN,1B,@ CHW,4 ,Reynaldo Lopez,R,,,,,,700,3,8.5,-134,4.51,-0.14,167,0.180,0.286,0.180,0.277,0.359,0.636,18.70,11.40,0.177,7.74,2.35
Victor Martinez,$2.9K,S,DET,1B,OAK,4 ,Frankie Montas,R,,,,,,400,4,9.0,111,4.3,-0.12,181,0.249,0.277,0.083,0.298,0.331,0.629,10.50,7.50,0.267,6.76,2.33
David Freese,$2.9K,R,PIT,1B/3B,@ NYM,4 ,Steven Matz,L,,,,,,900,13,8.0,-107,3.93,0.12,49,0.184,0.226,0.020,0.250,0.204,0.454,19.30,12.30,0.225,6.69,2.31
Cory Spangenberg,$3.5K,L,SDP,2B/3B,@ TEX,5 ,Austin Bibens-Dirkx,R,,,,,,1000,-1,10.5,107,5.07,0.01,133,0.248,0.299,0.158,0.286,0.406,0.692,29.30,3.60,0.322,8.08,2.31
Mike Moustakas,$4.0K,L,KCR,3B,@ MIL,3 ,Freddy Peralta,R,,,,,,900,-7,8.0,185,3.22,-0.16,197,0.269,0.355,0.239,0.327,0.508,0.835,14.20,9.10,0.268,9.18,2.3
Jake Marisnick,$2.8K,R,HOU,OF,TOR,8 ,Ryan Borucki,L,,,,,,700,-5,8.0,-227,4.88,-0.52,64,0.172,0.216,0.109,0.209,0.281,0.490,46.30,3.00,0.290,6.43,2.3
Jonathan Lucroy,$2.8K,R,OAK,C,@ DET,8 ,Blaine Hardy,L,,,,,,400,-19,9.0,-127,4.7,0.12,65,0.200,0.235,0.046,0.257,0.246,0.503,15.30,9.70,0.241,6.4,2.29
Avisail Garcia,$3.3K,R,CHW,OF,MIN,4 ,Lance Lynn,R, ,,,,,1000,-11,8.5,118,3.99,-0.36,62,0.226,0.223,0.032,0.246,0.258,0.504,23.10,0.00,0.292,7.53,2.28
Chris Davis,$2.5K,L,BAL,1B,SEA,7 ,James Paxton,L, ,,,,,300,-9,8.0,128,3.67,-0.2,59,0.136,0.255,0.220,0.232,0.356,0.588,37.70,10.10,0.129,5.68,2.27
Jarrod Dyson,$3.1K,L,ARI,OF,@ MIA,8 ,Elieser Hernandez,R,,,,,,1000,-13,8.0,-159,4.45,-0.32,150,0.173,0.227,0.067,0.244,0.240,0.484,13.10,10.70,0.190,7.01,2.26
Guillermo Heredia,$2.6K,R,SEA,OF,@ BAL,9 ,Kevin Gausman,R, ,,,,,400, ,8.0,-145,4.33,-0.3,90,0.267,0.342,0.111,0.380,0.378,0.758,17.90,14.30,0.329,5.86,2.25
Yolmer Sanchez,$3.4K,S,CHW,3B,MIN,2 ,Lance Lynn,R,,,,,,700,-3,8.5,118,3.99,-0.36,220,0.268,0.327,0.186,0.312,0.455,0.767,15.20,4.60,0.298,7.61,2.24
Marcus Semien,$4.1K,R,OAK,SS,@ DET,1 ,Blaine Hardy,L,,,,,,900,-2,9.0,-127,4.7,0.12,103,0.233,0.296,0.184,0.281,0.417,0.698,21.90,7.00,0.269,9.14,2.23
Max Kepler,$3.3K,L,MIN,OF,@ CHW,6 ,Reynaldo Lopez,R,,,,,,1000,-11,8.5,-134,4.51,-0.14,179,0.196,0.275,0.128,0.287,0.324,0.611,13.70,12.30,0.216,7.33,2.22
Chad Pinder,$3.3K,R,OAK,OF,@ DET,2 ,Blaine Hardy,L,,,,,,1000,-11,9.0,-127,4.7,0.12,77,0.286,0.351,0.169,0.345,0.455,0.800,30.20,9.30,0.396,7.23,2.19
Ian Kinsler,$3.6K,R,LAA,2B,@ BOS,1 ,David Price,L,,,,,,700,4,10.0,144,4.42,0.5,62,0.161,0.202,0.097,0.200,0.258,0.458,9.20,4.60,0.164,7.84,2.18
Freddy Galvis,$3.2K,S,SDP,SS,@ TEX,8 ,Austin Bibens-Dirkx,R,,,,,,1000,-8,10.5,107,5.07,0.01,207,0.227,0.274,0.097,0.291,0.324,0.615,22.00,9.10,0.287,6.94,2.17
Leonys Martin,$4.1K,L,DET,OF,OAK,1 ,Frankie Montas,R,,,,,,700,4,9.0,111,4.3,-0.12,196,0.281,0.355,0.184,0.349,0.464,0.813,20.90,10.50,0.333,8.88,2.17
Enrique Hernandez,$3.4K,R,LAD,OF/SS,CHC,1 ,Jon Lester,L,,,,,,500,47,7.5,-150,4.1,-0.03,90,0.244,0.357,0.256,0.317,0.500,0.817,20.20,12.50,0.238,7.36,2.16
Scott Schebler,$4.1K,L,CIN,OF,@ ATL,1 ,Anibal Sanchez,R,,,,,,500,9,9.0,122,4.2,0.05,149,0.255,0.353,0.228,0.329,0.483,0.812,21.90,8.30,0.286,8.8,2.15
Justin Turner,$3.8K,R,LAD,3B,CHC,2 ,Jon Lester,L,,,,,,500, ,7.5,-150,4.1,-0.03,27,0.333,0.425,0.185,0.457,0.519,0.976,11.10,22.20,0.348,8.17,2.15
Travis Jankowski,$3.8K,L,SDP,OF,@ TEX,1 ,Austin Bibens-Dirkx,R,,,,,,1200,-20,10.5,107,5.07,0.01,132,0.295,0.331,0.083,0.367,0.379,0.746,12.40,10.30,0.336,8.18,2.15
Yonder Alonso,$3.7K,L,CLE,1B,@ STL,4 ,Carlos Martinez,R,,,,,,700,5,8.0,-169,4.51,0.26,182,0.275,0.354,0.198,0.338,0.473,0.811,20.60,9.80,0.311,7.96,2.15
Joe Mauer,$3.4K,L,MIN,1B,@ CHW,1 ,Reynaldo Lopez,R,,,,,,700,2,8.5,-134,4.51,-0.14,136,0.257,0.309,0.081,0.344,0.338,0.682,11.50,12.70,0.291,7.26,2.14
Rosell Herrera,$3.1K,S,KCR,OF,@ MIL,2 ,Freddy Peralta,R,,,,,,800,-1,8.0,185,3.22,-0.16,31,0.161,0.203,0.129,0.161,0.290,0.451,37.50,3.10,0.263,6.62,2.14
Austin Barnes,$2.8K,R,LAD,2B/C,CHC,8 ,Jon Lester,L,,,,,,800,-25,7.5,-150,4.1,-0.03,56,0.250,0.309,0.089,0.344,0.339,0.683,20.00,10.80,0.310,5.98,2.14
Manny Pina,$3.0K,R,MIL,C,KCR,8 ,Jakob Junis,R, ,,,,,900,-44,8.0,-209,4.78,-0.34,147,0.231,0.281,0.150,0.265,0.381,0.646,20.50,4.50,0.268,6.4,2.13
Jordy Mercer,$3.1K,R,PIT,SS,@ NYM,8 ,Steven Matz,L,,,,,,800,-1,8.0,-107,3.93,0.12,53,0.283,0.314,0.094,0.339,0.377,0.716,11.70,6.70,0.319,6.61,2.13
Logan Forsythe,$3.0K,R,LAD,2B/3B,CHC,5 ,Jon Lester,L,,,,,,700,9,7.5,-150,4.1,-0.03,51,0.216,0.267,0.118,0.273,0.333,0.606,14.50,7.30,0.238,6.35,2.12
Michael Conforto,$3.8K,L,NYM,OF,PIT,2 ,Chad Kuhl,R,,,,,,900,-1,8.0,-107,4.07,-0.12,153,0.229,0.326,0.144,0.350,0.373,0.723,21.20,16.90,0.269,8.02,2.11
Jose Abreu,$3.9K,R,CHW,1B,MIN,3 ,Lance Lynn,R, ,,,,,700,5,8.5,118,3.99,-0.36,238,0.269,0.326,0.189,0.300,0.458,0.758,17.00,5.40,0.296,8.21,2.11
Alex Gordon,$3.2K,L,KCR,OF,@ MIL,6 ,Freddy Peralta,R,,,,,,800,1,8.0,185,3.22,-0.16,165,0.279,0.327,0.127,0.339,0.406,0.745,20.60,7.20,0.333,6.74,2.11
Wilmer Difo,$2.9K,S,WAS,2B/3B,@ TBR,8 ,Nathan Eovaldi,R,,,,,,400,14,7.0,-183,4.05,-0.16,161,0.267,0.308,0.112,0.318,0.379,0.697,14.40,8.30,0.304,6.08,2.1
Tyler Flowers,$3.4K,R,ATL,C,CIN,5 ,Matt Harvey,R, ,,,,,600,-18,9.0,-136,4.8,-0.05,68,0.132,0.227,0.074,0.263,0.206,0.469,25.00,10.00,0.170,7.15,2.1
Josh Harrison,$3.7K,R,PIT,2B,@ NYM,3 ,Steven Matz,L,,,,,,800,2,8.0,-107,3.93,0.12,34,0.265,0.301,0.147,0.286,0.412,0.698,11.10,2.80,0.276,7.76,2.1
