Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Yulieski Gurriel,$3.2K,R,HOU,1B,@ OAK,4 ,Brett Anderson,L,,,,,,200,4,8.5,-135,4.53,-0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.91,2.78
Gregor Blanco,$2.7K,L,SFG,OF,@ PHI,1 ,Zach Eflin,R,,,,,,300,3,9.0,-121,4.66,0.47,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.37,2.73
Michael Conforto,$3.4K,L,NYM,OF,@ CIN,1 ,Homer Bailey,R,,,,,,300,10,9.5,-109,4.83,0.02,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.85,2.6
Jay Bruce,$3.8K,L,NYM,OF,@ CIN,3 ,Homer Bailey,R,,,,,,700,-3,9.5,-109,4.83,0.02,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.56,2.52
Justin Bour,$3.4K,L,MIA,1B,@ CHC,4 ,Kyle Hendricks,R,,,,,,200,4,7.5,186,3.01,3.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.3,2.44
Gorkys Hernandez,$2.7K,R,SFG,OF,@ PHI,8 ,Zach Eflin,R, ,,,,,600,-3,9.0,-121,4.66,0.47,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.54,2.42
Marwin Gonzalez,$3.2K,S,HOU,1B/OF,@ OAK,6 ,Brett Anderson,L,,,,,,300,3,8.5,-135,4.53,-0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.52,2.35
Derek Dietrich,$3.0K,L,MIA,OF,@ CHC,6 ,Kyle Hendricks,R,,,,,,600,-1,7.5,186,3.01,3.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.03,2.34
Victor Caratini,$2.9K,S,CHC,1B/C,MIA,6 ,Jarlin Garcia,L,,,,,,900,-9,7.5,-212,4.49,4.49,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.79,2.34
Victor Martinez,$3.2K,S,DET,1B,@ TEX,4 ,Matt Moore,L,,,,,,600,-1,9.5,-101,4.82,-0.02,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.5,2.34
Evan Gattis,$3.1K,R,HOU,C,@ OAK,7 ,Brett Anderson,L,,,,,,1000,-17,8.5,-135,4.53,-0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.16,2.31
Matt Carpenter,$3.6K,L,STL,2B/3B,MIN,1 ,Fernando Romero,R,,,,,,200,3,8.5,-127,4.46,-0.11,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.21,2.28
Jake Smolinski,$2.6K,R,OAK,OF,HOU,9 ,Dallas Keuchel,L,,,,,,500, ,8.5,121,3.97,0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.87,2.26
Odubel Herrera,$3.7K,L,PHI,OF,SFG,3 ,Jeff Samardzija,R,,,,,,600,1,9.0,108,4.34,0.03,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,8.33,2.25
Travis Jankowski,$2.7K,L,SDP,OF,WAS,1 ,Stephen Strasburg,R,,,,,,700,-6,7.0,152,3.04,-0.04,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.08,2.25
Ehire Adrianza,$2.4K,S,MIN,SS,@ STL,8 ,John Gant,R,,,,,,100,-1,8.5,114,4.04,0.11,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.38,2.24
Robbie Grossman,$2.8K,S,MIN,OF,@ STL,6 ,John Gant,R,,,,,,500,-2,8.5,114,4.04,0.11,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.25,2.23
Jose Iglesias,$2.6K,R,DET,SS,@ TEX,8 ,Matt Moore,L,,,,,,500,-4,9.5,-101,4.82,-0.02,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.81,2.23
Addison Russell,$3.1K,R,CHC,SS,MIA,7 ,Jarlin Garcia,L,,,,,,100, ,7.5,-212,4.49,4.49,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.87,2.22
Nick Castellanos,$4.4K,R,DET,OF,@ TEX,3 ,Matt Moore,L,,,,,,600,-2,9.5,-101,4.82,-0.02,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,9.7,2.2
Martin Prado,$3.0K,R,MIA,2B/3B,@ CHC,2 ,Kyle Hendricks,R, ,,,,,700,4,7.5,186,3.01,3.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.58,2.19
Albert Almora,$3.4K,R,CHC,OF,MIA,1 ,Jarlin Garcia,L,,,,,,600,2,7.5,-212,4.49,4.49,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.42,2.18
