Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Drew Butera,$2.5K,R,KCR,C,@ SEA,9 ,James Paxton,L,,,,,,500,-35,7.5,230,2.75,0.03,27,0.111,0.216,0.148,0.219,0.259,0.478,31.20,12.50,0.118,7.2,2.88
Kole Calhoun,$3.2K,L,LAA,OF,@ BAL,1 ,Kevin Gausman,R,,,,,,700,-2,10.0,107,4.84,-0.01,165,0.176,0.213,0.079,0.225,0.255,0.480,23.60,6.20,0.213,8.93,2.79
Aaron Altherr,$3.0K,R,PHI,OF,WAS,4 ,Gio Gonzalez,L,,,,,,1000,-21,9.0,126,4.14,-0.29,58,0.155,0.265,0.138,0.286,0.293,0.579,27.10,15.70,0.184,8.02,2.67
Kyle Higashioka,$2.3K,R,NYY,C,BOS,8 ,David Price,L,,,,,,300,-34,8.5,-182,4.89,0.21,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6,2.61
Christian Walker,$3.1K,R,ARI,1B,SFG,4 ,Derek Holland,L,,,,,,1100,-25,8.0,-127,4.18,-0.32,8,0.250,0.366,0.375,0.250,0.625,0.875,75.00,0.00,1.000,8,2.58
Matt Joyce,$3.1K,L,OAK,OF,CLE,7 ,Mike Clevinger,R,,,,,,500,6,9.0,132,4.09,0.04,169,0.207,0.297,0.154,0.303,0.361,0.664,23.20,13.60,0.244,7.93,2.56
Robbie Grossman,$3.0K,S,MIN,OF,@ CHC,1 ,Jon Lester,L,,,,,,400,10,12.0,150,5.26,5.26,60,0.217,0.266,0.1,0.284,0.317,0.601,24.20,9.10,0.273,7.69,2.56
Deven Marrero,$2.7K,R,ARI,3B,SFG, ,Derek Holland,L,,,,,,700,-5,8.0,-127,4.18,-0.32,54,0.204,0.221,0.056,0.241,0.259,0.500,29.30,5.20,0.289,6.89,2.55
Justin Smoak,$3.6K,S,TOR,1B,DET,4 ,Jordan Zimmermann,R,,,,,,400,11,9.0,-190,5.24,0.22,162,0.210,0.342,0.222,0.343,0.432,0.775,27.20,18.30,0.265,8.97,2.49
Jarrod Dyson,$3.0K,L,ARI,OF,SFG,1 ,Derek Holland,L, ,,,,,900,-13,8.0,-127,4.18,-0.32,40,0.225,0.295,0.1,0.333,0.325,0.658,20.00,14.00,0.290,7.44,2.48
Brian Dozier,$4.0K,R,MIN,2B,@ CHC,4 ,Jon Lester,L,,,,,,100,7,12.0,150,5.26,5.26,68,0.221,0.296,0.118,0.321,0.338,0.659,15.40,11.50,0.255,9.9,2.48
Willians Astudillo,$2.9K,R,MIN,3B/C,@ CHC,6 ,Jon Lester,L,,,,,,900,-38,12.0,150,5.26,5.26,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.2,2.48
Adam Jones,$3.6K,R,BAL,OF,LAA,2 ,Deck McGuire,R, ,,,,,800,-1,10.0,-119,5.16,0.01,227,0.278,0.331,0.189,0.307,0.467,0.774,18.60,3.00,0.309,8.85,2.46
Chris Davis,$3.0K,L,BAL,1B,LAA,5 ,Deck McGuire,R,,,,,,700,-8,10.0,-119,5.16,0.01,171,0.158,0.210,0.076,0.222,0.234,0.456,36.70,8.00,0.242,7.34,2.45
Curtis Granderson,$4.0K,L,TOR,OF,DET,1 ,Jordan Zimmermann,R,,,,,,1300,-25,9.0,-190,5.24,0.22,170,0.265,0.374,0.229,0.372,0.494,0.866,29.10,13.60,0.350,9.81,2.45
Manny Pina,$2.9K,R,MIL,C,@ CIN,8 ,Matt Harvey,R, ,,,,,800,-40,9.0,-128,4.72, ,152,0.237,0.291,0.145,0.282,0.382,0.664,20.10,4.90,0.276,7.07,2.44
Hernan Perez,$3.3K,R,MIL,2B/OF,@ CIN,5 ,Matt Harvey,R, ,,,,,1000,1,9.0,-128,4.72, ,111,0.279,0.307,0.108,0.316,0.387,0.703,19.70,5.10,0.337,8.05,2.44
Kevin Pillar,$3.3K,R,TOR,OF,DET,5 ,Jordan Zimmermann,R, ,,,,,1200,-25,9.0,-190,5.24,0.22,211,0.270,0.315,0.161,0.304,0.431,0.735,20.60,4.50,0.321,8.03,2.43
Nick Ahmed,$3.4K,R,ARI,SS,SFG,2 ,Derek Holland,L,,,,,,900,-2,8.0,-127,4.18,-0.32,84,0.286,0.368,0.25,0.333,0.536,0.869,15.60,6.70,0.303,8.25,2.43
Cameron Maybin,$3.0K,R,MIA,OF,NYM,4 ,Steven Matz,L,,,,,,900,-13,8.0,103,3.89,-0.04,79,0.278,0.303,0.089,0.318,0.367,0.685,13.80,8.00,0.324,7.26,2.42
Jesmuel Valentin,$2.7K,S,PHI,2B/3B,WAS,6 ,Gio Gonzalez,L,,,,,,700,12,9.0,126,4.14,-0.29,13,0.308,0.453,0.385,0.400,0.692,1.092,13.30,13.30,0.300,6.5,2.41
Brad Miller,$3.4K,L,MIL,1B,@ CIN,1 ,Matt Harvey,R,,,,,,700,2,9.0,-128,4.72, ,137,0.255,0.335,0.182,0.329,0.438,0.767,31.40,11.50,0.360,8.18,2.41
Russell Martin,$2.9K,R,TOR,C,DET,6 ,Jordan Zimmermann,R, ,,,,,500,-22,9.0,-190,5.24,0.22,133,0.165,0.293,0.158,0.311,0.323,0.634,24.10,16.00,0.182,6.94,2.39
Jonathan Villar,$3.3K,S,MIL,2B,@ CIN,6 ,Matt Harvey,R,,,,,,700,6,9.0,-128,4.72, ,182,0.247,0.276,0.088,0.289,0.335,0.624,30.40,5.70,0.347,7.83,2.37
Ian Happ,$3.6K,S,CHC,OF,MIN,1 ,Lance Lynn,R,,,,,,900,-8,12.0,-163,6.74,6.74,140,0.250,0.360,0.221,0.360,0.471,0.831,36.80,18.10,0.400,8.54,2.37
Victor Martinez,$2.9K,S,DET,1B,@ TOR,5 ,J.A. Happ,L,,,,,,500,-1,9.0,168,3.76,0.28,65,0.246,0.277,0.108,0.279,0.354,0.633,11.60,5.80,0.255,6.84,2.36
Jake Cave,$2.9K,L,MIN,OF,@ CHC,8 ,Jon Lester,L, ,,,,,700,-2,12.0,150,5.26,5.26,4,0.000,0.137,0,0.200,0.000,0.200,80.00,20.00,0.000,6.85,2.36
Lewis Brinson,$2.9K,R,MIA,OF,NYM,6 ,Steven Matz,L,,,,,,800,-6,8.0,103,3.89,-0.04,86,0.221,0.276,0.174,0.253,0.395,0.648,26.10,4.30,0.267,6.79,2.34
Justin Bour,$3.3K,L,MIA,1B,NYM,5 ,Steven Matz,L, ,,,,,400,10,8.0,103,3.89,-0.04,94,0.202,0.280,0.064,0.330,0.266,0.596,23.40,16.20,0.269,7.72,2.34
Travis Shaw,$4.2K,L,MIL,3B,@ CIN,4 ,Matt Harvey,R,,,,,,800,-2,9.0,-128,4.72, ,201,0.249,0.378,0.289,0.350,0.537,0.887,17.40,14.40,0.245,9.84,2.34
Ryan Rua,$2.6K,R,TEX,OF,CHW,6 ,Reynaldo Lopez,R, ,,,,,600,-9,10.5,-155,5.8,0.18,55,0.127,0.131,0.055,0.125,0.182,0.307,46.40,0.00,0.207,6.08,2.34
Jose Bautista,$3.7K,R,NYM,3B/OF,@ MIA,2 ,Dan Straily,R, ,,,,,1000,-41,8.0,-119,4.11,0.04,62,0.258,0.353,0.177,0.373,0.435,0.808,29.30,16.00,0.375,8.62,2.33
Yadiel Rivera,$2.7K,R,MIA,3B/SS,NYM,8 ,Steven Matz,L,,,,,,700,-1,8.0,103,3.89,-0.04,33,0.273,0.345,0.061,0.419,0.333,0.752,24.40,24.40,0.391,6.27,2.32
Ben Zobrist,$3.9K,S,CHC,2B/OF,MIN,3 ,Lance Lynn,R,,,,,,900,-30,12.0,-163,6.74,6.74,155,0.303,0.382,0.168,0.397,0.471,0.868,13.20,14.30,0.328,8.85,2.27
Raimel Tapia,$3.2K,L,COL,OF,@ LAD,7 ,Ross Stripling,R,,,,,,200,24,8.5,189,3.41,0.18,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.2,2.25
Tim Beckham,$3.3K,R,BAL,3B,LAA,1 ,Deck McGuire,R, ,,,,,1200,-8,10.0,-119,5.16,0.01,76,0.158,0.178,0.039,0.188,0.197,0.385,27.20,4.90,0.218,7.38,2.24
Rougned Odor,$4.1K,L,TEX,T6,CHW,5 ,Reynaldo Lopez,R,,,,,,1400,-16,10.5,-155,5.8,0.18,130,0.200,0.269,0.138,0.266,0.338,0.604,26.70,8.20,0.250,9.16,2.23
Trea Turner,$4.5K,R,WAS,SS,@ PHI,2 ,Jake Arrieta,R, ,,,,,800,-1,9.0,-143,4.86,0.29,236,0.280,0.343,0.153,0.346,0.432,0.778,20.80,9.80,0.335,10.04,2.23
Miguel Rojas,$2.9K,R,MIA,3B/SS,NYM,7 ,Steven Matz,L,,,,,,700,-3,8.0,103,3.89,-0.04,71,0.211,0.268,0.099,0.278,0.310,0.588,11.20,8.80,0.213,6.48,2.23
Cory Spangenberg,$3.2K,L,SDP,2B/3B,PIT,5 ,Jameson Taillon,R,,,,,,900,5,7.5,106,3.63,-0.06,137,0.248,0.297,0.153,0.285,0.401,0.686,29.70,3.40,0.326,7.11,2.22
Chris Owings,$3.0K,R,ARI,OF,SFG,8 ,Derek Holland,L,,,,,,700,-3,8.0,-127,4.18,-0.32,82,0.232,0.272,0.110,0.273,0.341,0.614,26.40,8.80,0.310,6.62,2.21
Elvis Andrus,$3.9K,R,TEX,SS,CHW,2 ,Reynaldo Lopez,R, ,,,,,400,4,10.5,-155,5.8,0.18,70,0.286,0.350,0.143,0.370,0.429,0.799,11.10,9.90,0.300,8.61,2.21
Eric Thames,$5.0K,L,MIL,1B/OF,@ CIN,2 ,Matt Harvey,R,,,,,,900, ,9.0,-128,4.72, ,101,0.228,0.355,0.307,0.297,0.535,0.832,28.90,9.60,0.237,11.06,2.21
Trey Mancini,$3.5K,R,BAL,1B/OF,LAA,6 ,Deck McGuire,R, ,,,,,900,-37,10.0,-119,5.16,0.01,192,0.234,0.303,0.151,0.297,0.385,0.682,24.20,9.30,0.281,7.73,2.21
