Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Andrew McCutchen,$4.0K,R,SFG,OF,@ COL,3 ,Tyler Anderson,L,,,,,,-100,26,10.5,107,5.08,-0.53,115,0.270,0.342,0.183,0.328,0.452,0.780,22.00,8.70,0.333,10.63,2.66
Gorkys Hernandez,$3.7K,R,SFG,OF,@ COL,1 ,Tyler Anderson,L,,,,,,-100,32,10.5,107,5.08,-0.53,86,0.256,0.326,0.186,0.304,0.442,0.746,27.70,7.40,0.321,9.83,2.66
Noel Cuevas,$3.3K,R,COL,OF,SFG,7 ,Andrew Suarez,L,,,,,,300,25,10.5,-120,5.42,-0.47,65,0.262,0.273,0.062,0.294,0.323,0.617,11.80,2.90,0.286,8.37,2.54
Eduardo Nunez,$3.4K,R,BOS,2B/SS,@ WAS,6 ,Erick Fedde,R, ,,,,,900,1,9.0,-133,4.76,0.09,196,0.270,0.299,0.133,0.293,0.403,0.696,17.60,2.40,0.306,8.57,2.52
Chris Herrmann,$2.7K,L,SEA,C/OF,LAA,8 ,Garrett Richards,R,,,,,,500,-27,8.5,-101,4.18, ,12,0.167,0.224,0,0.286,0.167,0.453,21.40,14.30,0.222,6.79,2.51
Ian Desmond,$4.3K,R,COL,1B/OF,SFG,5 ,Andrew Suarez,L,,,,,,600,4,10.5,-120,5.42,-0.47,96,0.292,0.406,0.312,0.355,0.604,0.959,22.20,8.30,0.297,10.75,2.5
Kole Calhoun,$3.2K,L,LAA,OF,@ SEA,1 ,Mike Leake,R,,,,,,600,10,8.5,-113,4.32, ,174,0.184,0.227,0.103,0.230,0.287,0.517,23.00,5.90,0.217,7.89,2.47
Yoan Moncada,$3.8K,S,CHW,2B,@ CIN,1 ,Sal Romano,R,,,,,,500,2,10.0,151,4.36,0.15,238,0.252,0.337,0.210,0.318,0.462,0.780,35.00,8.70,0.368,9.3,2.45
Nick Williams,$3.4K,L,PHI,OF,BAL,5 ,Yefrey Ramirez,R,,,,,,900,-6,8.5,-206,5.05,-0.12,152,0.224,0.319,0.211,0.302,0.434,0.736,26.30,9.40,0.263,8.28,2.44
Curtis Granderson,$4.0K,L,TOR,OF,NYM,1 ,Corey Oswalt,R,,,,,,1200,-17,9.5,-171,5.38,0.13,180,0.267,0.375,0.228,0.374,0.494,0.868,28.40,13.70,0.351,9.74,2.44
