Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Colby Rasmus,$3.6K,L,BAL,OF,SEA,2 ,Mike Leake,R,,,,,,1100,-16,10.5,132,4.77,0.37,37,0.162,0.234,0.108,0.244,0.270,0.514,41.50,7.30,0.263,7.83,2.18
Carlos Gomez,$2.9K,R,TBR,OF,HOU,8 ,Lance McCullers,R, ,,,,,600,4,7.5,142,3.32,0.03,159,0.201,0.271,0.126,0.278,0.327,0.605,24.90,7.30,0.245,6.29,2.17
J.B. Shuck,$2.7K,L,MIA,OF,ARI,7 ,Zack Greinke,R,,,,,,700,-1,7.0,153,3.02,-0.29,97,0.186,0.217,0.041,0.248,0.227,0.475,15.10,7.50,0.222,5.84,2.16
Christian Vazquez,$2.7K,R,BOS,C,LAA,8 ,Jaime Barria,R, ,,,,,400,-18,10.5,-146,5.72,0.14,140,0.193,0.232,0.093,0.236,0.286,0.522,15.40,3.40,0.211,5.82,2.16
Joseph Wendle,$2.8K,L,TBR,2B,HOU,5 ,Lance McCullers,R,,,,,,700,5,7.5,142,3.32,0.03,188,0.255,0.282,0.090,0.296,0.346,0.642,22.50,4.90,0.322,6.03,2.15
James McCann,$2.9K,R,DET,C,OAK,7 ,Sean Manaea,L,,,,,,600,-21,9.0,-100,4.42,0.34,49,0.265,0.354,0.224,0.333,0.490,0.823,18.50,9.30,0.278,6.23,2.15
Jarrod Dyson,$3.0K,L,ARI,OF,@ MIA,7 ,Trevor Richards,R,,,,,,800,-3,7.0,-173,3.98,-0.21,154,0.169,0.221,0.065,0.238,0.234,0.472,13.40,10.50,0.186,6.29,2.1
Jorge Alfaro,$2.8K,R,PHI,C,WAS,8 ,Tanner Roark,R, ,,,,,700,-24,8.0,-117,4.1,-0.23,137,0.255,0.290,0.124,0.287,0.380,0.667,40.00,3.40,0.421,5.89,2.1
Trey Mancini,$3.3K,R,BAL,1B/OF,SEA,1 ,Mike Leake,R, ,,,,,700,-10,10.5,132,4.77,0.37,184,0.223,0.294,0.152,0.286,0.375,0.661,24.80,9.20,0.266,6.89,2.09
Avisail Garcia,$3.6K,R,CHW,OF,MIN,2 ,Jake Odorizzi,R, ,,,,,1200,-17,9.5,110,4.56,0.07,71,0.225,0.251,0.113,0.243,0.338,0.581,24.30,0.00,0.269,7.49,2.08
Chris Young,$3.3K,R,LAA,OF,@ BOS,7 ,Brian Johnson,L,,,,,,700,6,10.5,132,4.78,-0.14,44,0.205,0.311,0.25,0.271,0.455,0.726,18.80,6.20,0.188,6.82,2.07
Joe Panik,$3.1K,L,SFG,2B,COL,7 ,Jon Gray,R,,,,,,400,7,7.5,114,3.56,-0.5,104,0.279,0.327,0.106,0.350,0.385,0.735,6.70,10.10,0.292,6.41,2.07
Austin Barnes,$2.8K,R,LAD,2B/C,CHC,8 ,Jose Quintana,L,,,,,,700,-14,7.5,-175,4.28,-0.05,58,0.259,0.313,0.086,0.348,0.345,0.693,19.40,10.40,0.318,5.77,2.06
Jeimer Candelario,$3.9K,S,DET,3B,OAK,1 ,Sean Manaea,L,,,,,,700,-3,9.0,-100,4.42,0.34,67,0.299,0.405,0.284,0.373,0.582,0.955,28.00,9.30,0.381,8.02,2.06
Chris Taylor,$3.5K,R,LAD,OF/SS,CHC,1 ,Jose Quintana,L,,,,,,400,23,7.5,-175,4.28,-0.05,84,0.250,0.363,0.238,0.347,0.488,0.835,16.00,14.00,0.273,7.14,2.04
Matt Duffy,$3.3K,R,TBR,3B,HOU,2 ,Lance McCullers,R, ,,,,,700, ,7.5,142,3.32,0.03,174,0.345,0.371,0.132,0.382,0.477,0.859,16.00,5.30,0.401,6.72,2.04
Nick Hundley,$3.2K,R,SFG,C,COL,6 ,Jon Gray,R, ,,,,,600,-16,7.5,114,3.56,-0.5,65,0.231,0.291,0.185,0.265,0.415,0.680,29.40,4.40,0.302,6.53,2.04
Alen Hanson,$3.5K,S,SFG,2B/3B,COL,1 ,Jon Gray,R,,,,,,1100,-2,7.5,114,3.56,-0.5,76,0.329,0.437,0.355,0.362,0.684,1.046,18.80,5.00,0.357,7.15,2.04
Brock Holt,$3.4K,L,BOS,2B/SS,LAA,6 ,Jaime Barria,R,,,,,,1100, ,10.5,-146,5.72,0.14,118,0.280,0.330,0.127,0.351,0.407,0.758,15.60,9.60,0.327,6.93,2.04
Enrique Hernandez,$3.5K,R,LAD,OF/SS,CHC,2 ,Jose Quintana,L,,,,,,600,21,7.5,-175,4.28,-0.05,95,0.242,0.349,0.242,0.311,0.484,0.795,20.00,12.70,0.239,7.15,2.04
Stephen Piscotty,$3.2K,R,OAK,OF,@ DET,6 ,Michael Fulmer,R, ,,,,,600,8,9.0,-115,4.58,0.16,169,0.284,0.342,0.172,0.340,0.456,0.796,19.80,7.00,0.331,6.54,2.04
Travis Shaw,$4.1K,L,MIL,3B,@ CIN,4 ,Anthony DeSclafani,R,,,,,,600,-3,9.0,-111,4.58,0.15,196,0.255,0.383,0.296,0.350,0.551,0.901,18.00,13.60,0.254,8.32,2.03
Andrew Benintendi,$5.1K,L,BOS,OF,LAA,2 ,Jaime Barria,R,,,,,,1200,-1,10.5,-146,5.72,0.14,227,0.313,0.401,0.238,0.394,0.551,0.945,13.60,13.30,0.330,10.29,2.02
JaCoby Jones,$3.2K,R,DET,OF,OAK,8 ,Sean Manaea,L,,,,,,1000,-10,9.0,-100,4.42,0.34,61,0.197,0.264,0.131,0.269,0.328,0.597,26.90,4.50,0.279,6.46,2.02
Brian Dozier,$4.1K,R,MIN,2B,@ CHW,4 ,Lucas Giolito,R, ,,,,,200,5,9.5,-124,4.94,-0.07,233,0.227,0.313,0.189,0.298,0.416,0.714,18.50,9.20,0.244,8.28,2.02
Mallex Smith,$2.9K,L,TBR,OF,HOU,7 ,Lance McCullers,R,,,,,,600,4,7.5,142,3.32,0.03,189,0.270,0.310,0.090,0.338,0.360,0.698,18.40,8.50,0.338,5.82,2.01
Jackie Bradley,$3.2K,L,BOS,OF,LAA,9 ,Jaime Barria,R,,,,,,600,8,10.5,-146,5.72,0.14,173,0.208,0.290,0.139,0.302,0.347,0.649,23.00,10.00,0.256,6.44,2.01
Jonathan Lucroy,$2.7K,R,OAK,C,@ DET,7 ,Michael Fulmer,R, ,,,,,300,-17,9.0,-115,4.58,0.16,147,0.293,0.321,0.095,0.340,0.388,0.728,14.30,6.20,0.339,5.44,2.01
Dee Gordon,$4.3K,L,SEA,2B/OF,@ BAL,1 ,Jimmy Yacabonis,R,,,,,,800,1,10.5,-148,5.73,0.63,204,0.275,0.278,0.069,0.294,0.343,0.637,14.90,1.90,0.320,8.62,2
Eric Thames,$5.0K,L,MIL,1B/OF,@ CIN,1 ,Anthony DeSclafani,R,,,,,,1100,-1,9.0,-111,4.58,0.15,94,0.234,0.371,0.330,0.308,0.564,0.872,28.00,10.30,0.236,10.01,2
Scott Kingery,$3.0K,R,PHI,SS,WAS,6 ,Tanner Roark,R, ,,,,,600,1,8.0,-117,4.1,-0.23,180,0.244,0.283,0.106,0.292,0.350,0.642,22.10,6.20,0.307,6,2
Danny Valencia,$3.7K,R,BAL,3B,SEA,6 ,Mike Leake,R, ,,,,,1000,-3,10.5,132,4.77,0.37,87,0.299,0.347,0.161,0.351,0.460,0.811,21.60,8.20,0.354,7.36,1.99
Jake Lamb,$4.1K,L,ARI,3B,@ MIA,3 ,Trevor Richards,R,,,,,,500,-2,7.0,-173,3.98,-0.21,114,0.254,0.333,0.193,0.326,0.447,0.773,24.00,9.30,0.291,8.15,1.99
Andrelton Simmons,$3.8K,R,LAA,SS,@ BOS,5 ,Brian Johnson,L,,,,,,500,2,10.5,132,4.78,-0.14,67,0.313,0.366,0.075,0.427,0.388,0.815,4.90,15.90,0.317,7.47,1.97
Mike Trout,$6.0K,R,LAA,OF,@ BOS,2 ,Brian Johnson,L,,,,,,900, ,10.5,132,4.78,-0.14,56,0.375,0.503,0.375,0.462,0.750,1.212,20.60,17.60,0.432,11.82,1.97
Adam Engel,$2.8K,R,CHW,OF,MIN,9 ,Jake Odorizzi,R, ,,,,,600,3,9.5,110,4.56,0.07,152,0.217,0.265,0.079,0.281,0.296,0.577,26.90,5.80,0.295,5.51,1.97
Jose Abreu,$4.3K,R,CHW,1B,MIN,3 ,Jake Odorizzi,R, ,,,,,1000,-1,9.5,110,4.56,0.07,245,0.269,0.331,0.196,0.305,0.465,0.770,17.50,5.60,0.297,8.48,1.97
Justin Upton,$4.7K,R,LAA,OF,@ BOS,3 ,Brian Johnson,L,,,,,,800,5,10.5,132,4.78,-0.14,54,0.222,0.290,0.111,0.311,0.333,0.644,32.80,11.50,0.312,9.23,1.96
Jonathan Schoop,$3.5K,R,BAL,2B,SEA,7 ,Mike Leake,R, ,,,,,800,2,10.5,132,4.77,0.37,167,0.192,0.256,0.186,0.223,0.377,0.600,23.30,2.80,0.215,6.87,1.96
Niko Goodrum,$3.5K,S,DET,2B/OF,OAK,6 ,Sean Manaea,L,,,,,,600,-15,9.0,-100,4.42,0.34,38,0.263,0.344,0.158,0.364,0.421,0.785,13.60,13.60,0.290,6.82,1.95
Rhys Hoskins,$4.9K,R,PHI,OF,WAS,2 ,Tanner Roark,R, ,,,,,1300,-10,8.0,-117,4.1,-0.23,189,0.249,0.360,0.243,0.339,0.492,0.831,28.10,12.70,0.311,9.55,1.95
Chad Pinder,$3.0K,R,OAK,OF,@ DET,9 ,Michael Fulmer,R, ,,,,,700,1,9.0,-115,4.58,0.16,86,0.198,0.270,0.163,0.258,0.360,0.618,28.30,5.40,0.246,5.86,1.95
Kevan Smith,$3.0K,R,CHW,C,MIN,5 ,Jake Odorizzi,R, ,,,,,400,-13,9.5,110,4.56,0.07,36,0.306,0.301,0.028,0.342,0.333,0.675,10.50,2.60,0.344,5.82,1.94
Joey Votto,$4.9K,L,CIN,1B,MIL,3 ,Junior Guerra,R,,,,,,600,2,9.0,-103,4.42,-0.15,183,0.344,0.426,0.175,0.462,0.519,0.981,12.70,18.40,0.387,9.49,1.94
Carlos Gonzalez,$3.6K,L,COL,OF,@ SFG,4 ,Chris Stratton,R,,,,,,900,-3,7.5,-128,3.94, ,135,0.289,0.355,0.207,0.333,0.496,0.829,23.20,9.30,0.344,6.99,1.94
Nick Ahmed,$3.3K,R,ARI,SS,@ MIA,6 ,Trevor Richards,R, ,,,,,700,-2,7.0,-173,3.98,-0.21,173,0.179,0.254,0.156,0.239,0.335,0.574,22.50,7.90,0.200,6.4,1.94
Matt Davidson,$3.8K,R,CHW,1B/3B,MIN,4 ,Jake Odorizzi,R, ,,,,,1000, ,9.5,110,4.56,0.07,166,0.229,0.330,0.199,0.323,0.428,0.751,36.80,12.40,0.337,7.35,1.93
George Springer,$4.8K,R,HOU,OF,@ TBR,1 ,Ryne Stanek,R, ,,,,,900,3,7.5,-162,4.18,-0.03,224,0.241,0.318,0.161,0.320,0.402,0.722,17.00,9.50,0.266,9.26,1.93
Pedro Severino,$2.6K,R,WAS,C,@ PHI,7 ,Aaron Nola,R, ,,,,,600,-26,8.0,104,3.9,0.23,112,0.152,0.206,0.054,0.228,0.205,0.433,22.40,8.80,0.202,4.98,1.92
Wilmer Difo,$3.0K,S,WAS,2B/3B,@ PHI,9 ,Aaron Nola,R,,,,,,500,6,8.0,104,3.9,0.23,164,0.262,0.303,0.110,0.313,0.372,0.685,15.20,8.20,0.301,5.77,1.92
Bryan Holaday,$2.6K,R,MIA,C,ARI,8 ,Zack Greinke,R, ,,,,,400,-19,7.0,153,3.02,-0.29,55,0.145,0.181,0.018,0.203,0.164,0.367,16.40,8.20,0.178,4.96,1.91
Khris Davis,$4.5K,R,OAK,OF,@ DET,4 ,Michael Fulmer,R, ,,,,,500,11,9.0,-115,4.58,0.16,199,0.241,0.361,0.286,0.312,0.528,0.840,24.70,8.10,0.248,8.6,1.91
Justin Bour,$3.5K,L,MIA,1B,ARI,3 ,Zack Greinke,R,,,,,,500,7,7.0,153,3.02,-0.29,168,0.250,0.376,0.262,0.359,0.512,0.871,23.90,17.60,0.278,6.66,1.9
Mitch Moreland,$4.2K,L,BOS,1B,LAA,4 ,Jaime Barria,R,,,,,,600,6,10.5,-146,5.72,0.14,157,0.293,0.397,0.280,0.364,0.573,0.937,18.30,10.90,0.316,7.97,1.9
Andrew McCutchen,$3.7K,R,SFG,OF,COL,3 ,Jon Gray,R, ,,,,,500,2,7.5,114,3.56,-0.5,187,0.251,0.329,0.155,0.342,0.406,0.748,22.50,11.90,0.307,7.04,1.9
Jake Cave,$2.9K,L,MIN,OF,@ CHW,7 ,Lucas Giolito,R,,,,,,500,9,9.5,-124,4.94,-0.07,23,0.217,0.324,0.304,0.250,0.522,0.772,16.70,4.20,0.176,5.51,1.9
Mitch Haniger,$4.5K,R,SEA,OF,@ BAL,3 ,Jimmy Yacabonis,R, ,,,,,800, ,10.5,-148,5.73,0.63,210,0.257,0.358,0.238,0.339,0.495,0.834,22.60,11.50,0.276,8.49,1.89
Ryon Healy,$3.8K,R,SEA,1B,@ BAL,6 ,Jimmy Yacabonis,R, ,,,,,1100,-3,10.5,-148,5.73,0.63,174,0.253,0.320,0.218,0.280,0.471,0.751,20.40,3.30,0.260,7.2,1.89
Daniel Descalso,$3.6K,L,ARI,2B/3B,@ MIA,5 ,Trevor Richards,R,,,,,,1000,-1,7.0,-173,3.98,-0.21,158,0.259,0.366,0.228,0.371,0.487,0.858,23.30,16.10,0.312,6.82,1.89
Carlos Santana,$4.7K,S,PHI,1B,WAS,4 ,Tanner Roark,R,,,,,,1300,-5,8.0,-117,4.1,-0.23,189,0.217,0.347,0.222,0.354,0.439,0.793,13.80,20.40,0.205,8.89,1.89
Jose Altuve,$5.1K,R,HOU,2B,@ TBR,3 ,Ryne Stanek,R, ,,,,,600, ,7.5,-162,4.18,-0.03,235,0.362,0.410,0.166,0.416,0.528,0.944,12.90,9.90,0.402,9.66,1.89
Charlie Blackmon,$4.9K,L,COL,OF,@ SFG,2 ,Chris Stratton,R,,,,,,1100,-4,7.5,-128,3.94, ,190,0.258,0.360,0.242,0.338,0.500,0.838,20.70,11.30,0.287,9.19,1.88
Bryce Harper,$4.9K,L,WAS,OF,@ PHI,1 ,Aaron Nola,R,,,,,,600,4,8.0,104,3.9,0.23,179,0.223,0.359,0.291,0.325,0.514,0.839,22.40,17.90,0.218,9.23,1.88
Victor Reyes,$3.1K,S,DET,OF,OAK,9 ,Sean Manaea,L,,,,,,1000,-9,9.0,-100,4.42,0.34,9,0.444,0.469,0.222,0.444,0.667,1.111,33.30,0.00,0.667,5.84,1.88
Brad Miller,$3.6K,L,MIL,1B,@ CIN,6 ,Anthony DeSclafani,R,,,,,,1100,-7,9.0,-111,4.58,0.15,129,0.256,0.339,0.186,0.333,0.442,0.775,30.40,12.20,0.354,6.75,1.88
Starlin Castro,$3.4K,R,MIA,2B,ARI,4 ,Zack Greinke,R, ,,,,,600,6,7.0,153,3.02,-0.29,236,0.284,0.313,0.127,0.311,0.411,0.722,19.80,5.10,0.339,6.35,1.87
Jakob Bauers,$3.6K,L,TBR,1B,HOU,3 ,Lance McCullers,R,,,,,,500,6,7.5,142,3.32,0.03,43,0.233,0.366,0.233,0.377,0.465,0.842,24.50,18.90,0.310,6.72,1.87
Wilson Ramos,$3.2K,R,TBR,C,HOU,4 ,Lance McCullers,R, ,,,,,600,-16,7.5,142,3.32,0.03,168,0.280,0.335,0.155,0.331,0.435,0.766,20.30,7.70,0.323,5.92,1.85
Cesar Hernandez,$4.7K,S,PHI,2B,WAS,1 ,Tanner Roark,R,,,,,,1300,-4,8.0,-117,4.1,-0.23,219,0.260,0.339,0.146,0.353,0.406,0.759,23.00,14.40,0.320,8.7,1.85
Jon Jay,$3.8K,L,ARI,OF,@ MIA,1 ,Trevor Richards,R,,,,,,700,-2,7.0,-173,3.98,-0.21,228,0.311,0.342,0.110,0.364,0.421,0.785,15.00,5.50,0.363,7.01,1.84
Eduardo Escobar,$4.9K,S,MIN,3B/SS,@ CHW,3 ,Lucas Giolito,R,,,,,,1200,-3,9.5,-124,4.94,-0.07,192,0.307,0.406,0.318,0.343,0.625,0.968,23.70,5.80,0.366,9.01,1.84
Steve Wilkerson,$2.6K,S,BAL,2B,SEA,9 ,Mike Leake,R,,,,,,500,7,10.5,132,4.77,0.37,4,0.000,0.137,0,0.200,0.000,0.200,40.00,20.00,0.000,4.76,1.83
J.D. Martinez,$5.7K,R,BOS,OF,LAA,3 ,Jaime Barria,R, ,,,,,700, ,10.5,-146,5.72,0.14,225,0.324,0.450,0.364,0.386,0.689,1.075,20.00,10.60,0.331,10.38,1.82
Bobby Wilson,$2.7K,R,MIN,C,@ CHW,9 ,Lucas Giolito,R, ,,,,,600,-23,9.5,-124,4.94,-0.07,54,0.148,0.193,0.111,0.186,0.259,0.445,20.00,5.00,0.163,4.92,1.82
Ehire Adrianza,$3.1K,S,MIN,SS,@ CHW,6 ,Lucas Giolito,R,,,,,,700, ,9.5,-124,4.94,-0.07,126,0.246,0.304,0.167,0.294,0.413,0.707,23.90,7.20,0.300,5.64,1.82
Rafael Devers,$3.9K,L,BOS,3B,LAA,7 ,Jaime Barria,R,,,,,,800,-4,10.5,-146,5.72,0.14,216,0.245,0.312,0.194,0.279,0.440,0.719,26.30,7.60,0.299,7.11,1.82
Albert Pujols,$4.0K,R,LAA,1B,@ BOS,4 ,Brian Johnson,L,,,,,,1000,-1,10.5,132,4.78,-0.14,57,0.175,0.216,0.105,0.213,0.281,0.494,21.30,4.90,0.186,7.22,1.81
Nick Castellanos,$4.6K,R,DET,OF,OAK,3 ,Sean Manaea,L,,,,,,700,7,9.0,-100,4.42,0.34,70,0.414,0.444,0.171,0.446,0.586,1.032,18.20,7.80,0.500,8.31,1.81
Brian McCann,$3.0K,L,HOU,C,@ TBR,8 ,Ryne Stanek,R,,,,,,900,-28,7.5,-162,4.18,-0.03,112,0.205,0.271,0.134,0.268,0.339,0.607,16.10,7.30,0.213,5.44,1.81
Ryan Braun,$4.3K,R,MIL,1B/OF,@ CIN,5 ,Anthony DeSclafani,R, ,,,,,1100,-10,9.0,-111,4.58,0.15,154,0.253,0.308,0.195,0.269,0.448,0.717,24.50,4.30,0.300,7.75,1.8
Paul Goldschmidt,$5.3K,R,ARI,1B,@ MIA,2 ,Trevor Richards,R, ,,,,,800, ,7.0,-173,3.98,-0.21,213,0.244,0.350,0.207,0.335,0.451,0.786,29.70,13.30,0.326,9.55,1.8
Manny Machado,$5.0K,R,BAL,SS,SEA,3 ,Mike Leake,R, ,,,,,700, ,10.5,132,4.77,0.37,216,0.319,0.402,0.255,0.373,0.574,0.947,16.40,11.10,0.337,9.02,1.8
Nelson Cruz,$4.8K,R,SEA,OF,@ BAL,4 ,Jimmy Yacabonis,R, ,,,,,800,6,10.5,-148,5.73,0.63,177,0.254,0.358,0.249,0.323,0.503,0.826,19.70,7.10,0.256,8.65,1.8
Justin Turner,$3.9K,R,LAD,3B,CHC,3 ,Jose Quintana,L,,,,,,500,-2,7.5,-175,4.28,-0.05,30,0.333,0.422,0.167,0.462,0.500,0.962,10.00,22.50,0.346,7.01,1.8
Benjamin Gamel,$3.3K,L,SEA,OF,@ BAL,5 ,Jimmy Yacabonis,R,,,,,,1100,-12,10.5,-148,5.73,0.63,123,0.301,0.343,0.098,0.377,0.398,0.775,19.00,10.20,0.375,5.9,1.79
Miguel Rojas,$2.9K,R,MIA,3B/SS,ARI,6 ,Zack Greinke,R, ,,,,,500,-1,7.0,153,3.02,-0.29,196,0.260,0.299,0.107,0.308,0.367,0.675,14.00,4.70,0.284,5.19,1.79
Jose Peraza,$4.2K,R,CIN,SS,MIL,1 ,Junior Guerra,R, ,,,,,1000,-2,9.0,-103,4.42,-0.15,211,0.275,0.297,0.085,0.314,0.360,0.674,11.70,5.20,0.304,7.51,1.79
C.J. Cron,$3.6K,R,TBR,1B,HOU,6 ,Lance McCullers,R, ,,,,,1100,-7,7.5,142,3.32,0.03,199,0.221,0.313,0.201,0.293,0.422,0.715,26.00,5.80,0.250,6.41,1.78
Gerardo Parra,$3.7K,L,COL,OF,@ SFG,6 ,Chris Stratton,R,,,,,,1100,-13,7.5,-128,3.94, ,169,0.343,0.374,0.142,0.381,0.485,0.866,15.50,5.50,0.391,6.56,1.77
Chance Sisco,$3.1K,L,BAL,C,SEA,8 ,Mike Leake,R,,,,,,1100,-35,10.5,132,4.77,0.37,109,0.220,0.298,0.092,0.325,0.312,0.637,35.20,7.80,0.365,5.48,1.77
Eddie Rosario,$5.5K,L,MIN,OF,@ CHW,2 ,Lucas Giolito,R,,,,,,1700,-8,9.5,-124,4.94,-0.07,205,0.327,0.413,0.283,0.367,0.610,0.977,16.30,7.20,0.342,9.73,1.77
Matt Kemp,$4.0K,R,LAD,OF,CHC,4 ,Jose Quintana,L,,,,,,900,-5,7.5,-175,4.28,-0.05,81,0.321,0.419,0.309,0.371,0.630,1.001,23.30,8.90,0.364,7.06,1.77
Yoan Moncada,$4.5K,S,CHW,2B,MIN,1 ,Jake Odorizzi,R,,,,,,1200,-3,9.5,110,4.56,0.07,215,0.251,0.338,0.214,0.318,0.465,0.783,34.90,8.80,0.361,7.98,1.77
Albert Almora,$3.7K,R,CHC,OF,@ LAD,1 ,Clayton Kershaw,L,,,,,,1300,-22,7.5,156,3.22,0.05,63,0.317,0.363,0.159,0.371,0.476,0.847,7.10,8.60,0.328,6.46,1.75
Mark Trumbo,$4.4K,R,BAL,1B/OF,SEA,4 ,Mike Leake,R, ,,,,,1200,-13,10.5,132,4.77,0.37,113,0.292,0.370,0.230,0.339,0.522,0.861,23.00,6.60,0.342,7.68,1.75
Tucker Barnhart,$3.6K,S,CIN,C,MIL,2 ,Junior Guerra,R,,,,,,800,-15,9.0,-103,4.42,-0.15,189,0.228,0.286,0.116,0.302,0.344,0.646,18.20,9.80,0.259,6.3,1.75
Jed Lowrie,$4.4K,S,OAK,2B,@ DET,3 ,Michael Fulmer,R,,,,,,500,2,9.0,-115,4.58,0.16,207,0.290,0.378,0.237,0.358,0.527,0.885,21.10,9.90,0.329,7.68,1.75
Jesse Winker,$3.6K,L,CIN,OF,MIL,6 ,Junior Guerra,R,,,,,,600,2,9.0,-103,4.42,-0.15,171,0.287,0.342,0.105,0.372,0.392,0.764,12.50,13.50,0.319,6.27,1.74
Adam Duvall,$3.5K,R,CIN,OF,MIL,7 ,Junior Guerra,R, ,,,,,800,2,9.0,-103,4.42,-0.15,174,0.190,0.269,0.184,0.245,0.374,0.619,27.50,6.90,0.224,6.05,1.73
David Fletcher,$3.5K,R,LAA,SS,@ BOS,6 ,Brian Johnson,L,,,,,,1300,-9,10.5,132,4.78,-0.14,9,0.222,0.315,0.222,0.300,0.444,0.744,0.00,10.00,0.222,6.06,1.73
Mookie Betts,$6.1K,R,BOS,OF,LAA,1 ,Jaime Barria,R, ,,,,,900, ,10.5,-146,5.72,0.14,175,0.326,0.443,0.32,0.411,0.646,1.057,13.20,12.30,0.324,10.51,1.72
Anthony Rendon,$4.3K,R,WAS,3B,@ PHI,2 ,Aaron Nola,R, ,,,,,500,-1,8.0,104,3.9,0.23,161,0.267,0.343,0.199,0.330,0.466,0.796,15.10,9.50,0.279,7.38,1.72
