Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Matt Joyce,$3.3K,L,OAK,OF,@ DET,2 ,Mike Fiers,R,,,,,,700,5,9.5,-121,4.91,4.91,161,0.205,0.301,0.161,0.305,0.366,0.671,23.70,14.20,0.241,9.03,2.74
Alcides Escobar,$2.6K,R,KCR,SS,@ MIL,7 ,Brent Suter,L,,,,,,300,4,8.0,171,3.33,-0.21,67,0.269,0.331,0.164,0.315,0.433,0.748,18.70,5.30,0.321,6.71,2.58
Chris Davis,$2.6K,L,BAL,1B,SEA,7 ,Wade LeBlanc,L, ,,,,,500,-8,9.5,-107,4.67,0.06,62,0.129,0.244,0.210,0.222,0.339,0.561,40.30,9.70,0.129,6.66,2.56
Robbie Grossman,$3.0K,S,MIN,OF,@ CHW,6 ,James Shields,R,,,,,,600,10,9.0,-140,4.84,-0.03,133,0.233,0.293,0.113,0.311,0.346,0.657,20.50,11.30,0.284,7.49,2.5
Kyle Higashioka,$2.3K,R,NYY,C,@ PHI,8 ,Zach Eflin,R, ,,,,,300,-24,8.0,-124,4.16,-0.56,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,5.72,2.49
Sandy Leon,$2.7K,S,BOS,C,LAA,8 ,Andrew Heaney,L,,,,,,500,-18,9.5,-143,5.14,-0.01,26,0.192,0.199,0,0.241,0.192,0.433,24.10,6.90,0.250,6.66,2.47
Michael Conforto,$3.8K,L,NYM,OF,PIT,5 ,Ivan Nova,R,,,,,,900, ,8.0,-114,4.07,0.26,156,0.231,0.333,0.160,0.353,0.391,0.744,20.70,17.10,0.264,9.25,2.43
Jose Pirela,$3.4K,R,SDP,2B/OF,@ TEX,6 ,Mike Minor,L,,,,,,1000,1,9.5,102,4.65,0.17,86,0.279,0.327,0.128,0.344,0.407,0.751,10.50,9.50,0.303,8.27,2.43
Hernan Perez,$3.5K,R,MIL,2B/OF,KCR,5 ,Danny Duffy,L,,,,,,1100,-8,8.0,-189,4.67,-0.29,47,0.191,0.229,0.170,0.188,0.362,0.550,22.90,0.00,0.200,8.43,2.41
Deven Marrero,$2.6K,R,ARI,3B,@ MIA,8 ,Wei-Yin Chen,L,,,,,,500,-4,7.5,-150,4.11,-0.34,52,0.192,0.213,0.058,0.232,0.250,0.482,30.40,5.40,0.278,6.25,2.4
Jake Cave,$2.9K,L,MIN,OF,@ CHW,7 ,James Shields,R,,,,,,500,13,9.0,-140,4.84,-0.03,20,0.250,0.355,0.35,0.250,0.600,0.850,20.00,0.00,0.214,6.9,2.38
Adrian Beltre,$4.0K,R,TEX,3B,SDP,4 ,Clayton Richard,L,,,,,,500,-2,9.5,-116,4.85,-0.17,43,0.326,0.337,0.093,0.367,0.419,0.786,22.00,10.00,0.412,9.48,2.37
Keon Broxton,$3.1K,R,MIL,OF,KCR,6 ,Danny Duffy,L,,,,,,700,3,8.0,-189,4.67,-0.29,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,7.36,2.37
Elvis Andrus,$4.0K,R,TEX,SS,SDP,3 ,Clayton Richard,L,,,,,,500,2,9.5,-116,4.85,-0.17,18,0.222,0.266,0,0.333,0.222,0.555,4.80,14.30,0.235,9.46,2.37
Chris Owings,$3.1K,R,ARI,OF,@ MIA,7 ,Wei-Yin Chen,L,,,,,,800,-5,7.5,-150,4.11,-0.34,76,0.211,0.260,0.118,0.256,0.329,0.585,27.10,9.40,0.283,7.36,2.37
Cameron Maybin,$3.0K,R,MIA,OF,ARI,3 ,Robbie Ray,L,,,,,,900,-8,7.5,135,3.39,-0.16,76,0.289,0.314,0.092,0.329,0.382,0.711,14.30,8.30,0.338,7.09,2.36
Aaron Altherr,$2.9K,R,PHI,OF,NYY,5 ,Luis Cessa,R, ,,,,,900,-8,8.0,110,3.84,-0.44,124,0.185,0.282,0.137,0.297,0.323,0.620,35.20,13.10,0.271,6.82,2.35
Jonathan Villar,$3.3K,S,MIL,2B,KCR,1 ,Danny Duffy,L,,,,,,800,8,8.0,-189,4.67,-0.29,40,0.275,0.371,0.275,0.326,0.550,0.876,27.90,7.00,0.320,7.77,2.35
Kolten Wong,$2.6K,L,STL,2B,CLE,8 ,Shane Bieber,R,,,,,,300,10,8.0,-112,4.06,-0.26,150,0.200,0.296,0.167,0.294,0.367,0.661,16.60,7.40,0.209,6.08,2.34
Nick Ahmed,$3.4K,R,ARI,SS,@ MIA,2 ,Wei-Yin Chen,L,,,,,,1000,-3,7.5,-150,4.11,-0.34,77,0.286,0.378,0.273,0.337,0.558,0.895,15.70,7.20,0.300,7.94,2.34
Dexter Fowler,$3.1K,S,STL,OF,CLE,7 ,Shane Bieber,R,,,,,,500,14,8.0,-112,4.06,-0.26,174,0.184,0.271,0.132,0.278,0.316,0.594,19.00,11.50,0.205,7.18,2.32
Trey Mancini,$3.4K,R,BAL,1B/OF,SEA,1 ,Wade LeBlanc,L,,,,,,900,-38,9.5,-107,4.67,0.06,96,0.229,0.291,0.135,0.288,0.365,0.653,25.70,7.60,0.288,7.81,2.3
Ryan Braun,$4.2K,R,MIL,1B/OF,KCR,2 ,Danny Duffy,L,,,,,,1000,-12,8.0,-189,4.67,-0.29,49,0.224,0.347,0.245,0.304,0.469,0.773,11.70,16.70,0.200,9.66,2.3
Max Kepler,$3.3K,L,MIN,OF,@ CHW,5 ,James Shields,R,,,,,,1000,-14,9.0,-140,4.84,-0.03,183,0.191,0.270,0.126,0.282,0.317,0.599,13.50,12.00,0.211,7.58,2.3
Jonathan Schoop,$3.5K,R,BAL,2B,SEA,6 ,Wade LeBlanc,L,,,,,,900,1,9.5,-107,4.67,0.06,74,0.230,0.268,0.081,0.287,0.311,0.598,13.80,7.50,0.246,8.02,2.29
Eduardo Nunez,$3.3K,R,BOS,2B/SS,LAA,6 ,Andrew Heaney,L,,,,,,800,8,9.5,-143,5.14,-0.01,69,0.188,0.211,0.029,0.233,0.217,0.450,17.30,6.70,0.232,7.52,2.28
Hunter Renfroe,$3.9K,R,SDP,OF,@ TEX,4 ,Mike Minor,L,,,,,,1000,-3,9.5,102,4.65,0.17,47,0.319,0.409,0.255,0.389,0.574,0.963,23.60,10.90,0.412,8.9,2.28
Victor Martinez,$3.0K,S,DET,1B,OAK,4 ,Chris Bassitt,R,,,,,,500,7,9.5,107,4.59,4.59,185,0.243,0.272,0.081,0.292,0.324,0.616,10.30,7.40,0.261,6.83,2.28
Kole Calhoun,$3.2K,L,LAA,OF,@ BOS,7 ,Rick Porcello,R,,,,,,800, ,9.5,129,4.36,0.01,157,0.172,0.209,0.083,0.216,0.255,0.471,24.00,5.40,0.209,7.26,2.27
Christian Villanueva,$4.0K,R,SDP,3B,@ TEX,5 ,Mike Minor,L,,,,,,1200,-11,9.5,102,4.65,0.17,71,0.324,0.481,0.479,0.372,0.803,1.175,33.30,7.70,0.343,8.95,2.24
Curt Casali,$3.0K,R,CIN,C,@ ATL,7 ,Sean Newcomb,L,,,,,,700,-20,8.5,122,3.96,0.02,8,0.375,0.581,0.625,0.444,1.000,1.444,0.00,11.10,0.286,6.69,2.23
Hunter Dozier,$3.2K,R,KCR,1B,@ MIL,5 ,Brent Suter,L,,,,,,800,1,8.0,171,3.33,-0.21,30,0.267,0.309,0.067,0.353,0.333,0.686,23.50,11.80,0.364,7.11,2.22
Greg Garcia,$2.9K,L,STL,2B/SS,CLE,6 ,Shane Bieber,R,,,,,,700,7,8.0,-112,4.06,-0.26,81,0.259,0.297,0.062,0.333,0.321,0.654,17.90,11.60,0.318,6.44,2.22
Andrew McCutchen,$3.9K,R,SFG,OF,COL,3 ,Kyle Freeland,L,,,,,,700,8,7.0,-146,3.81,-0.37,103,0.272,0.352,0.194,0.336,0.466,0.802,22.60,9.60,0.338,8.66,2.22
Colin Moran,$3.3K,L,PIT,3B,@ NYM,4 ,Zack Wheeler,R,,,,,,800,-4,8.0,100,3.93,0.24,189,0.270,0.333,0.169,0.333,0.439,0.772,15.70,9.30,0.289,7.32,2.22
Whit Merrifield,$3.8K,R,KCR,2B/OF,@ MIL,1 ,Brent Suter,L,,,,,,800,1,8.0,171,3.33,-0.21,92,0.380,0.441,0.239,0.412,0.620,1.032,14.10,7.10,0.419,8.43,2.22
Danny Santana,$3.1K,S,ATL,OF,CIN,2 ,Luis Castillo,R,,,,,,600,47,8.5,-136,4.54,-0.02,12,0.167,0.250,0.083,0.286,0.250,0.536,28.60,14.30,0.250,6.87,2.22
Starlin Castro,$3.4K,R,MIA,2B,ARI,1 ,Robbie Ray,L,,,,,,500,9,7.5,135,3.39,-0.16,76,0.237,0.287,0.079,0.314,0.316,0.630,19.30,12.50,0.288,7.5,2.21
Brian Dozier,$4.1K,R,MIN,2B,@ CHW,4 ,James Shields,R, ,,,,,300,6,9.0,-140,4.84,-0.03,229,0.227,0.314,0.192,0.299,0.419,0.718,18.40,9.40,0.243,9.06,2.21
Brett Gardner,$3.8K,L,NYY,OF,@ PHI,1 ,Zach Eflin,R,,,,,,600,11,8.0,-124,4.16,-0.56,190,0.258,0.334,0.153,0.345,0.411,0.756,15.60,11.60,0.288,8.36,2.2
Manuel Margot,$3.8K,R,SDP,OF,@ TEX,1 ,Mike Minor,L,,,,,,900, ,9.5,102,4.65,0.17,60,0.217,0.279,0.2,0.242,0.417,0.659,15.90,4.80,0.245,8.33,2.19
Lonnie Chisenhall,$3.3K,L,CLE,OF,@ STL,5 ,Jack Flaherty,R,,,,,,900,-6,8.0,-101,3.94,-0.24,65,0.308,0.342,0.077,0.384,0.385,0.769,12.20,9.50,0.357,7.22,2.19
Tyler Naquin,$3.1K,L,CLE,OF,@ STL,8 ,Jack Flaherty,R,,,,,,1100,-18,8.0,-101,3.94,-0.24,92,0.293,0.309,0.109,0.313,0.402,0.715,26.80,3.10,0.385,6.79,2.19
Tim Beckham,$3.1K,R,BAL,3B,SEA,8 ,Wade LeBlanc,L,,,,,,1000,-7,9.5,-107,4.67,0.06,21,0.286,0.397,0.238,0.400,0.524,0.924,32.00,16.00,0.417,6.75,2.18
Danny Valencia,$3.5K,R,BAL,3B,SEA,4 ,Wade LeBlanc,L,,,,,,800,-2,9.5,-107,4.67,0.06,81,0.284,0.357,0.198,0.344,0.481,0.825,14.00,11.80,0.292,7.62,2.18
Matt Olson,$4.2K,L,OAK,1B,@ DET,5 ,Mike Fiers,R,,,,,,300,7,9.5,-121,4.91,4.91,192,0.234,0.352,0.260,0.323,0.495,0.818,26.90,11.00,0.261,9.1,2.17
Adam Duvall,$3.5K,R,CIN,OF,@ ATL,6 ,Sean Newcomb,L,,,,,,800,2,8.5,122,3.96,0.02,68,0.250,0.364,0.25,0.338,0.500,0.838,23.50,16.00,0.273,7.6,2.17
Ian Kinsler,$3.8K,R,LAA,2B,@ BOS,1 ,Rick Porcello,R, ,,,,,700,2,9.5,129,4.36,0.01,194,0.232,0.316,0.196,0.304,0.428,0.732,10.10,8.80,0.218,8.22,2.16
Scott Kingery,$3.0K,R,PHI,SS,NYY,6 ,Luis Cessa,R, ,,,,,600,4,8.0,110,3.84,-0.44,176,0.244,0.284,0.108,0.293,0.352,0.645,22.00,6.30,0.306,6.48,2.16
Joe Mauer,$3.6K,L,MIN,1B,@ CHW,1 ,James Shields,R,,,,,,900,-1,9.0,-140,4.84,-0.03,138,0.254,0.303,0.080,0.338,0.333,0.671,11.20,12.50,0.283,7.79,2.16
Ryan Rua,$2.6K,R,TEX,OF,SDP,9 ,Clayton Richard,L,,,,,,600,-4,9.5,-116,4.85,-0.17,33,0.212,0.311,0.182,0.316,0.394,0.710,13.20,13.20,0.222,5.6,2.15
John Hicks,$3.3K,R,DET,1B/C,OAK,6 ,Chris Bassitt,R, ,,,,,800,4,9.5,107,4.59,4.59,148,0.270,0.307,0.149,0.294,0.419,0.713,31.20,3.20,0.368,7.09,2.15
Hunter Pence,$2.9K,R,SFG,OF,COL,5 ,Kyle Freeland,L,,,,,,700,2,7.0,-146,3.81,-0.37,38,0.158,0.185,0.053,0.200,0.211,0.411,34.10,7.30,0.250,6.21,2.14
Yadiel Rivera,$2.7K,R,MIA,3B/SS,ARI,7 ,Robbie Ray,L,,,,,,700,-1,7.5,135,3.39,-0.16,31,0.258,0.340,0.065,0.415,0.323,0.738,25.60,25.60,0.381,5.77,2.14
Wil Myers,$4.5K,R,SDP,OF,@ TEX,3 ,Mike Minor,L,,,,,,1700,-24,9.5,102,4.65,0.17,22,0.182,0.219,0.045,0.250,0.227,0.477,40.00,12.00,0.333,9.63,2.14
Orlando Arcia,$2.7K,R,MIL,SS,KCR,8 ,Danny Duffy,L,,,,,,700,-3,8.0,-189,4.67,-0.29,39,0.103,0.128,0.026,0.146,0.128,0.274,17.10,4.90,0.125,5.79,2.14
Avisail Garcia,$3.4K,R,CHW,OF,MIN,5 ,Kyle Gibson,R, ,,,,,900,-6,9.0,125,4.16,0.03,67,0.224,0.236,0.075,0.243,0.299,0.542,22.90,0.00,0.275,7.24,2.13
Jorge Alfaro,$2.8K,R,PHI,C,NYY,8 ,Luis Cessa,R, ,,,,,700,-25,8.0,110,3.84,-0.44,134,0.254,0.290,0.127,0.286,0.381,0.667,39.40,3.50,0.413,5.96,2.13
Dustin Fowler,$3.6K,L,OAK,OF,@ DET,1 ,Mike Fiers,R,,,,,,800,3,9.5,-121,4.91,4.91,105,0.267,0.315,0.152,0.304,0.419,0.723,17.70,5.30,0.293,7.67,2.13
Asdrubal Cabrera,$3.9K,S,NYM,2B,PIT,3 ,Ivan Nova,R,,,,,,600,4,8.0,-114,4.07,0.26,203,0.281,0.354,0.217,0.330,0.498,0.828,20.30,6.50,0.320,8.28,2.12
Grayson Greiner,$2.7K,R,DET,C,OAK,7 ,Chris Bassitt,R, ,,,,,600,-23,9.5,107,4.59,4.59,35,0.200,0.257,0.086,0.282,0.286,0.568,30.80,10.30,0.304,5.72,2.12
Jose Martinez,$3.8K,R,STL,1B,CLE,3 ,Shane Bieber,R, ,,,,,500,9,8.0,-112,4.06,-0.26,223,0.309,0.383,0.215,0.367,0.525,0.892,15.20,8.80,0.324,7.93,2.09
Luis Valbuena,$3.4K,L,LAA,1B/3B,@ BOS,5 ,Rick Porcello,R,,,,,,900,1,9.5,129,4.36,0.01,178,0.213,0.269,0.152,0.253,0.365,0.618,32.60,5.80,0.273,7.06,2.08
Steve Pearce,$3.4K,R,TOR,1B/OF,@ HOU,4 ,Dallas Keuchel,L,,,,,,900,-38,8.0,164,3.39,0.06,47,0.319,0.389,0.234,0.360,0.553,0.913,16.00,6.00,0.351,7.08,2.08
Martin Maldonado,$3.0K,R,LAA,C,@ BOS,8 ,Rick Porcello,R, ,,,,,900,-30,9.5,129,4.36,0.01,153,0.255,0.298,0.105,0.309,0.359,0.668,23.00,4.20,0.327,6.22,2.07
Jose Bautista,$3.4K,R,NYM,3B/OF,PIT,2 ,Ivan Nova,R, ,,,,,600,-24,8.0,-114,4.07,0.26,55,0.236,0.334,0.164,0.358,0.400,0.758,31.30,16.40,0.353,7.03,2.07
John Ryan Murphy,$3.5K,R,ARI,C,@ MIA,4 ,Wei-Yin Chen,L,,,,,,1000,-20,7.5,-150,4.11,-0.34,52,0.288,0.397,0.327,0.327,0.615,0.942,18.20,5.50,0.270,7.26,2.07
Brandon Nimmo,$4.4K,L,NYM,OF,PIT,1 ,Ivan Nova,R,,,,,,1300,-8,8.0,-114,4.07,0.26,132,0.303,0.445,0.333,0.421,0.636,1.057,22.00,12.60,0.352,9.05,2.06
Salvador Perez,$3.7K,R,KCR,C,@ MIL,4 ,Brent Suter,L,,,,,,1200,-24,8.0,171,3.33,-0.21,52,0.192,0.291,0.25,0.232,0.442,0.674,22.80,7.00,0.167,7.63,2.06
Rougned Odor,$3.4K,L,TEX,2B,SDP,5 ,Clayton Richard,L, ,,,,,800,6,9.5,-116,4.85,-0.17,51,0.333,0.349,0.098,0.375,0.431,0.806,21.10,3.50,0.425,6.99,2.06
Tommy Pham,$4.2K,R,STL,OF,CLE,2 ,Shane Bieber,R, ,,,,,1300,-11,8.0,-112,4.06,-0.26,211,0.246,0.322,0.175,0.316,0.422,0.738,28.10,9.80,0.309,8.67,2.06
Corey Dickerson,$3.6K,L,PIT,OF,@ NYM,6 ,Zack Wheeler,R,,,,,,1200,-22,8.0,100,3.93,0.24,211,0.294,0.330,0.156,0.320,0.450,0.770,11.10,4.40,0.311,7.41,2.06
Amed Rosario,$2.8K,R,NYM,SS,PIT,8 ,Ivan Nova,R, ,,,,,700,-3,8.0,-114,4.07,0.26,175,0.246,0.272,0.103,0.277,0.349,0.626,20.50,3.80,0.296,5.73,2.05
Wilmer Flores,$3.4K,R,NYM,1B/3B,PIT,4 ,Ivan Nova,R, ,,,,,300,10,8.0,-114,4.07,0.26,83,0.289,0.363,0.217,0.354,0.506,0.860,12.50,9.40,0.286,6.96,2.05
Freddy Galvis,$3.2K,S,SDP,SS,@ TEX,7 ,Mike Minor,L,,,,,,1000,-7,9.5,102,4.65,0.17,84,0.274,0.305,0.143,0.295,0.417,0.712,19.30,3.40,0.318,6.52,2.04
Kyle Seager,$4.1K,L,SEA,3B,@ BAL,4 ,Alex Cobb,R,,,,,,800,-6,9.5,-106,4.83,-0.06,203,0.207,0.289,0.212,0.255,0.419,0.674,20.30,6.50,0.215,8.35,2.04
Marwin Gonzalez,$3.4K,S,HOU,1B/OF,TOR,7 ,Marco Estrada,R,,,,,,1100,6,8.0,-180,4.61,-0.56,160,0.225,0.308,0.15,0.313,0.375,0.688,26.60,12.20,0.292,6.94,2.04
Austin Hedges,$3.0K,R,SDP,C,@ TEX,8 ,Mike Minor,L,,,,,,1000,-37,9.5,102,4.65,0.17,26,0.231,0.264,0.115,0.259,0.346,0.605,40.70,3.70,0.357,6.13,2.04
Marcell Ozuna,$3.7K,R,STL,OF,CLE,4 ,Shane Bieber,R, ,,,,,500,16,8.0,-112,4.06,-0.26,231,0.277,0.316,0.130,0.314,0.407,0.721,19.40,6.10,0.322,7.52,2.03
