Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Brandon Guyer,$2.6K,R,CLE,OF,NYY,5 ,CC Sabathia,L,,,,,,600,-5,9.0,-105,4.58,0.01,61,0.246,0.373,0.230,0.370,0.475,0.845,16.20,12.20,0.261,7.5,2.88
Patrick Valaika,$3.2K,R,COL,1B/2B,SEA,8 ,Wade LeBlanc,L,,,,,,200,23,12.0,-171,6.8,0.19,47,0.170,0.236,0.128,0.204,0.298,0.502,21.60,7.80,0.200,8.47,2.65
Adam Jones,$3.4K,R,BAL,OF,TEX,4 ,Martin Perez,L,,,,,,800,8,10.0,-112,5.09, ,103,0.301,0.295,0.068,0.311,0.369,0.680,9.40,1.90,0.323,8.99,2.64
Tim Beckham,$3.2K,R,BAL,3B,TEX,1 ,Martin Perez,L,,,,,,700,4,10.0,-112,5.09, ,34,0.294,0.354,0.147,0.368,0.441,0.809,28.90,10.50,0.409,8.26,2.58
Adrian Beltre,$3.3K,R,TEX,3B,@ BAL,4 ,Yefry Ramirez,R, ,,,,,700,5,10.0,-102,4.91, ,163,0.264,0.309,0.123,0.315,0.387,0.702,21.20,8.20,0.315,8.48,2.57
Victor Martinez,$2.5K,S,DET,1B,@ HOU,5 ,Gerrit Cole,R,,,,,,400,-10,7.0,228,2.57,-0.19,215,0.233,0.259,0.070,0.279,0.302,0.581,9.80,7.20,0.249,6.36,2.54
Enrique Hernandez,$3.4K,R,LAD,OF/SS,LAA,2 ,Andrew Heaney,L,,,,,,400,31,8.0,-130,4.21,-0.26,113,0.230,0.326,0.221,0.290,0.451,0.741,19.50,10.90,0.232,8.55,2.51
Chris Herrmann,$2.9K,L,SEA,C,@ COL,8 ,Jon Gray,R,,,,,,-200,6,12.0,152,5.2,-0.19,26,0.192,0.300,0.192,0.300,0.385,0.685,23.30,13.30,0.222,7.26,2.5
Eric Hosmer,$3.1K,L,SDP,1B,CHC,4 ,Kyle Hendricks,R,,,,,,500,4,8.5,165,3.57,0.09,243,0.263,0.323,0.156,0.319,0.420,0.739,24.40,10.00,0.335,7.63,2.46
Sandy Leon,$3.1K,S,BOS,C,TOR,8 ,Sam Gaviglio,R,,,,,,700,-20,9.5,-212,5.7,-0.58,103,0.243,0.289,0.136,0.284,0.379,0.663,28.20,3.60,0.319,7.52,2.43
Sean Rodriguez,$2.6K,R,PIT,OF/SS,MIL, ,Brent Suter,L,,,,,,600,65,9.0,114,4.26,0.1,37,0.270,0.394,0.243,0.400,0.514,0.914,28.90,17.80,0.364,6.24,2.4
Jose Osuna,$2.7K,R,PIT,1B/OF,MIL, ,Brent Suter,L,,,,,,700,-56,9.0,114,4.26,0.1,29,0.172,0.272,0.276,0.172,0.448,0.620,23.30,3.30,0.150,6.45,2.39
Francisco Mejia,$2.9K,S,CLE,C,NYY,6 ,CC Sabathia,L,,,,,,900,-42,9.0,-105,4.58,0.01,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.9,2.38
Edwin Encarnacion,$4.1K,R,CLE,1B,NYY,4 ,CC Sabathia,L,,,,,,600,4,9.0,-105,4.58,0.01,76,0.197,0.292,0.145,0.299,0.342,0.641,22.50,14.60,0.226,9.75,2.38
Tim Anderson,$4.0K,R,CHW,SS,KCR,1 ,Danny Duffy,L,,,,,,900,-3,9.0,-126,4.7,0.13,85,0.259,0.314,0.176,0.297,0.435,0.732,20.50,5.70,0.281,9.42,2.36
Giancarlo Stanton,$4.0K,R,NYY,OF,@ CLE,4 ,Mike Clevinger,R, ,,,,, ,37,9.0,-110,4.42,-0.01,273,0.238,0.319,0.190,0.307,0.429,0.736,33.10,7.90,0.321,9.41,2.35
Ian Desmond,$4.5K,R,COL,1B,SEA,2 ,Wade LeBlanc,L,,,,,,600,1,12.0,-171,6.8,0.19,114,0.281,0.381,0.272,0.341,0.553,0.894,21.30,7.90,0.291,10.56,2.35
Kyle Seager,$4.1K,L,SEA,3B,@ COL,4 ,Jon Gray,R,,,,,,600,2,12.0,152,5.2,-0.19,241,0.216,0.291,0.203,0.261,0.419,0.680,20.50,6.20,0.230,9.6,2.34
Rhys Hoskins,$4.0K,R,PHI,OF,@ MIA,2 ,Trevor Richards,R, ,,,,,600,15,7.0,-176,3.99,-0.29,236,0.254,0.359,0.233,0.341,0.487,0.828,26.40,11.70,0.312,9.36,2.34
Jose Abreu,$3.7K,R,CHW,1B,KCR,3 ,Danny Duffy,L,,,,,,900,-2,9.0,-126,4.7,0.13,66,0.303,0.386,0.258,0.356,0.561,0.917,20.30,6.80,0.347,8.63,2.33
Colin Moran,$3.4K,L,PIT,3B,MIL,5 ,Chase Anderson,R,,,,,,900,-2,9.0,114,4.26,0.1,37,0.162,0.227,0.027,0.279,0.189,0.468,18.60,14.00,0.207,7.91,2.33
Colin Moran,$3.4K,L,PIT,3B,MIL, ,Brent Suter,L, ,,,,,900,-2,9.0,114,4.26,0.1,37,0.162,0.227,0.027,0.279,0.189,0.468,18.60,14.00,0.207,7.91,2.33
Chase d'Arnaud,$3.0K,R,SFG,2B/3B,OAK,1 ,Brett Anderson,L,,,,,,1000,3,8.0,-113,4.07,-0.27,8,0.375,0.522,0.5,0.375,0.875,1.250,12.50,0.00,0.333,6.95,2.32
Michael Conforto,$3.6K,L,NYM,OF,WAS,4 ,Austin Voth,R,,,,,,900,3,10.0,102,4.89,0.72,191,0.204,0.308,0.131,0.338,0.335,0.673,21.50,17.70,0.239,8.31,2.31
Dee Gordon,$4.4K,L,SEA,2B/OF,@ COL,1 ,Jon Gray,R,,,,,,800, ,12.0,152,5.2,-0.19,249,0.269,0.271,0.064,0.288,0.333,0.621,14.50,1.90,0.313,10.15,2.31
Marcell Ozuna,$3.3K,R,STL,OF,CIN,4 ,Luis Castillo,R, ,,,,,500,26,9.0,-137,4.81,-0.04,268,0.269,0.301,0.116,0.303,0.384,0.687,19.60,5.60,0.314,7.59,2.3
Jeff Mathis,$2.4K,R,ARI,C,@ ATL,8 ,Sean Newcomb,L,,,,,,300,-22,8.0,-114,4.07,0.13,26,0.231,0.339,0.154,0.382,0.385,0.767,28.60,22.90,0.353,5.52,2.3
Mark Trumbo,$3.6K,R,BAL,1B/OF,TEX,5 ,Martin Perez,L,,,,,,500,-13,10.0,-112,5.09, ,63,0.222,0.306,0.175,0.300,0.397,0.697,24.30,8.60,0.256,8.23,2.29
Caleb Joseph,$2.7K,R,BAL,C,TEX,9 ,Martin Perez,L,,,,,,500,-18,10.0,-112,5.09, ,53,0.189,0.212,0.075,0.218,0.264,0.482,20.40,1.90,0.238,6.19,2.29
Jeimer Candelario,$3.0K,S,DET,3B,@ HOU,7 ,Gerrit Cole,R,,,,,,300,10,7.0,228,2.57,-0.19,215,0.205,0.311,0.186,0.309,0.391,0.700,25.00,12.10,0.247,6.85,2.28
JaCoby Jones,$2.8K,R,DET,OF,@ HOU,1 ,Gerrit Cole,R, ,,,,,400,9,7.0,228,2.57,-0.19,212,0.231,0.290,0.170,0.270,0.401,0.671,29.80,3.90,0.302,6.38,2.28
Danny Valencia,$3.4K,R,BAL,3B/OF,TEX,6 ,Martin Perez,L,,,,,,800,-51,10.0,-112,5.09, ,90,0.289,0.371,0.244,0.343,0.533,0.876,13.30,11.40,0.274,7.72,2.27
Andrew McCutchen,$3.8K,R,SFG,OF,OAK,3 ,Brett Anderson,L,,,,,,600,18,8.0,-113,4.07,-0.27,122,0.270,0.345,0.172,0.341,0.443,0.784,21.90,10.20,0.337,8.63,2.27
Manny Machado,$4.6K,R,BAL,SS,TEX,3 ,Martin Perez,L,,,,,,400,3,10.0,-112,5.09, ,97,0.268,0.337,0.216,0.311,0.485,0.796,6.50,7.50,0.241,10.39,2.26
Eduardo Nunez,$3.6K,R,BOS,2B,TOR,6 ,Sam Gaviglio,R, ,,,,,800, ,9.5,-212,5.7,-0.58,216,0.273,0.296,0.120,0.293,0.394,0.687,16.00,2.20,0.305,8.08,2.24
Chris Owings,$3.0K,R,ARI,OF,@ ATL,7 ,Sean Newcomb,L,,,,,,800,-6,8.0,-114,4.07,0.13,95,0.242,0.273,0.105,0.275,0.347,0.622,24.50,8.50,0.314,6.73,2.24
Matt Olson,$3.6K,L,OAK,1B,@ SFG,3 ,Jeff Samardzija,R,,,,,,500,15,8.0,-101,3.93,-0.23,235,0.234,0.348,0.251,0.318,0.485,0.803,25.40,11.20,0.258,8.06,2.24
Gregory Bird,$3.6K,L,NYY,1B,@ CLE,6 ,Mike Clevinger,R,,,,,,400,18,9.0,-110,4.42,-0.01,104,0.240,0.347,0.269,0.298,0.510,0.808,27.40,8.50,0.284,8.05,2.24
Jonathan Schoop,$3.6K,R,BAL,2B,TEX,2 ,Martin Perez,L,,,,,,600,6,10.0,-112,5.09, ,84,0.238,0.276,0.083,0.297,0.321,0.618,13.20,7.70,0.257,8.08,2.24
Corey Dickerson,$4.0K,L,PIT,OF,MIL, ,Brent Suter,L, ,,,,,600,15,9.0,114,4.26,0.1,70,0.314,0.348,0.114,0.368,0.429,0.797,17.10,5.30,0.386,8.93,2.23
Corey Dickerson,$4.0K,L,PIT,OF,MIL,1 ,Chase Anderson,R,,,,,,600,15,9.0,114,4.26,0.1,70,0.314,0.348,0.114,0.368,0.429,0.797,17.10,5.30,0.386,8.93,2.23
Jason Heyward,$4.1K,L,CHC,OF,@ SDP,3 ,Luis Perdomo,R,,,,,,1200,-17,8.5,-187,4.93,0.41,204,0.284,0.343,0.167,0.342,0.451,0.793,10.10,8.40,0.298,9.14,2.23
Anthony Rendon,$4.1K,R,WAS,3B,@ NYM,3 ,Zack Wheeler,R, ,,,,, ,5,10.0,-116,5.11,0.78,209,0.268,0.350,0.220,0.330,0.488,0.818,14.70,9.50,0.269,9.11,2.22
Nolan Arenado,$5.4K,R,COL,3B,SEA,3 ,Wade LeBlanc,L,,,,,,800,1,12.0,-171,6.8,0.19,119,0.403,0.529,0.395,0.486,0.798,1.284,15.40,16.10,0.432,12,2.22
Jose Altuve,$4.7K,R,HOU,2B,DET,3 ,Michael Fulmer,R, ,,,,,700, ,7.0,-262,4.43,-0.31,279,0.351,0.396,0.154,0.403,0.505,0.908,12.90,9.00,0.390,10.44,2.22
Marwin Gonzalez,$3.1K,S,HOU,1B/OF,DET,7 ,Michael Fulmer,R,,,,,,300,20,7.0,-262,4.43,-0.31,191,0.215,0.298,0.152,0.301,0.366,0.667,25.40,12.10,0.271,6.77,2.18
Freddy Galvis,$2.8K,S,SDP,SS,CHC,8 ,Kyle Hendricks,R,,,,,,600,-5,8.5,165,3.57,0.09,250,0.216,0.259,0.08,0.276,0.296,0.572,24.40,9.00,0.284,6.11,2.18
