Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Matt Carpenter,$3.3K,L,STL,1B,ARI,3 ,Taijuan Walker,R,,,,,,-100,13,7.5,-152,4.12,0.01,21,0.238,0.338,0.191,0.346,0.429,0.775,0.27,0.15,0.286,8.36,2.53
Adrian Beltre,$3.1K,R,TEX,3B,TOR,4 ,Jaime Garcia,L,,,,,,300,2,9.0,101,4.42,-0.39,6,0.167,0.212,0.166,0.167,0.333,0.500,0.00,0.00,0.167,7.64,2.46
Braxton Lee,$2.0K,L,MIA,OF,@ PHI,7 ,Jake Arrieta,R,,,,,, ,2,8.0,171,3.32,0.15,5,0.200,0.263,0.000,0.333,0.200,0.533,0.00,0.17,0.200,4.83,2.42
Robert Refsnyder,$2.2K,R,TBR,OF,@ BOS,9 ,Eduardo Rodriguez,L,,,,,,100,6,8.5,178,3.47,-0.16,3,0.000,0.431,0.000,0.625,0.000,0.625,0.25,0.63,0.000,5.33,2.42
Charlie Culberson,$2.6K,R,ATL,2B/SS,@ COL,7 ,Kyle Freeland,L,,,,,,200,15,11.0,126,5.08,-0.28,0,0.000,0,0,0.000,0.000,0.000,0.00,0.00,0.000,6.3,2.42
Jonathan Schoop,$3.5K,R,BAL,2B,@ NYY,3 ,Jordan Montgomery,L,,,,,,300,12,9.0,168,3.76,-0.1,5,0.400,0.411,0.000,0.500,0.400,0.900,0.00,0.17,0.400,8.46,2.42
Trevor Story,$4.4K,R,COL,SS,ATL,4 ,Sean Newcomb,L,,,,,,900,-2,11.0,-140,5.92,-0.22,12,0.167,0.253,0.083,0.286,0.250,0.536,0.57,0.14,0.500,10.59,2.41
Carlos Gomez,$2.9K,R,TBR,OF,@ BOS,3 ,Eduardo Rodriguez,L,,,,,,500,11,8.5,178,3.47,-0.16,11,0.091,0.233,0.273,0.167,0.364,0.531,0.33,0.08,0.000,7,2.41
Adeiny Hechavarria,$2.4K,R,TBR,SS,@ BOS,8 ,Eduardo Rodriguez,L,,,,,,300,-2,8.5,178,3.47,-0.16,10,0.200,0.178,0.000,0.200,0.200,0.400,0.20,0.00,0.250,5.72,2.38
Ryan Rua,$2.5K,R,TEX,1B/OF,TOR,8 ,Jaime Garcia,L,,,,,,300,-27,9.0,101,4.42,-0.39,7,0.000,0.086,0.000,0.125,0.000,0.125,0.00,0.13,0.000,5.93,2.37
Lucas Duda,$3.2K,L,KCR,1B,@ CLE,4 ,Michael Clevinger,R,,,,,,500,-3,7.5,190,2.98,-0.21,12,0.333,0.513,0.500,0.385,0.833,1.218,0.23,0.08,0.286,7.51,2.35
Kole Calhoun,$3.3K,L,LAA,OF,OAK,5 ,Kendall Graveman,R,,,,,,600,-1,9.0,-171,5.11,0.26,29,0.241,0.295,0.173,0.267,0.414,0.681,0.30,0.03,0.316,7.71,2.34
Jurickson Profar,$2.5K,S,TEX,2B/SS,TOR,7 ,Jaime Garcia,L,,,,,,500,-40,9.0,101,4.42,-0.39,3,0.000,0.173,0.000,0.250,0.000,0.250,0.00,0.25,0.000,5.82,2.33
