Name,Salary,Hand,Team,Position,Opp,Order,Pitcher,PHND,PLTN?,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,AB,AVG,wOBA,ISO,OBP,SLG,OPS,K%,BB%,BABIP,Points,Pt/$/K
Kole Calhoun,$3.1K,L,LAA,OF,LAD,1 ,Kenta Maeda,R,,,,,,600,16,9.0,120,4.21,-0.11,180,0.194,0.240,0.117,0.238,0.311,0.549,22.80,5.70,0.226,7.88,2.54
Nick Ahmed,$3.3K,R,ARI,SS,SDP,2 ,Joey Lucchesi,L,,,,,,600,-3,7.5,-143,4.05,-0.25,92,0.293,0.365,0.228,0.337,0.522,0.859,17.30,6.10,0.324,8.18,2.48
Chris Davis,$2.8K,L,BAL,1B,@ MIN,5 ,Lance Lynn,R,,,,,,700,-13,8.5,125,3.93,-0.68,188,0.160,0.207,0.074,0.218,0.234,0.452,35.60,7.30,0.241,6.92,2.47
Curtis Granderson,$3.4K,L,TOR,OF,NYY,1 ,Sonny Gray,R,,,,,,600,14,9.5,137,4.26,-0.12,185,0.259,0.367,0.222,0.366,0.481,0.847,28.20,13.40,0.339,8.35,2.46
Teoscar Hernandez,$3.5K,R,TOR,OF,NYY,2 ,Sonny Gray,R, ,,,,,100,30,9.5,137,4.26,-0.12,187,0.267,0.350,0.241,0.313,0.508,0.821,24.80,5.40,0.323,8.62,2.46
Tim Beckham,$3.1K,R,BAL,3B,@ MIN,1 ,Lance Lynn,R, ,,,,,800,2,8.5,125,3.93,-0.68,92,0.174,0.190,0.033,0.206,0.207,0.413,27.60,5.10,0.242,7.59,2.45
Justin Smoak,$3.4K,S,TOR,1B,NYY,4 ,Sonny Gray,R,,,,,,100,18,9.5,137,4.26,-0.12,173,0.208,0.343,0.231,0.341,0.439,0.780,26.50,18.10,0.255,8.27,2.43
Martin Prado,$2.8K,R,MIA,3B,@ WAS,4 ,Gio Gonzalez,L,,,,,,400,5,9.0,189,3.6,-0.17,19,0.158,0.191,0,0.238,0.158,0.396,0.00,9.50,0.158,6.77,2.42
Adrian Beltre,$3.8K,R,TEX,3B,@ DET,4 ,Jordan Zimmermann,R, ,,,,,800,1,9.0,-121,4.65,-0.18,143,0.287,0.336,0.140,0.342,0.427,0.769,18.90,9.10,0.330,9.01,2.37
Victor Martinez,$3.0K,S,DET,1B,TEX,4 ,Bartolo Colon,R,,,,,,800,-8,9.0,106,4.35,-0.32,203,0.241,0.269,0.074,0.290,0.315,0.605,10.30,7.60,0.260,7.05,2.35
Rougned Odor,$3.8K,L,TEX,2B,@ DET,5 ,Jordan Zimmermann,R,,,,,,700,-1,9.0,-121,4.65,-0.18,137,0.219,0.290,0.139,0.294,0.358,0.652,25.60,9.60,0.277,8.8,2.32
Ronny Rodriguez,$2.7K,R,DET,2B/3B,TEX,7 ,Bartolo Colon,R, ,,,,,500,6,9.0,106,4.35,-0.32,21,0.143,0.145,0,0.174,0.143,0.317,30.40,4.30,0.200,6.24,2.31
Michael Conforto,$3.4K,L,NYM,OF,TBR,4 ,Ryne Stanek,R,,,,,,500,17,6.5,-155,3.59,-0.36,174,0.218,0.318,0.144,0.341,0.362,0.703,22.00,16.80,0.256,7.83,2.3
Joseph Wendle,$2.8K,L,TBR,2B,@ NYM,5 ,Jacob deGrom,R,,,,,,500,6,6.5,138,2.91,-0.14,208,0.269,0.291,0.082,0.310,0.351,0.661,23.20,5.30,0.344,6.44,2.3
Colin Moran,$3.2K,L,PIT,3B,PHI,4 ,Nick Pivetta,R,,,,,,900,1,8.0,101,3.92,-0.4,198,0.278,0.341,0.177,0.338,0.455,0.793,15.60,8.90,0.296,7.37,2.3
JaCoby Jones,$3.2K,R,DET,OF,TEX,1 ,Bartolo Colon,R, ,,,,,800,1,9.0,106,4.35,-0.32,198,0.237,0.295,0.167,0.278,0.404,0.682,28.00,4.20,0.306,7.32,2.29
Carlos Gonzalez,$3.4K,L,COL,OF,@ SEA,4 ,Felix Hernandez,R,,,,,,700,11,8.0,102,3.92,-0.11,150,0.280,0.341,0.193,0.321,0.473,0.794,23.50,8.40,0.336,7.77,2.29
Carlos Asuaje,$2.9K,L,SDP,2B,@ ARI,2 ,Zack Godley,R,,,,,,500,7,7.5,127,3.45,-0.25,83,0.265,0.320,0.133,0.330,0.398,0.728,19.10,10.60,0.308,6.62,2.28
